"ANIO_REG","TRIMESTRE","FOLIO","HOG_ENT_1","HOG_ENT_2","TRAB_DOMES","NUM_TRAB_D","EDAD_TRAB1","EDAD_TRAB2","EDAD_TRAB3","EDAD_TRAB4","EDAD_TRAB5","ACC_ALIM1","ACC_ALIM2","ACC_ALIM3","ACC_ALIM4","ACC_ALIM5","ACC_ALIM6","ACC_ALIM7","ACC_ALIM8","ACC_ALIM9","ACC_ALIM10","ACC_ALIM11","ACC_ALIM12","SALUD1","SALUD2","SALUD3","SALUD4","SALUD5","SALUD6","SALUD7","EMPLEO1","EMPLEO2","EMPLEO3","EMPLEO4_1","EMPLEO4_2","EMPLEO4_3","EMPLEO4_4","NEGOCIO1","NEGOCIO2","NEGOCIO3","NEGOCIO4_1","NEGOCIO4_2","NEGOCIO4_3","NEGOCIO4_4","COSECHA1","COSECHA2","COSECHA3","COSECHA4_1","COSECHA4_2","COSECHA4_3","COSECHA4_4","DESNAT1","DESNAT2","DESNAT3","DESNAT4_1","DESNAT4_2","DESNAT4_3","DESNAT4_4","DESNAT4_5","DESNAT4_6","APO_GOB_1","APO_GOB_2","APO_GOB_3","APO_GOB_4","PROG_OPORT","PROG_PROCA","INTEG_MEN","CUID_MEN1","CUID_MEN2","CUID_MEN3","CUID_MEN4","CUID_MEN5","CUID_MEN6","CUID_MEN7","CUID_MEN8","CUID_MEN9","CUID_MEN10","CUID_MEN11","CUID_MEN12","CUID_MEN13","PAGO_MENOR","CANT_MENOR","INTEG_MAY","AYUDA_MAY1","AYUDA_MAY2","AYUDA_MAY3","AYUDA_MAY4","AYUDA_MAY5","AYUDA_MAY6","AYUDA_MAY7","AYUDA_MAY8","CUID_MAY1","CUID_MAY2","CUID_MAY3","CUID_MAY4","CUID_MAY5","CUID_MAY6","CUID_MAY7","PAGO_MAYOR","CANT_MAYOR","INTEG_7A59","AYUDA_PER1","AYUDA_PER2","AYUDA_PER3","AYUDA_PER4","AYUDA_PER5","AYUDA_PER6","AYUDA_PER7","AYUDA_PER8","CUID_PER1","CUID_PER2","CUID_PER3","CUID_PER4","CUID_PER5","CUID_PER6","CUID_PER7","PAGO_7A59","CANT_7A59","PERDIDA1","PERDIDA2","PERDIDA3","PERDIDA4","PERDIDA5_1","PERDIDA5_2","PERDIDA5_3","PERDIDA5_4","NUM_RADIO","ANIO_RADIO","NUM_TV","ANIO_TV","NUM_LICUA","ANIO_LICUA","NUM_MICRO","ANIO_MICRO","NUM_REFRI","ANIO_REFRI","NUM_ESTUF","ANIO_ESTUF","NUM_LAVAD","ANIO_LAVAD","NUM_PLANC","ANIO_PLANC","NUM_MAQUI","ANIO_MAQUI","NUM_VENTI","ANIO_VENTI","NUM_ASPIR","ANIO_ASPIR","NUM_COMPU","ANIO_COMPU","NUM_AUTO","ANIO_AUTO","NUM_LINEA","ANIO_LINEA","NUM_CEL","ANIO_CEL","CONEX_INTE","TIPO_CONEX","TOT_INTEG","FACTOR"
"2012","1","011201001","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"2",,1,1555
"2012","1","011201002","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"04",3,"04",1,"02",1,"07",1,"08",1,"02",1,"11",1,"02",0,,1,"06",0,,0,,1,"95",0,,1,"11","2",,2,3111
"2012","1","011201003","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"05",1,"05",1,"09",1,"09",1,"09",1,"09",1,"09",1,"09",0,,0,,0,,0,,1,"05",0,,2,"11","2",,3,3111
"2012","1","011201004","1","0","3",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"1","1","1","08","2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","1","1","2","2","2","1","2",,,,"4",,,,"2",0,"2",,,,,,,,1,"89",3,"11",1,"89",1,"06",1,"02",1,"02",1,"89",1,"89",1,"89",1,"02",1,"06",3,"08",3,"09",1,"90",3,"10","1","2",5,7375
"2012","1","011201005","1","0","3",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"06",2,"06",1,"11",1,"07",1,"11",1,"05",1,"10",1,"01",1,"&",2,"03",0,,1,"07",1,"09",1,"60",3,"11","1","2",3,4666
"2012","1","011201010","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"1","1","2",,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","1","1","1","2","2","2","1","2",,,,,,"6",,"1",1000,"2",,,,,,,,,,,,,,,,,0,"2",,,,,,,,1,"08",1,"08",1,"08",1,"09",1,"01",1,"01",0,,0,,0,,0,,0,,0,,0,,0,,0,,"2",,1,1433
"2012","1","011201011","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"06",2,"06",1,"00",1,"00",1,"05",1,"03",1,"98",0,,0,,0,,0,,0,,1,"90",1,"03",1,"97","2",,4,5265
"2012","1","011201014","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"08",1,"09",1,"11",1,"11",1,"11",1,"11",1,"11",1,"11",0,,2,"11",0,,1,"11",1,"09",0,,2,"11","2",,2,2950
"2012","1","011201015","1","0","3",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,"8","9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"09",2,"10",1,"04",0,,1,"00",1,"00",1,"00",1,"00",0,,0,,0,,0,,1,"08",0,,2,"06","2",,4,3111
"2012","1","011201016","1","0","3",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,,,,"12",,"1",1500,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,3,"10",3,"10",1,"09",1,"02",1,"10",1,"10",1,"05",1,"09",0,,1,"08",1,"07",2,"09",1,"11",1,"07",3,"11","1","2",4,4317
"2012","1","011201018","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"08",3,"10",1,"80",1,"02",1,"07",1,"92",1,"08",1,"08",0,,0,,0,,1,"08",1,"02",1,"02",2,"10","1","2",3,4094
"2012","1","011201020","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,3,"06",2,"05",1,"02",1,"02",1,"11",1,"97",1,"97",2,"10",1,"87",7,"92",1,"07",1,"05",1,"97",1,"82",1,"11","1","2",1,2159
"2012","1","011201021","1","0","3",0,0,0,0,0,0,"1","2","2","2","2","2",,,,,,,"2",,,,"2",,,"2",,,,,,,"1","1","2",,,,,"3",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","1","2","2","2","2","2","1","2",,,,"4",,,,"2",0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,3,"09",3,"09",1,"92",1,"02",1,"09",1,"09",1,"06",1,"09",1,"99",1,"97",0,,1,"04",0,,0,,3,"10","2",,4,5480
"2012","1","011201022","1","0","4",0,0,0,0,0,0,"1","2","1","2","2","2",,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,2,"07",2,"08",1,"04",0,,1,"97",1,"95",1,"95",1,"06",1,"97",1,"02",0,,0,,1,"06",1,"97",1,"10","2",,1,1990
"2012","1","011201024","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"06",3,"09",1,"09",1,"07",1,"07",1,"07",1,"05",1,"09",0,,0,,0,,0,,1,"00",1,"87",0,,"2",,1,1827
"2012","1","011201025","1","0","3",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"1","1","1","03","2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","1","1","2","2","2","1","2",,,,"4",,,,"2",0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","3","1","2",,,,,3,"08",2,"08",2,"10",0,,1,"92",2,"10",2,"09",3,"11",0,,0,,0,,0,,0,,0,,4,"11","2",,5,8189
"2012","1","011201027","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"11",3,"09",1,"02",1,"02",1,"93",1,"05",1,"09",1,"07",0,,0,,0,,2,"11",1,"07",1,"11",4,"11","1","2",5,3617
"2012","1","011201028","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","1","1","2","2","2","1","1","1",,,,"5",,,"1",765,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,4,"11",4,"11",1,"02",1,"08",1,"11",1,"00",1,"02",1,"08",0,,4,"09",1,"07",1,"08",2,"05",1,"08",4,"11","1","2",5,3653
"2012","1","011201030","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"11",3,"12",1,"11",1,"11",1,"10",0,,1,"10",1,"10",0,,0,,0,,2,"10",0,,0,,2,"12","1","3",2,4496
"2012","1","011201031","1","0","4",0,0,0,0,0,0,"1","2","1","2","2","2",,,,,,,"1","1","1","08","2",,,"1","1","2",,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","1","2","2","2","2","2","2","2",,,,"4",,,,"2",0,"1","1","1","2",,,,,0,,2,"11",1,"08",1,"06",1,"08",1,"09",1,"07",1,"92",0,,0,,0,,0,,1,"85",1,"85",0,,"2",,2,4924
"2012","1","011201032","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"1","1","2","2",,,,,,,"2",,,,,,,"3",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"84",2,"04",1,"11",1,"11",1,"09",1,"08",1,"06",1,"11",1,"78",1,"70",1,"85",1,"08",2,"11",1,"92",5,"11","1","2",5,11300
"2012","1","011201033","1","0","4",0,0,0,0,0,0,"2","1","1","2","2","2","2","1","1","2","2","2","2",,,,"2",,,"2",,,,,,,"1","1","2",,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"00",2,"06",1,"00",0,,1,"97",0,,1,"97",0,,0,,0,,0,,0,,1,"07",1,"10",2,"08","2",,5,4475
"2012","1","011201034","1","0","4",0,0,0,0,0,0,"1","2","2","2","2","2",,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"02",1,"00",1,"09",0,,1,"05",1,"10",0,,1,"05",0,,0,,0,,0,,0,,1,"92",1,"10","2",,1,2260
"2012","1","011201035","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,"5",,,,"9",,,,,"1",200,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"07",1,"07",1,"07",0,,1,"05",1,"93",1,"08",1,"10",0,,0,,0,,0,,0,,1,"08",0,,"2",,6,5341
"2012","1","011201036","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,0,,1,"05",1,"05",1,"05",1,"05",1,"05",1,"11",1,"04",0,,0,,0,,0,,1,"11",0,,2,"09","2",,3,5341
"2012","1","011201037","1","0","4",0,0,0,0,0,0,"2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","08","1","1","1","1","3","2",,,,,"2",,,,,,,"3",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"02",1,"02",1,"11",1,"05",1,"05",1,"05",1,"07",1,"02",0,,1,"05",0,,1,"09",1,"10",1,"11",1,"05","1","2",4,8343
"2012","1","011201038","1","0","4",0,0,0,0,0,0,"1","2","1","2","2","2","1","2","1","2","2","2","2",,,,"2",,,"1","1","2",,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","1","2","2","2","2","2","1","2",,,,,,,"7","2",0,"2",,,,,,,,1,"02",2,"02",1,"04",0,,1,"05",1,"09",1,"07",1,"99",0,,0,,0,,0,,0,,0,,2,"09","2",,2,2260
"2012","1","011201039","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"1","2","2",,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"10",2,"09",1,"11",1,"11",1,"11",1,"11",1,"10",1,"11",1,"02",1,"10",0,,1,"02",1,"02",1,"97",1,"11","2",,4,7380
"2012","1","011201040","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"02",1,"02",1,"06",1,"07",1,"82",1,"10",1,"07",1,"09",1,"&",0,,0,,1,"07",1,"07",1,"08",0,,"1","2",3,7598
"2012","1","011201042","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"1","1","1","08","2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","1","2","2","2","1",,,,,,,,"8",,,,,,"2",0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"00",1,"06",1,"08",0,,1,"98",1,"98",1,"95",1,"11",0,,1,"07",0,,0,,1,"98",1,"98",0,,"2",,4,6712
"2012","1","011201046","2","0","4",0,0,0,0,0,0,"1","2","2","2","2","2","2","2","2","2","2","2","2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","1","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,0,,1,"02",0,,0,,1,"09",1,"09",0,,0,,0,,0,,0,,0,,0,,0,,0,,"2",,5,5074
"2012","1","011201047","1","0","4",0,0,0,0,0,0,"1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","08","2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","1","1","2",,,,,0,,1,"&",1,"11",0,,0,,1,"&",0,,1,"09",0,,0,,0,,0,,0,,0,,2,"09","2",,7,18173
"2012","1","011201048","1","0","4",0,0,0,0,0,0,"1","2","2","2","2","2","2","2","2","2","2","2","2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"07",1,"98",0,,0,,1,"98",1,"92",0,,0,,0,,0,,0,,0,,0,,0,,0,,"2",,7,18924
"2012","1","011201050","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"11",1,"02",1,"04",0,,1,"08",1,"08",1,"07",0,,0,,1,"09",0,,0,,1,"93",1,"93",1,"06","2",,1,2792
"2012","1","011201051","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","1","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","1","1","2",,,,,1,"&",1,"00",0,,0,,1,"97",1,"97",1,"&",1,"&",0,,0,,0,,0,,0,,0,,0,,"2",,2,5580
"2012","1","011201052","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,0,,3,"11",1,"10",1,"07",1,"10",1,"09",1,"09",1,"11",0,,0,,1,"09",3,"10",1,"08",1,"09",4,"11","1","2",4,6058
"2012","1","011201054","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","1","2","1",,,,,,,,,"9",,,,,"2",0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"10",2,"11",0,,1,"11",1,"07",1,"11",1,"11",1,"11",0,,0,,0,,0,,1,"08",0,,0,,"2",,8,22078
"2012","1","011201056","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"10",4,"10",1,"10",1,"10",1,"09",1,"07",1,"07",1,"08",0,,1,"10",0,,1,"08",1,"00",0,,1,"10","2",,7,8617
"2012","1","011201057","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"08",3,"08",1,"02",1,"11",1,"96",1,"07",1,"07",1,"11",0,,0,,0,,1,"04",0,,1,"05",1,"11","1","2",5,11169
"2012","1","011201058","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"1",300,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"09",1,"02",1,"11",1,"00",1,"10",1,"10",1,"06",0,,1,"02",0,,0,,0,,0,,0,,1,"09","2",,3,5745
"2012","1","011201060","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"07",1,"11",1,"11",0,,1,"10",1,"10",0,,1,"07",0,,0,,0,,0,,1,"04",0,,0,,"2",,4,6058
"2012","1","011201061","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"1","2","2",,,,,,,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"09",2,"06",1,"06",1,"06",1,"82",1,"06",1,"06",1,"09",1,"79",0,,0,,1,"11",2,"07",1,"04",0,,"1","2",4,10252
"2012","1","011201063","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"09",1,"07",1,"11",0,,1,"11",1,"07",0,,1,"09",0,,0,,0,,0,,0,,0,,1,"12","2",,4,2537
"2012","1","011201064","1","0","4",0,0,0,0,0,0,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","02","1","1","1","1","1","2",,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","1","1","2",,,,,1,"00",1,"00",1,"00",1,"06",1,"00",1,"00",1,"00",1,"10",1,"11",0,,0,,0,,1,"03",0,,0,,"2",,5,6058
"2012","1","011201065","1","0","4",0,0,0,0,0,0,"1","1","1","1","2","2","1","2","2","2","2","2","2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","1","2","2",,,,,,,,,,,,,,,0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"01",1,"07",1,"07",0,,1,"03",1,"00",1,"09",1,"09",0,,0,,0,,0,,0,,0,,0,,"2",,4,2537
"2012","1","011201066","1","0","4",0,0,0,0,0,0,"2","2","2","2",,,,,,,,,"2",,,,"2",,,"2",,,,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,"8","9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"2",,,,,,,,1,"10",1,"06",0,,0,,1,"00",0,,1,"07",1,"10",0,,0,,0,,0,,1,"09",0,,0,,"2",,4,2537
"2012","1","011201067","1","0","4",0,0,0,0,0,0,"1","2","1","2","1","1","1","1","2","2","2","2","2",,,,"1","2",,"1","1","2",,,,,"2",,,,,,,"2",,,,,,,"2",,,,,,,,,"2","2","2","2","2","2","1",,,,,,,,,"9",,,,,"2",0,"2",,,,,,,,,,,,,,,,,0,"1","2","2","2","2","2","2","2","2",,,,,,,,,0,"1","1","1","2",,,,,0,,1,"10",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"2",,5,6058
