"ANIO_REG","TRIMESTRE","FOLIO","TIPO_VIV","MAT_PARED","MAT_TECHOS","MAT_PISOS","ANTIGUEDAD","COCINA","COCINA_DOR","CUART_DORM","NUM_CUARTO","DISP_AGUA","DOTAC_AGUA","EXCUSADO","USO_COMPAR","SANIT_AGUA","DRENAJE","DISP_ELECT","POTENCIA","FOCOS_AHOR","FOCOS_INCA","COMBUSTIBL","ESTUFA_CHI","ELI_BASURA","LAVADERO","FREGADERO","REGADERA","TINACO_AZO","CISTERNA","PILETA","CALENTADOR","MEDIDOR_LU","BOMBA_AGUA","TANQUE_GAS","AIRE_ACOND","CALEFACC","CHIMENEA","REPAR_PARD","REPAR_TECH","REPAR_AGUA","REPAR_DREN","REPAR_CABL","CONST_DORM","CONST_COCI","CONST_BANO","TENENCIA","ESTIM_COBR","ESTIM_PAGO","PAGO_VIV","TIPO_ADQUI","VIV_USADA","TIPO_FINAN","NUM_DUENO1","HOG_DUENO1","NUM_DUENO2","HOG_DUENO2","ESCRITURAS","TOT_RESID","TOT_HOG","HOG_PRINC","UBICA_GEO","AGEB","CD_INPC","TAM_LOC","EST_SOCIO","EST_DIS","UPM","FACTOR"
"2012","1","131201087","1","8","9","2",18,"1","2",6,9,"1","2","1","2","2","1","1",0,3,6,"3",,"1","1","1","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"1",8,1,"1","130480001","082-A","143","1","2","1314","14660",10283
"2012","1","131201088","3","8","9","2",3,"2",,1,1,"3",,"1","1","2","1","1",0,3,0,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2",300,400,0,,,,,,,,,4,1,"1","130480001","082-A","143","1","2","1314","14660",4910
"2012","1","131202001","1","8","9","2",0,"1","2",1,2,"1","1","1","2","2","1","1",0,0,3,"3",,"1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","130280001","021-0","303","2","2","1330","15340",2292
"2012","1","131202002","1","8","3","2",8,"1","2",2,3,"2","2","1","2","2","1","1",0,0,3,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","2","1","1","1","4",1000,1000,0,"2",,"5","02","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",3877
"2012","1","131202003","1","8","3","2",20,"2",,1,1,"2","2","1","1","2","1","1",0,1,0,"6",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","1","2","4",500,500,0,"4",,"&","01","1",,,"3",2,1,"1","130280001","021-0","303","2","2","1330","15340",1938
"2012","1","131202004","1","4","3","2",25,"1","1",1,1,"2","2","1","2","2","2","1",0,1,3,"1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","1","1","4",700,700,0,"2",,"5","01","1",,,"3",8,1,"1","130280001","021-0","303","2","2","1330","15340",4389
"2012","1","131202005","1","8","9","2",8,"1","2",3,4,"1","4","1","2","1","1","1",0,6,3,"3",,"1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","4",700,700,0,"3",,"5","01","1",,,"1",3,1,"1","130280001","021-0","303","2","2","1330","15340",2937
"2012","1","131202006","1","8","3","2",31,"1","2",3,4,"2","2","1","2","2","1","1",0,5,1,"1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","1","1","2","1","4",600,600,0,"3",,"5","01","1",,,"3",4,1,"1","130280001","021-0","303","2","2","1330","15340",2131
"2012","1","131202007","1","8","9","2",5,"1","2",2,4,"2","2","1","2","2","1","1",0,4,2,"3",,"1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1000,1000,0,"2",,"5","01","1",,,"3",6,1,"1","130280001","021-0","303","2","2","1330","15340",3292
"2012","1","131202008","1","8","3","1",5,"1","2",2,3,"2","3","1","2","2","1","1",0,1,4,"1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","1","1","1","2","4",700,700,0,"2",,"5","05","1",,,"3",5,1,"1","130280001","021-0","303","2","2","1330","15340",2314
"2012","1","131202009","1","8","9","2",10,"1","2",3,5,"1","2","1","2","1","1","1",0,6,0,"3",,"1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"1",6,1,"1","130280001","021-0","303","2","2","1330","15340",4895
"2012","1","131202010","1","8","3","2",3,"1","1",2,3,"2","2","1","2","2","1","1",0,2,2,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","1","1","2","2","2","1","1","1","4",800,800,0,"2",,"5","02","1",,,"3",5,1,"1","130280001","021-0","303","2","2","1330","15340",3471
"2012","1","131202011","1","5","3","2",25,"1","2",3,4,"2","2","1","2","2","1","1",0,5,0,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","1","4",600,600,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",3292
"2012","1","131202012","1","8","3","2",23,"1","2",1,2,"2","2","1","2","2","1","1",0,1,1,"3",,"1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","2","4",500,500,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",3614
"2012","1","131202013","1","8","9","2",18,"1","2",2,5,"2","3","1","2","2","1","1",0,6,1,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","1","1","2","1","1","2","1","2","4",2000,2000,0,"2",,"5","01","1",,,"1",3,1,"1","130280001","021-0","303","2","2","1330","15340",2937
"2012","1","131202015","1","6","3","2",9,"1","1",2,2,"2","3","1","2","2","1","1",0,3,0,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","1","2","1","1","2","1","1","1","4",1000,800,0,"1","1","4","01","1",,,"3",2,1,"1","130280001","021-0","303","2","2","1330","15340",969
"2012","1","131202016","1","8","3","2",47,"1","2",1,2,"2","3","1","1","2","1","1",0,2,1,"1","2","1","1","2","2","2","2","1","2","1","2","2","2","2","2","1","1","2","2","2","1","1","1","4",800,1000,0,"3",,"5","01","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",2131
"2012","1","131202017","1","8","9","2",30,"1","2",2,4,"2","3","1","2","2","2","1",0,4,3,"3",,"1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2",1000,1000,0,,,,,,,,,4,1,"1","130280001","021-0","303","2","2","1330","15340",3471
"2012","1","131202018","1","8","3","2",40,"1","2",2,3,"1","3","1","2","1","1","1",0,4,0,"3",,"1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","4",3000,3000,0,"2",,"5","01","1",,,"1",3,1,"1","130280001","021-0","303","2","2","1330","15340",979
"2012","1","131202019","1","8","9","2",25,"1","2",4,5,"2","3","1","2","2","1","1",0,6,0,"3",,"1","1","2","2","2","1","1","2","1","2","2","2","2","2","1","1","2","2","2","1","1","1","4",3000,3000,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",4389
"2012","1","131202020","1","8","3","2",20,"1","1",1,1,"4",,"1","1","2","1","1",0,1,0,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2",500,500,0,,,,,,,,,4,1,"1","130280001","021-0","303","2","2","1330","15340",1938
"2012","1","131202022","1","5","4","2",26,"1","2",2,3,"2","2","1","2","2","1","1",0,3,2,"3",,"1","1","2","2","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","1","1","1","4",700,700,0,"3",,"5","01","1",,,"3",5,1,"1","130280001","021-0","303","2","2","1330","15340",3877
"2012","1","131202023","1","8","9","2",2,"1","2",2,3,"2","3","1","2","2","1","1",0,2,5,"3",,"1","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2",800,800,0,,,,,,,,,4,1,"1","130280001","021-0","303","2","2","1330","15340",3292
"2012","1","131202024","1","8","9","2",40,"1","2",2,5,"2","3","1","1","2","1","1",0,4,0,"3",,"1","1","2","2","1","2","2","2","1","2","2","2","2","2","1","1","1","2","2","1","1","2","4",800,800,0,"2",,"5","01","1",,,"1",1,1,"1","130280001","021-0","303","2","2","1330","15340",1066
"2012","1","131202025","1","8","9","2",10,"1","2",1,3,"2","3","1","2","2","1","1",0,5,0,"3",,"1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","4",1000,1000,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","021-0","303","2","2","1330","15340",3916
"2012","1","131202026","1","8","9","3",13,"1","2",2,4,"1","3","1","2","1","1","1",0,3,3,"3",,"1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","4",1500,1500,0,"2",,"2","02","1",,,"1",5,1,"1","130280001","021-0","303","2","2","1330","15340",2937
"2012","1","131202027","1","8","9","3",6,"1","2",2,4,"1","3","1","2","1","1","1",0,13,1,"3",,"1","1","1","1","1","1","2","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2","3",1500,1500,2000,"4",,"&","01","1",,,"3",3,1,"1","130280001","021-0","303","2","2","1330","15340",2133
"2012","1","131202028","1","8","9","3",6,"1","2",2,6,"1","3","1","2","1","1","1",0,16,0,"3",,"1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1500,0,"2",,"5","02","1",,,"1",3,1,"1","130280001","021-0","303","2","2","1330","15340",2314
"2012","1","131202030","1","8","9","3",10,"1","2",2,5,"1","3","1","2","1","1","1",0,12,0,"3",,"1","1","1","1","1","1","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","4",2500,2500,0,"2",,"5","01","1",,,"1",5,1,"1","130280001","021-0","303","2","2","1330","15340",2133
"2012","1","131202031","1","8","9","3",25,"1","2",4,8,"1","1","1","2","1","1","1",0,2,6,"3",,"1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",3000,1000,0,"2",,"5","02","1",,,"1",4,1,"1","130480001","097-6","143","1","3","1314","14550",4699
"2012","1","131202032","1","8","9","3",28,"1","2",3,4,"1","2","1","2","1","1","1",0,3,9,"3",,"1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","1","1","1","2","1","2","2","4",3500,4000,0,"2",,"5","01","1",,,"1",5,1,"1","130480001","097-6","143","1","3","1314","14550",7979
"2012","1","131202035","2","8","9","3",25,"1","2",2,6,"1","1","1","2","1","1","1",0,0,12,"3",,"1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","4",2000,2000,0,"1","2","1","01","1",,,"1",2,1,"1","130480001","097-6","143","1","3","1314","14550",5841
"2012","1","131202036","2","8","9","3",30,"1","2",2,4,"1","1","1","2","1","1","1",0,7,1,"3",,"1","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2",2000,1500,0,,,,,,,,,3,1,"1","130480001","097-6","143","1","3","1314","14550",5320
"2012","1","131202038","1","8","9","3",16,"1","2",4,9,"1","1","1","2","1","1","1",0,0,8,"3",,"1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","2","2","4",3000,3500,0,"2",,"5","01","1",,,"1",5,1,"1","130480001","097-6","143","1","3","1314","14550",11112
"2012","1","131202041","1","8","9","3",37,"1","2",3,6,"1","1","1","2","1","1","1",0,4,7,"3",,"1","1","1","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","4",4000,4000,0,"1","2","1","01","1",,,"2",3,1,"1","130480001","097-6","143","1","3","1314","14550",2660
"2012","1","131202055","1","8","9","3",0,"1","2",2,6,"1","1","1","2","1","1","1",0,9,5,"3",,"1","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","130480001","235-1","143","1","4","1314","15020",8292
"2012","1","131202056","1","8","9","3",23,"1","2",4,7,"1","1","1","2","1","1","1",0,10,0,"3",,"1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","4",3000,3000,0,"1","2","5","02","1",,,"1",4,1,"1","130480001","235-1","143","1","4","1314","15020",10047
"2012","1","131202057","1","8","9","3",22,"1","2",3,7,"1","1","1","2","1","1","1",0,17,0,"3",,"1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","4",9000,9000,0,"1","2","2","01","1",,,"1",2,1,"1","130480001","235-1","143","1","4","1314","15020",5528
"2012","1","131202059","1","8","9","3",85,"1","2",3,7,"1","1","1","2","1","1","1",0,6,25,"3",,"1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","4",5000,3000,0,"1","2","2","01","1",,,"1",1,1,"1","130480001","235-1","143","1","4","1314","15020",2970
"2012","1","131202060","1","8","9","3",5,"1","2",3,7,"5",,"1","2","1","1","1",0,15,0,"3",,"1","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2",8500,8500,0,,,,,,,,,3,1,"1","130480001","235-1","143","1","4","1314","15020",5523
"2012","1","131202061","1","8","9","2",16,"1","2",3,5,"1","3","1","2","1","1","1",0,0,6,"3",,"1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","4",1500,1500,0,"1","1","5","01","1",,,"3",3,1,"1","130510060","044-A","143","4","3","1314","14600",3084
"2012","1","131202062","3","8","9","2",0,"1","2",1,2,"1","1","1","1","1","1","1",0,2,1,"3",,"1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","130510060","044-A","143","4","3","1314","14600",1621
"2012","1","131202063","1","8","9","2",40,"1","2",1,3,"1","2","1","2","2","1","1",0,0,3,"3",,"1","1","1","1","1","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","4",4000,4000,0,"2",,"5","01","1",,,"1",1,1,"1","130510060","044-A","143","4","3","1314","14600",1434
"2012","1","131202064","1","8","9","2",5,"1","2",3,8,"1","1","1","2","1","1","1",0,0,12,"3",,"1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,2000,0,"2",,"2","01","1",,,"1",6,1,"1","130510060","044-A","143","4","3","1314","14600",8106
"2012","1","131202069","1","8","9","3",0,"1","2",2,4,"1","2","1","2","1","1","1",0,4,0,"3",,"1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,4,1,"1","130510060","044-A","143","4","3","1314","14600",4429
"2012","1","131202070","1","8","9","3",11,"1","2",2,4,"1","3","1","2","2","1","1",0,0,11,"3",,"1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,4,1,"1","130510060","044-A","143","4","3","1314","14600",2953
"2012","1","131202071","3","8","9","3",0,"1","2",2,3,"1","1","1","2","1","1","1",0,0,3,"3",,"1","1","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","130510060","044-A","143","4","3","1314","14600",1304
"2012","1","131202072","1","8","9","3",20,"1","2",1,3,"1","1","1","2","1","1","1",0,3,1,"3",,"1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2",1500,1500,0,,,,,,,,,2,1,"1","130510060","044-A","143","4","3","1314","14600",1304
"2012","1","131202073","1","8","9","3",0,"1","2",3,4,"2","3","1","2","2","1","1",0,0,3,"3",,"1","1","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","4",800,800,0,"2",,"5","01","1",,,"2",4,1,"1","130510060","044-A","143","4","3","1314","14600",2608
"2012","1","131202074","1","8","9","3",6,"1","2",2,3,"1","2","1","2","1","1","1",0,0,7,"3",,"1","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","4",1500,1500,0,"2",,"5","01","1",,,"2",4,1,"1","130510060","044-A","143","4","3","1314","14600",2608
"2012","1","131203001","3","8","3","3",0,"1","2",1,2,"1","2","1","2","2","1","1",0,6,0,"3",,"1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2",1000,700,0,,,,,,,,,4,1,"1","130280001","026-3","303","2","3","1330","15380",1944
"2012","1","131203002","1","8","9","3",30,"1","2",2,4,"1","1","1","2","1","1","1",0,5,0,"3",,"1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",2000,2000,0,"2",,"5","01","1",,,"1",5,1,"1","130280001","026-3","303","2","3","1330","15380",2774
"2012","1","131203004","1","8","9","3",0,"1","2",1,4,"1","1","1","2","1","1","1",0,3,1,"6",,"1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","130280001","026-3","303","2","3","1330","15380",972
"2012","1","131203005","3","8","9","2",0,"1","2",1,2,"1","1","1","2","1","1","1",0,0,3,"3",,"3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","130280001","026-3","303","2","3","1330","15380",1771
"2012","1","131203008","1","8","2","2",50,"1","2",2,3,"2","2","1","2","2","1","1",0,3,2,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","2","1","2","2","2","2",500,500,0,,,,,,,,,3,1,"1","130280001","026-3","303","2","3","1330","15380",1580
"2012","1","131203009","3","8","9","2",0,"1","2",1,2,"2","1","1","2","1","1","1",0,0,2,"3",,"1","1","2","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","130280001","026-3","303","2","3","1330","15380",1771
"2012","1","131203011","1","7","8","2",0,"1","2",2,6,"2","1","1","2","2","1","1",0,6,2,"3",,"1","1","2","1","2","2","1","2","1","2","2","2","2","2","2","1","1","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","130280001","026-3","303","2","3","1330","15380",1771
"2012","1","131203012","1","8","9","3",22,"1","2",2,11,"1","2","1","2","1","1","1",0,2,35,"3",,"1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","3",4000,4000,800,"2",,"1","02","1",,,"1",5,1,"1","130280001","026-3","303","2","3","1330","15380",3541
"2012","1","131203013","1","8","9","2",21,"1","2",2,4,"4",,"1","2","2","2","1",0,3,1,"3",,"1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","4",1000,800,0,"2",,"5","01","1",,,"2",5,1,"1","130280001","026-3","303","2","3","1330","15380",3443
"2012","1","131203014","3","8","9","2",10,"1","2",2,4,"1","2","1","1","2","1","1",0,3,0,"1","2","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","2",1000,1000,0,,,,,,,,,5,1,"1","130280001","026-3","303","2","3","1330","15380",782
"2012","1","131203015","3","8","9","3",30,"1","2",2,4,"1","2","1","2","2","1","1",0,3,1,"1","2","1","1","1","2","2","2","1","2","1","2","2","2","2","2","1","1","1","1","2","2","1","2","4",1000,500,0,"2",,"5","01","1",,,"1",5,1,"1","130280001","026-3","303","2","3","1330","15380",1944
"2012","1","131203016","1","8","3","3",0,"1","2",1,2,"2","1","1","2","1","1","1",0,4,0,"3",,"1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","130280001","026-3","303","2","3","1330","15380",1771
"2012","1","131203017","1","7","8","2",60,"1","2",2,3,"2","2","1","2","2","1","1",0,2,3,"3",,"1","1","2","1","2","2","2","2","1","2","2","2","2","2","1","1","1","2","2","1","1","1","4",500,500,0,"4",,"&","01","1",,,"2",7,1,"1","130280001","026-3","303","2","3","1330","15380",4303
"2012","1","131203018","1","8","3","2",44,"1","2",3,4,"1","1","1","2","1","1","1",0,8,0,"3",,"1","1","1","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","4",2000,2000,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","026-3","303","2","3","1330","15380",2917
"2012","1","131203019","1","8","9","3",4,"1","2",4,6,"1","1","1","2","1","1","1",0,15,0,"3",,"1","1","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","4",5000,5000,0,"2",,"5","02","1",,,"1",5,1,"1","130280001","026-3","303","2","3","1330","15380",1564
"2012","1","131203021","1","8","9","2",18,"1","2",1,4,"1","1","1","2","2","1","1",0,3,3,"3",,"1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","4",1500,1500,0,"2",,"5","01","1",,,"2",1,1,"1","130280001","026-3","303","2","3","1330","15380",790
"2012","1","131203022","3","8","3","2",0,"2",,1,1,"2","2","1","2","1","1","1",0,1,0,"6",,"1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","130280001","026-3","303","2","3","1330","15380",782
"2012","1","131203023","3","8","3","2",0,"2",,1,1,"1","2","1","1","1","1","1",0,0,1,"6",,"1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","130280001","026-3","303","2","3","1330","15380",1944
"2012","1","131203024","1","8","6","2",0,"1","2",3,4,"2","2","1","2","2","1","1",0,5,0,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,10,2,"1","130280001","026-3","303","2","3","1330","15380",2917
"2012","1","131203024","1","8","6","2",0,"1","2",3,4,"2","2","1","2","2","1","1",0,5,0,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,10,2,"1","130280001","026-3","303","2","3","1330","15380",4300
"2012","1","131203025","1","8","9","3",36,"1","2",3,5,"1","2","1","2","1","1","1",0,6,1,"3",,"1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","4",5000,5000,0,"2",,"1","01","1",,,"1",4,1,"1","130280001","026-3","303","2","3","1330","15380",2370
"2012","1","131203026","1","8","9","2",42,"1","2",2,6,"1","3","1","2","1","1","1",0,14,0,"3",,"1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","4",2000,2000,0,"1","1","5","01","1",,,"1",2,1,"1","130280001","026-3","303","2","3","1330","15380",1580
"2012","1","131203027","1","8","9","2",0,"1","2",4,5,"1","3","1","2","1","1","1",0,8,0,"3",,"1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","4",2500,2000,0,"1","1","5","01","1",,,"1",5,1,"1","130280001","026-3","303","2","3","1330","15380",4861
"2012","1","131203028","2","8","9","3",0,"1","2",1,3,"1","1","1","2","1","1","1",0,1,3,"3",,"1","1","2","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,5,1,"1","130280001","026-3","303","2","3","1330","15380",2656
"2012","1","131203029","2","8","9","3",0,"1","2",2,3,"1","4","1","2","1","1","1",0,0,4,"3",,"1","1","1","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","130280001","026-3","303","2","3","1330","15380",1564
"2012","1","131203030","1","8","9","2",35,"1","2",3,5,"1","2","1","2","1","1","1",0,8,0,"3",,"1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","4",3000,3000,0,"2",,"5","01","1",,,"1",4,1,"1","130280001","026-3","303","2","3","1330","15380",2346
"2012","1","131203031","3","8","9","2",0,"2",,1,1,"1","1","1","2","1","1","1",0,0,3,"6",,"1","2","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","130280001","043-7","303","2","2","1330","15610",1097
"2012","1","131203032","1","8","9","3",20,"1","2",3,6,"1","3","1","2","1","1","1",0,10,0,"3",,"1","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",3000,3000,0,"2",,"5","02","1","01","1","1",5,1,"1","130280001","043-7","303","2","2","1330","15610",3916
"2012","1","131203033","1","8","9","3",8,"1","2",2,3,"1","3","1","2","1","1","1",0,5,5,"3",,"1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",2000,2000,0,"3",,"5","01","1",,,"1",4,1,"1","130280001","043-7","303","2","2","1330","15610",2314
"2012","1","131203034","1","8","9","3",20,"1","2",3,5,"1","2","1","2","1","1","1",0,0,7,"3",,"1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"1",5,1,"1","130280001","043-7","303","2","2","1330","15610",4263
"2012","1","131203035","1","1","1","3",0,"1","2",3,4,"1","2","1","2","1","1","1",0,3,5,"3",,"1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,6,1,"1","130280001","043-7","303","2","2","1330","15610",3877
"2012","1","131203036","1","8","9","3",18,"1","2",2,3,"1","2","1","2","1","1","1",0,0,6,"3",,"1","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","4",1500,1500,0,"2",,"5","01","1",,,"1",5,1,"1","130280001","043-7","303","2","2","1330","15610",1938
"2012","1","131203037","1","8","9","3",20,"1","2",2,3,"2","4","1","2","2","1","1",0,4,1,"3",,"1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","4",1500,1500,0,"2",,"5","01","1",,,"1",1,1,"1","130280001","043-7","303","2","2","1330","15610",1066
"2012","1","131203038","1","8","9","3",20,"1","2",1,2,"2","3","1","2","1","1","1",0,3,0,"3",,"1","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",2000,2000,0,"2",,"5","01","1","02","1","1",4,1,"1","130280001","043-7","303","2","2","1330","15610",3200
"2012","1","131203041","1","8","9","3",25,"1","2",2,3,"1","2","1","2","1","1","1",0,0,6,"3",,"1","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","2","2","1","2","2","4",3000,3000,0,"2",,"5","01","1",,,"1",6,1,"1","130280001","043-7","303","2","2","1330","15610",2908
"2012","1","131203042","1","8","9","3",15,"1","2",3,4,"1","3","1","2","1","1","1",0,8,0,"3",,"1","2","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","4",5000,5000,0,"1","2","1","01","1",,,"1",4,1,"1","130280001","043-7","303","2","2","1330","15610",3916
"2012","1","131203043","1","8","9","3",20,"1","2",3,5,"6",,"1","2","1","1","1",0,7,0,"3",,"1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","4",5000,5000,0,"1","1","2","01","1",,,"1",5,1,"1","130280001","043-7","303","2","2","1330","15610",5730
"2012","1","131203044","1","8","9","2",16,"1","2",2,5,"2","3","1","2","2","1","1",0,4,3,"3",,"1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"1",5,1,"1","130280001","043-7","303","2","2","1330","15610",4389
