"ANIO_REG","TRIMESTRE","FOLIO","TIPO_VIV","MAT_PARED","MAT_TECHOS","MAT_PISOS","ANTIGUEDAD","COCINA","COCINA_DOR","CUART_DORM","NUM_CUARTO","DISP_AGUA","DOTAC_AGUA","EXCUSADO","USO_COMPAR","SANIT_AGUA","DRENAJE","DISP_ELECT","POTENCIA","FOCOS_AHOR","FOCOS_INCA","COMBUSTIBL","ESTUFA_CHI","ELI_BASURA","LAVADERO","FREGADERO","REGADERA","TINACO_AZO","CISTERNA","PILETA","CALENTADOR","MEDIDOR_LU","BOMBA_AGUA","TANQUE_GAS","AIRE_ACOND","CALEFACC","CHIMENEA","REPAR_PARD","REPAR_TECH","REPAR_AGUA","REPAR_DREN","REPAR_CABL","CONST_DORM","CONST_COCI","CONST_BANO","TENENCIA","ESTIM_COBR","ESTIM_PAGO","PAGO_VIV","TIPO_ADQUI","VIV_USADA","TIPO_FINAN","NUM_DUENO1","HOG_DUENO1","NUM_DUENO2","HOG_DUENO2","ESCRITURAS","TOT_RESID","TOT_HOG","HOG_PRINC","UBICA_GEO","AGEB","CD_INPC","TAM_LOC","EST_SOCIO","EST_DIS","UPM","FACTOR"
"2012","1","011201001","3","7","9","2",0,"2",,1,1,"4",,"1","1","2","1","1",0,0,1,"6",,"3","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",800,800,0,,,,,,,,,1,1,"1","010010001","057-2","114","1","3","0111","00150",1555
"2012","1","011201002","1","8","9","3",40,"1","2",2,4,"1","1","1","2","1","1","1",0,0,6,"3",,"3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2",1700,1700,0,,,,,,,,,2,1,"1","010010001","057-2","114","1","3","0111","00150",3111
"2012","1","011201003","1","8","9","2",0,"1","2",2,5,"1","1","1","2","1","1","1",0,6,0,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","1","2","1","2","2","2","1",0,0,0,,,,,,,,,3,1,"1","010010001","057-2","114","1","3","0111","00150",3111
"2012","1","011201004","1","7","9","3",99,"1","2",4,8,"1","1","1","2","1","1","1",0,10,0,"3",,"3","1","1","1","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2",3000,3000,0,,,,,,,,,5,1,"1","010010001","057-2","114","1","3","0111","00150",7375
"2012","1","011201005","1","8","9","3",45,"1","2",2,4,"1","1","1","2","1","1","1",0,7,3,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2",5000,5000,0,,,,,,,,,3,1,"1","010010001","057-2","114","1","3","0111","00150",4666
"2012","1","011201010","2","8","9","3",20,"1","2",2,4,"1","1","1","2","1","1","1",0,4,0,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","2","2","1","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","010010001","057-2","114","1","3","0111","00150",1433
"2012","1","011201011","1","8","9","3",15,"1","2",3,5,"1","1","1","2","1","1","1",0,7,0,"3",,"3","1","1","1","1","2","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","4",2000,2000,0,"3",,"5","01","1",,,"1",4,1,"1","010010001","057-2","114","1","3","0111","00150",5265
"2012","1","011201014","1","8","9","3",0,"1","2",1,3,"1","1","1","2","1","1","1",0,2,6,"3",,"3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",2500,2500,0,"4",,"&","01","1",,,"1",2,1,"1","010010001","057-2","114","1","3","0111","00150",2950
"2012","1","011201015","1","7","9","3",0,"1","2",2,6,"1","1","1","2","1","1","1",0,6,1,"3",,"3","2","2","1","1","1","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","2","2",2000,2000,0,,,,,,,,,4,1,"1","010010001","057-2","114","1","3","0111","00150",3111
"2012","1","011201016","1","8","9","3",0,"1","2",2,5,"1","1","1","2","1","1","1",0,11,4,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,4,1,"1","010010001","065-7","114","1","3","0111","00270",4317
"2012","1","011201018","1","8","9","2",20,"1","2",2,3,"1","1","1","2","1","1","1",0,4,3,"3",,"3","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","1","1","4",1000,1000,0,"2",,"1","02","1",,,"1",3,1,"1","010010001","065-7","114","1","3","0111","00270",4094
"2012","1","011201020","1","8","9","3",20,"1","2",1,9,"1","1","1","2","1","1","1",0,9,11,"3",,"3","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","5",5000,5000,0,,,,,,,,,1,1,"1","010010001","065-7","114","1","3","0111","00270",2159
"2012","1","011201021","1","8","9","2",60,"1","2",3,9,"1","1","1","2","1","1","1",0,2,8,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","2","1","1","2","2","1","2",2500,2500,0,,,,,,,,,4,1,"1","010010001","065-7","114","1","3","0111","00270",5480
"2012","1","011201022","1","8","9","3",40,"1","2",1,4,"1","1","1","2","1","1","1",0,7,1,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","5",1500,1500,0,,,,,,,,,1,1,"1","010010001","065-7","114","1","3","0111","00270",1990
"2012","1","011201024","1","8","9","3",46,"1","2",1,4,"1","1","1","2","1","1","1",0,0,20,"3",,"3","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",5000,5000,0,"1","1","5","01","1",,,"4",1,1,"1","010010001","065-7","114","1","3","0111","00270",1827
"2012","1","011201025","1","8","9","2",0,"1","2",3,5,"1","1","1","2","1","1","1",0,0,9,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,5,1,"1","010010001","065-7","114","1","3","0111","00270",8189
"2012","1","011201027","1","8","9","3",0,"1","2",3,6,"1","1","1","2","1","1","1",0,0,10,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","1",0,0,0,,,,,,,,,5,1,"1","010010001","065-7","114","1","3","0111","00270",3617
"2012","1","011201028","1","8","9","3",30,"1","2",3,9,"1","1","1","2","1","1","1",0,0,17,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1",0,0,0,,,,,,,,,5,1,"1","010010001","065-7","114","1","3","0111","00270",3653
"2012","1","011201030","1","8","9","3",0,"1","2",2,6,"1","1","1","2","1","1","1",0,4,7,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","010010001","065-7","114","1","3","0111","00270",4496
"2012","1","011201031","1","8","9","2",31,"1","2",1,6,"1","1","1","2","1","1","1",0,0,6,"3",,"3","2","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"3","01","1",,,"1",2,1,"1","010010001","218-9","114","1","2","0111","00620",4924
"2012","1","011201032","1","8","9","3",13,"1","2",4,6,"1","1","1","2","1","1","1",0,7,2,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1","4",1200,1200,0,"2",,"2","02","1",,,"1",5,1,"1","010010001","218-9","114","1","2","0111","00620",11300
"2012","1","011201033","1","8","9","3",0,"1","2",2,4,"1","1","1","2","1","1","1",0,6,0,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2",1200,600,0,,,,,,,,,5,1,"1","010010001","218-9","114","1","2","0111","00620",4475
"2012","1","011201034","1","8","9","3",27,"1","2",1,5,"1","1","1","2","1","1","1",0,4,1,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",1000,1000,0,"3",,"5","01","1",,,"1",1,1,"1","010010001","218-9","114","1","2","0111","00620",2260
"2012","1","011201035","5","8","9","2",0,"1","2",3,5,"1","1","1","2","1","1","1",0,5,3,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,6,1,"1","010010001","218-9","114","1","2","0111","00620",5341
"2012","1","011201036","1","8","9","2",20,"1","2",1,4,"1","1","1","2","1","1","1",0,4,1,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2",800,800,0,,,,,,,,,3,1,"1","010010001","218-9","114","1","2","0111","00620",5341
"2012","1","011201037","1","8","9","2",20,"1","2",3,5,"1","1","1","2","1","1","1",0,6,2,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","3",2000,2000,4329,"1","1","1","02","1",,,"2",4,1,"1","010010001","218-9","114","1","2","0111","00620",8343
"2012","1","011201038","1","8","9","2",31,"1","2",2,8,"1","1","1","2","1","1","1",0,4,4,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","4",1500,1500,0,"4",,"&","01","1",,,"1",2,1,"1","010010001","218-9","114","1","2","0111","00620",2260
"2012","1","011201039","1","8","9","2",0,"2",,3,5,"1","1","1","2","1","1","1",0,4,2,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","1","2","1","1","2","2","2","2","4",1000,1000,0,"3",,"5","01","1",,,"1",4,1,"1","010010001","218-9","114","1","2","0111","00620",7380
"2012","1","011201040","1","8","9","3",25,"1","2",2,5,"1","1","1","2","1","1","1",0,0,6,"3",,"3","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","4",1200,1200,0,"3",,"5","01","1",,,"1",3,1,"1","010010001","218-9","114","1","2","0111","00620",7598
"2012","1","011201042","1","8","9","3",28,"1","2",4,7,"1","1","1","2","1","1","1",0,8,3,"3",,"3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","4",3000,3000,0,"3",,"5","01","1",,,"1",4,1,"1","010010001","218-9","114","1","2","0111","00620",6712
"2012","1","011201046","1","8","9","2",28,"1","2",3,4,"1","3","1","2","1","1","1",0,3,6,"3",,"3","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",500,300,0,"3",,"5","02","1",,,"1",7,2,"1","010070001","011-4",,"2","2","0100","00830",5074
"2012","1","011201047","1","7","3","1",30,"1","2",4,5,"1","1","1","2","1","1","1",0,0,4,"1","1","3","1","2","2","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","1","4",600,800,0,"3",,"5","01","1",,,"1",7,1,"1","010070001","011-4",,"2","2","0100","00830",18173
"2012","1","011201048","1","8","9","2",25,"1","1",3,4,"1","1","1","2","1","1","1",0,4,2,"3",,"3","1","2","2","1","2","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","2","4",500,300,0,"3",,"5","01","1",,,"2",7,1,"1","010070001","011-4",,"2","2","0100","00830",18924
"2012","1","011201050","1","7","3","2",20,"1","1",1,2,"1","1","1","2","1","1","1",0,3,1,"3",,"3","1","2","1","1","2","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","4",500,1000,0,"1","1","4","01","1",,,"1",1,1,"1","010070001","011-4",,"2","2","0100","00830",2792
"2012","1","011201051","1","7","9","2",30,"1","2",1,3,"1","1","1","2","1","1","1",0,4,0,"3",,"3","1","2","1","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","2","4",300,150,0,"3",,"5","01","1",,,"1",2,1,"1","010070001","011-4",,"2","2","0100","00830",5580
"2012","1","011201052","1","8","9","2",0,"1","2",2,3,"1","1","1","2","1","1","1",0,7,1,"3",,"2","1","1","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2",800,800,0,,,,,,,,,4,1,"1","010070001","011-4",,"2","2","0100","00830",6058
"2012","1","011201054","1","8","9","3",35,"1","2",3,5,"1","1","1","2","1","1","1",0,7,0,"3",,"3","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",800,900,0,"4",,"&","02","1",,,"1",8,1,"1","010070001","011-4",,"2","2","0100","00830",22078
"2012","1","011201056","1","8","9","2",20,"1","2",3,5,"1","1","1","2","1","1","1",0,2,7,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","1","1","2","1","4",1500,1500,0,"1","1","5","01","1",,,"1",7,1,"1","010070001","011-4",,"2","2","0100","00830",8617
"2012","1","011201057","1","8","9","2",0,"1","2",4,5,"1","1","1","2","1","1","1",0,11,1,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",800,800,0,"2",,"5","01","1",,,"1",5,1,"1","010070001","011-4",,"2","2","0100","00830",11169
"2012","1","011201058","1","8","9","3",30,"1","2",1,3,"1","1","1","2","1","1","1",0,0,6,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",900,900,0,"3",,"5","01","1",,,"3",3,1,"1","010070001","011-4",,"2","2","0100","00830",5745
"2012","1","011201060","1","8","9","3",15,"1","2",1,4,"1","1","1","2","1","1","1",0,4,4,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"1",4,1,"1","010070001","011-4",,"2","2","0100","00830",6058
"2012","1","011201061","1","8","9","3",30,"1","2",3,6,"1","1","1","2","1","1","1",0,10,0,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",5000,5000,0,"3",,"5","01","1",,,"1",4,1,"1","010070001","011-4",,"2","2","0100","00830",10252
"2012","1","011201063","1","7","9","2",0,"1","2",3,5,"1","1","1","2","1","1","1",0,0,9,"3",,"3","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",500,600,0,,,,,,,,,4,1,"1","010070001","011-4",,"2","2","0100","00830",2537
"2012","1","011201064","1","8","9","3",8,"1","2",2,6,"1","1","1","2","1","1","1",0,5,0,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,600,0,"2",,"5","01","1",,,"1",5,1,"1","010070001","011-4",,"2","2","0100","00830",6058
"2012","1","011201065","1","8","9","2",20,"1","1",2,2,"1","1","1","2","1","1","1",0,3,0,"3",,"3","1","2","1","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","1","2","4",800,800,0,"3",,"5","01","1",,,"3",4,1,"1","010070001","011-4",,"2","2","0100","00830",2537
"2012","1","011201066","1","8","9","2",5,"1","2",2,3,"1","1","1","2","1","1","1",0,4,2,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",600,500,0,"3",,"5","01","1",,,"3",4,1,"1","010070001","011-4",,"2","2","0100","00830",2537
"2012","1","011201067","1","8","9","2",7,"1","1",2,2,"4",,"2",,,"5","5",0,0,0,"1","2","3","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2",500,500,0,,,,,,,,,5,1,"1","010070001","011-4",,"2","2","0100","00830",6058
"2012","1","011201068","1","8","9","2",7,"1","2",2,3,"1","1","1","2","1","1","1",0,0,6,"3",,"3","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","4",800,800,0,"3",,"5","01","1",,,"3",4,1,"1","010070001","011-4",,"2","2","0100","00830",5745
"2012","1","011201069","1","8","9","3",8,"1","2",4,6,"1","1","1","2","1","1","1",0,3,5,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1200,0,"3",,"5","02","1",,,"1",5,1,"1","010070001","011-4",,"2","2","0100","00830",5074
"2012","1","011201070","1","8","9","2",0,"1","1",2,2,"1","1","1","1","2","1","1",0,0,3,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","1","4",300,300,0,"3",,"5","01","1",,,"3",5,1,"1","010070001","011-4",,"2","2","0100","00830",6058
"2012","1","011201071","1","8","2","2",0,"1","1",1,1,"1","1","1","1","2","1","1",0,0,1,"1","2","3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","1","2",2000,200,0,,,,,,,,,5,1,"1","010070001","011-4",,"2","2","0100","00830",10252
"2012","1","011201072","1","8","9","2",3,"1","1",1,1,"1","1","1","2","1","1","1",0,2,1,"3",,"3","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","4",800,800,0,"3",,"5","01","1",,,"3",3,1,"1","010070001","011-4",,"2","2","0100","00830",6308
"2012","1","011201073","1","8","9","2",4,"1","2",1,5,"1","1","1","1","1","1","1",0,0,6,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",600,600,0,"3",,"5","01","1",,,"3",3,1,"1","010070001","011-4",,"2","2","0100","00830",5745
"2012","1","011201074","1","8","9","2",20,"1","1",1,1,"1","1","1","2","1","1","1",0,4,0,"3",,"3","1","2","1","1","2","2","1","1","2","2","2","2","2","1","1","2","2","2","1","1","2","2",700,500,0,,,,,,,,,4,1,"1","010070001","011-4",,"2","2","0100","00830",5074
"2012","1","011201075","1","8","9","2",0,"1","2",2,3,"1","1","1","2","1","1","1",0,2,6,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","4",1500,1500,0,"1","1","1","01","1",,,"1",4,1,"1","010070001","011-4",,"2","2","0100","00830",5074
"2012","1","011202002","1","8","9","2",0,"1","2",2,3,"1","1","1","2","1","1","1",0,5,0,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",1500,1000,0,"1","1","5","01","1",,,"1",2,1,"1","010010001","140-5","114","1","2","0111","00260",4260
"2012","1","011202003","1","8","9","2",30,"1","2",3,5,"1","1","1","2","2","1","1",0,0,4,"3",,"3","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",800,800,0,"3",,"5","02","1",,,"1",14,3,"1","010010001","140-5","114","1","2","0111","00260",8519
"2012","1","011202003","1","8","9","2",30,"1","2",3,5,"1","1","1","2","2","1","1",0,0,4,"3",,"3","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",800,800,0,"3",,"5","02","1",,,"1",14,3,"1","010010001","140-5","114","1","2","0111","00260",2621
"2012","1","011202003","1","8","9","2",30,"1","2",3,5,"1","1","1","2","2","1","1",0,0,4,"3",,"3","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","4",800,800,0,"3",,"5","02","1",,,"1",14,3,"1","010010001","140-5","114","1","2","0111","00260",5034
"2012","1","011202004","1","8","9","2",0,"2",,1,1,"1","1","1","2","2","1","1",0,0,1,"5",,"3","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","010010001","140-5","114","1","2","0111","00260",2320
"2012","1","011202005","1","8","9","2",30,"1","2",2,4,"1","1","1","2","2","1","1",0,3,1,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","4",1000,100,0,"3",,"5","01","1",,,"2",2,1,"1","010010001","140-5","114","1","2","0111","00260",2517
"2012","1","011202007","1","8","9","2",0,"1","2",2,3,"1","1","1","2","2","1","1",0,1,5,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","2","1","1",0,0,0,,,,,,,,,4,1,"1","010010001","140-5","114","1","2","0111","00260",6961
"2012","1","011202008","1","8","9","3",30,"1","2",3,5,"1","1","1","2","2","1","1",0,3,5,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4",1000,1000,0,"3",,"5","01","1",,,"1",3,1,"1","010010001","140-5","114","1","2","0111","00260",7863
"2012","1","011202009","1","8","9","2",35,"1","2",2,3,"1","1","1","2","2","1","1",0,3,2,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","2","2","4",1500,1000,0,"3",,"5","01","1",,,"1",2,1,"1","010010001","140-5","114","1","2","0111","00260",4641
"2012","1","011202010","1","8","9","2",22,"1","1",3,3,"1","1","1","2","1","1","1",0,0,6,"3",,"3","1","1","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","1","1","4",800,800,0,"3",,"5","01","1",,,"1",9,1,"1","010010001","140-5","114","1","2","0111","00260",12779
"2012","1","011202011","1","8","9","2",30,"1","2",2,3,"1","1","1","2","2","1","1",0,4,1,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","4",800,800,0,"3",,"5","01","1",,,"1",5,1,"1","010010001","140-5","114","1","2","0111","00260",9547
"2012","1","011202012","1","8","9","2",0,"1","2",1,5,"1","1","1","2","2","1","1",0,0,3,"3",,"3","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,4,1,"1","010010001","140-5","114","1","2","0111","00260",5242
"2012","1","011202013","1","8","3","2",12,"1","2",3,4,"1","1","1","2","2","1","1",0,0,2,"3",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","1","4",700,700,0,"3",,"5","02","1",,,"2",11,1,"1","010010001","140-5","114","1","2","0111","00260",8519
"2012","1","011202014","1","8","9","2",0,"2",,1,1,"1","1","1","2","2","1","1",0,0,1,"6",,"3","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,0,0,,,,,,,,,1,1,"1","010010001","140-5","114","1","2","0111","00260",2493
"2012","1","011202016","1","8","9","3",30,"1","2",4,6,"1","1","1","2","1","1","1",0,0,7,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","4",2500,2500,0,"1","1","5","01","1",,,"2",7,1,"1","010010001","206-6","114","1","2","0111","00390",6283
"2012","1","011202017","1","8","9","2",0,"1","2",2,4,"1","1","1","2","2","1","1",0,0,4,"3",,"2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1",0,0,0,,,,,,,,,5,1,"1","010010001","206-6","114","1","2","0111","00390",10414
"2012","1","011202018","1","8","9","3",35,"1","2",3,6,"1","1","1","2","1","1","1",0,3,3,"3",,"3","1","1","2","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","4",1500,1500,0,"3",,"5","01","1",,,"2",10,1,"1","010010001","206-6","114","1","2","0111","00390",9484
"2012","1","011202019","1","8","9","2",40,"1","2",3,5,"1","1","1","2","1","1","1",0,9,0,"3",,"3","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","2","2","4",1000,1000,0,"3",,"5","01","1",,,"1",8,1,"1","010010001","206-6","114","1","2","0111","00390",11855
"2012","1","011202021","1","8","9","3",0,"1","2",1,3,"1","1","1","2","1","1","1",0,3,0,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","010010001","206-6","114","1","2","0111","00390",4953
"2012","1","011202022","1","8","9","3",30,"1","2",2,4,"1","1","1","2","1","1","1",0,2,2,"3",,"3","1","1","1","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2","4",1500,1500,0,"3",,"5","03","1",,,"1",5,1,"1","010010001","206-6","114","1","2","0111","00390",6283
"2012","1","011202024","1","8","9","3",30,"1","2",3,5,"1","1","1","2","1","1","1",0,5,2,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","1","2","2","1","2","1","2","4",1800,1800,0,"2",,"5","02","1",,,"2",7,1,"1","010010001","206-6","114","1","2","0111","00390",15621
"2012","1","011202025","1","8","9","3",40,"1","2",2,5,"1","1","1","2","1","1","1",0,2,8,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","2","2","1","2","2","2","4",600,600,0,"3",,"5","01","1",,,"1",3,1,"1","010010001","206-6","114","1","2","0111","00390",6283
"2012","1","011202026","1","8","9","3",25,"1","2",3,4,"1","1","1","2","1","1","1",0,4,2,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","4",3000,3000,0,"3",,"5","01","1",,,"1",4,1,"1","010010001","206-6","114","1","2","0111","00390",4189
"2012","1","011202029","1","8","9","3",0,"1","2",2,3,"1","1","1","2","1","1","1",0,0,5,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,2,1,"1","010010001","206-6","114","1","2","0111","00390",5000
"2012","1","011202030","1","8","9","2",2,"1","2",2,5,"1","1","1","2","1","1","1",0,18,15,"3",,"3","2","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4",3000,3000,0,"3",,"5","02","1",,,"2",3,1,"1","010010001","206-6","114","1","2","0111","00390",5000
"2012","1","011202031","1","8","9","3",9,"1","2",3,4,"1","1","1","2","1","1","1",0,10,4,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","4",2000,2000,0,"3",,"5","01","1",,,"3",5,1,"1","010010001","297-3","114","1","2","0111","00760",6444
"2012","1","011202032","1","8","9","3",0,"1","2",3,5,"1","1","1","2","1","1","1",0,6,5,"3",,"3","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,7,1,"1","010010001","297-3","114","1","2","0111","00760",14591
"2012","1","011202035","1","8","9","3",0,"1","2",2,4,"1","1","1","2","1","1","1",0,0,4,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1",0,0,0,,,,,,,,,4,1,"1","010010001","297-3","114","1","2","0111","00760",6444
"2012","1","011202036","1","8","9","2",0,"1","2",2,4,"1","1","1","2","2","1","1",0,20,0,"3",,"3","1","1","1","1","2","2","1","1","2","2","2","2","2","1","1","1","2","2","2","2","2","3",1200,1000,2400,"1","1","1","01","1",,,"1",4,1,"1","010010001","297-3","114","1","2","0111","00760",7693
"2012","1","011202037","1","8","9","3",0,"1","2",2,4,"1","1","1","2","1","1","1",0,0,4,"3",,"3","1","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","2","2","2","1","2","3",1000,1000,980,"1","2","1","01","1",,,"1",2,1,"1","010010001","297-3","114","1","2","0111","00760",7295
"2012","1","011202038","1","8","9","3",7,"1","2",2,4,"1","1","1","2","1","1","1",0,0,9,"3",,"3","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","3",1300,700,500,"1","2","1","01","1",,,"1",3,1,"1","010010001","297-3","114","1","2","0111","00760",3222
"2012","1","011202039","1","8","9","2",0,"1","2",2,4,"1","1","1","2","1","1","1",0,0,5,"3",,"3","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",0,0,0,,,,,,,,,4,1,"1","010010001","297-3","114","1","2","0111","00760",7295
"2012","1","011202040","1","8","9","3",9,"1","2",2,4,"1","1","1","2","1","1","1",0,4,3,"3",,"3","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3",1500,1500,1400,"1","2","1","01","1",,,"1",4,1,"1","010010001","297-3","114","1","2","0111","00760",6444
