proyecto,folioviv,foliohog,numren,numtrab,tipoact,cose_cria,prep_deriv,valproc,valrema,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,procampo,mesproc,progan,mesprogan,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,com_fis,reg_cont,reg_not,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
2,123083,0,01,Trabajo secundario,Actividades de recolección,Sí,No,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,2000,80,0,0,504.1,20.16,0,0,524.26,0
2,123089,0,01,Trabajo secundario,Actividades agrícolas,Sí,,2500,0,No,,,,,0,,,,5,2,3,2,2,0,3,0,3,0,,,Ninguno,No,No,2700,6000,0,4300,680.54,1512.3,0,1083.82,1109.02,0
2,123090,0,01,Trabajo principal,Actividades agrícolas,Sí,,20000,0,No,,,,,3000,Julio,,,4,4,0,4,4,0,0,,,0,,,Ninguno,No,No,0,0,0,5160,0,0,0,1300.58,0,1300.58
2,123090,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,20162,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,35360,768,0,29488,8912.49,193.57,0,7432.45,1673.61,0
2,123094,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,800,800,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,408,0,0,0,102.84,0,102.84
2,123096,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,3400,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,1750,3900,0,4255,441.09,983,0,1072.47,351.61,0
2,123097,0,01,Trabajo principal,Actividades agrícolas,Sí,,600,0,No,,,,,0,,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,0,0,0,282,0,0,0,71.08,0,71.08
2,123098,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,3600,2400,No,,,,,0,,0,,3,0,3,0,,,3,0,3,0,,,Ninguno,No,No,2400,600,0,300,604.92,151.23,0,75.62000000000001,680.54,0
2,123099,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,3,2,1,0,,,3,2,1,0,,,Ninguno,No,No,0,2000,0,3100,0,504.1,0,781.36,0,277.26
2,123099,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,8000,1600,No,,,,,0,,0,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,3000,4000,0,1700,756.15,1008.2,0,428.49,1335.87,0
2,123100,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,6300,1800,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,900,0,0,300,226.85,0,0,75.62000000000001,151.23,0
2,123101,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,3,1,2,0,,,3,1,2,0,,,Ninguno,No,No,0,2600,0,2400,0,655.33,0,604.92,50.41,0
2,123101,0,02,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,180,350,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,862,0,250,0,217.27,0,63.01,154.25,0
2,123104,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,100,400,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,218,186,0,1140,54.95,46.88,0,287.34,0,185.51
2,123107,0,01,Trabajo secundario,Actividades agrícolas,Sí,,8000,4000,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,6300,0,0,7900,1587.92,0,0,1991.2,0,403.28
2,124012,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,300,1778,No,,,,,0,,0,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,232,510,0,6800,58.48,128.55,0,1713.94,0,1526.92
2,124031,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,1300,Junio,,,13,10,3,10,10,0,3,0,3,0,,,Ninguno,No,No,600,8860,0,8300,151.23,2233.16,0,2092.02,292.38,0
2,124033,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,2300,Junio,,,8,7,1,6,6,0,2,1,1,0,,,Ninguno,No,No,760,4108,0,4330,191.56,1035.42,0,1091.38,135.6,0
2,124034,0,03,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,20,20,0,20,20,0,0,,,0,,,,,,1000,3280,0,5900,252.05,826.72,0,1487.1,0,408.32
2,124035,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,6,6,0,5,5,0,0,,,1,1,0,Ninguno,No,No,0,4820,0,3600,0,1214.88,0,907.38,307.5,0
2,124036,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,2200,Junio,,,,,,,,,,,,,,,Ninguno,No,No,0,2760,100,2580,0,695.66,25.21,650.29,70.56999999999999,0
2,124037,0,01,Trabajo secundario,Actividades agrícolas,Sí,,10000,0,No,,,,,2400,Junio,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,0,4902,0,5360,0,1235.55,0,1350.99,0,115.44
2,124038,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,1700,Junio,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,2800,0,2825,0,705.74,0,712.04,0,6.3
2,124039,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,0,0,5800,0,0,0,1461.89,0,1461.89
2,124040,0,01,Trabajo secundario,Actividades agrícolas,Sí,,6500,0,No,,,,,2320,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,7072,0,6248,0,1782.5,0,1574.81,207.69,0
2,124040,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,4500,0,No,,,,,0,,0,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,1020,0,70,0,257.09,0,17.64,239.45,0
2,124054,0,01,Trabajo principal,Actividades agrícolas,Sí,,3800,0,No,,,,,800,Junio,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,5000,0,690,0,1260.25,0,173.91,1086.34,0
2,124056,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,877,Junio,,,4,3,1,0,,,4,3,1,0,,,Ninguno,No,No,0,5400,0,2480,0,1361.07,0,625.08,735.99,0
2,124061,0,02,Trabajo principal,Actividades agrícolas,Sí,,9000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,4740,0,2040,0,1194.72,0,514.18,680.54,0
2,124062,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,12,No,,,,,3300,Junio,,,3,3,0,0,,,2,2,0,1,1,0,Ninguno,No,No,250,7704,0,2225,63.01,1941.79,0,560.81,1443.99,0
2,124063,0,02,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,11,11,0,11,11,0,0,,,0,,,Ninguno,No,No,3000,4752,0,3665,756.15,1197.74,0,923.76,1030.13,0
2,124064,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,8232,0,1460,0,2074.88,0,367.99,1706.88,0
2,124064,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,15000,0,No,,,,,0,,0,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,3300,0,0,0,831.77,0,831.77
2,124065,0,01,Trabajo principal,Actividades agrícolas,Sí,,6000,0,Sí,3500,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,0,3225,0,3060,0,812.86,0,771.27,41.59,0
2,124065,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,5000,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,1440,960,0,2200,362.95,241.97,0,554.51,50.41,0
2,124067,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,9000,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
2,124085,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,1100,Mayo,,,2,0,2,0,,,2,0,2,0,,,Ninguno,No,No,0,112,0,3730,0,28.23,0,940.15,0,911.92
2,124087,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,7,4,3,6,4,2,1,0,1,0,,,Ninguno,No,No,678,1932,0,4600,170.89,486.96,0,1159.43,0,501.58
2,124089,0,01,Trabajo secundario,Actividades agrícolas,Sí,,1500,0,No,,,,,1100,Junio,,,3,2,1,0,,,3,2,1,0,,,Ninguno,No,No,100,160,0,950,25.21,40.33,0,239.45,0,173.91
2,124097,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,4000,Julio,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,49000,0,0,15000,12350.45,0,0,3780.75,8569.700000000001,0
2,124097,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,78000,117000,No,,,,,0,,0,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,109200,0,65000,86000,27523.86,0,16383.25,21676.3,22230.81,0
2,125002,0,01,Trabajo principal,Actividades agrícolas,Sí,,2500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,556,0,3020,0,139.38,0,757.05,0,617.68
2,125017,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,2700,0,395,0,676.84,0,99.02,577.8200000000001,0
2,125033,0,01,Trabajo principal,Actividades agrícolas,Sí,,9000,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,19550,0,0,16040,4900.79,0,0,4020.91,879.89,0
2,125034,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,400,30,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,199620,9000,0,1260,50040.74,2256.12,0,315.86,51981,0
2,125036,0,01,Trabajo principal,Actividades agrícolas,Sí,,1500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,4500,0,2030,0,1128.06,0,508.88,619.18,0
2,125043,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,1700,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,600,0,0,300,150.41,0,0,75.2,75.2,0
2,125044,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,1740,Mayo,,,4,4,0,4,4,0,0,,,0,,,Ninguno,No,No,350,1863,0,1900,87.74,467.02,0,476.29,78.45999999999999,0
2,125045,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,1740,Julio,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,1606,0,2495,0,402.59,0,625.4500000000001,0,222.85
2,125045,1,01,Trabajo principal,Actividades agrícolas,Sí,,900,0,No,,,,,0,,,,4,4,0,4,4,0,0,,,0,,,Ninguno,No,No,0,22838,0,2400,0,5725.03,0,601.63,5123.4,0
2,125047,0,01,Trabajo principal,Actividades agrícolas,Sí,,12000,0,No,,,,,0,,,,7,7,0,6,6,0,0,,,1,1,0,Ninguno,No,No,6590,850,1344,5650,1651.98,213.08,336.91,1416.34,785.63,0
2,125047,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,400,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,700,940,0,50,175.48,235.64,0,12.53,398.58,0
2,125048,0,01,Trabajo secundario,Actividades agrícolas,Sí,,10700,0,No,,,,,0,,,,2,0,2,0,,,2,0,2,0,,,Ninguno,No,No,500,1594,0,2720,125.34,399.58,0,681.85,0,156.93
2,125048,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,550,360,No,,,,,0,,0,,2,0,2,0,,,2,0,2,0,,,Ninguno,No,No,0,960,850,0,0,240.65,213.08,0,453.73,0
2,125049,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,8,8,0,7,7,0,1,1,0,0,,,Ninguno,No,No,500,3600,0,4400,125.34,902.4500000000001,0,1102.99,0,75.2
2,125049,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,Sí,8900,8000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,198,954,0,500,49.63,239.15,0,125.34,163.44,0
2,125050,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,1000,No,,,,,1130,Junio,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,5280,2088,5638,0,1323.59,523.42,1413.33,433.68,0
2,125051,0,01,Trabajo principal,Actividades agrícolas,Sí,,9000,0,No,,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,0,3060,0,2520,0,767.08,0,631.71,135.37,0
2,125053,0,01,Trabajo principal,Actividades de recolección,Sí,No,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
2,125054,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,4860,0,1750,0,1218.3,0,438.69,779.61,0
2,125054,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,40000,0,No,,,,,0,,0,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,9000,3000,0,1000,2256.12,752.04,0,250.68,2757.48,0
2,125055,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,7900,0,825,0,1980.37,0,206.81,1773.56,0
2,125056,0,01,Trabajo secundario,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,5,5,0,5,5,0,0,,,0,,,Ninguno,No,No,0,0,0,1460,0,0,0,365.99,0,365.99
2,125057,0,01,Trabajo secundario,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,3,3,0,2,2,0,1,1,0,0,,,Ninguno,No,No,2660,700,100,1910,666.81,175.48,25.07,478.8,388.55,0
2,125059,0,01,Trabajo principal,Actividades agrícolas,Sí,,3600,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,6300,0,1170,0,1579.28,0,293.3,1285.99,0
2,125059,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,5400,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,450,1080,0,1085,112.81,270.73,0,271.99,111.55,0
2,125060,0,01,Trabajo secundario,Actividades agrícolas,Sí,,2100,0,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,11610,0,1270,0,2910.39,0,318.36,2592.03,0
2,125061,0,01,Trabajo secundario,Actividades agrícolas,Sí,,2440,0,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,11120,0,1320,0,2787.56,0,330.9,2456.66,0
2,125062,0,01,Trabajo secundario,Actividades agrícolas,Sí,,1500,1200,No,,,,,0,,,,3,3,0,0,,,0,,,3,3,0,Ninguno,No,No,5760,9376,2886,5166,1443.92,2350.38,723.46,1295.01,3222.74,0
2,125063,0,01,Trabajo secundario,Actividades agrícolas,Sí,,2200,0,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,3250,0,1100,0,814.71,0,275.75,538.96,0
2,125079,0,02,Trabajo secundario,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,2,0,2,0,,,2,0,2,0,,,Ninguno,No,No,0,9220,0,2700,0,2311.27,0,676.84,1634.43,0
2,125079,0,02,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,2500,60000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
2,125080,0,02,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,7,7,0,5,5,0,2,2,0,0,,,Ninguno,No,No,0,7685,0,3500,0,1926.48,0,877.38,1049.1,0
2,125080,0,02,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,220,450,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,145,0,0,0,36.35,0,0,36.35,0
2,125081,0,03,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,5,4,1,4,4,0,1,0,1,0,,,Ninguno,No,No,4950,4310,0,3200,1240.87,1080.43,0,802.18,1519.12,0
2,125081,0,03,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,4300,14000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,16800,0,0,2400,4211.42,0,0,601.63,3609.79,0
2,125082,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,3,3,0,1,1,0,2,2,0,0,,,Ninguno,No,No,0,5050,0,2300,0,1265.93,0,576.56,689.37,0
2,125085,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,15250,2835,0,5000,3822.87,710.68,0,1253.4,3280.15,0
2,125086,0,02,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,2400,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,12720,5550,0,5500,3188.65,1391.27,0,1378.74,3201.18,0
2,125087,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,2400,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,20000,5110,0,6800,5013.6,1280.97,0,1704.62,4589.95,0
2,125092,0,01,Trabajo secundario,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,2400,0,790,0,601.63,0,198.04,403.59,0
2,125095,0,01,Trabajo principal,Actividades agrícolas,Sí,,2800,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,2842,0,680,0,712.43,0,170.46,541.97,0
2,125097,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,3200,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,3464,0,1160,0,868.36,0,290.79,577.5700000000001,0
2,125100,0,01,Trabajo principal,Actividades agrícolas,Sí,,2400,50,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,520,0,1900,0,130.35,0,476.29,0,345.94
2,125102,0,01,Trabajo principal,Actividades agrícolas,Sí,,4500,0,No,,,,,0,,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,9900,1900,800,1150,2481.73,476.29,200.54,288.28,2870.29,0
2,126023,0,01,Trabajo secundario,Actividades agrícolas,Sí,,6000,0,No,,,,,1060,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,960,4075,0,2000,240.65,1021.52,0,501.36,760.81,0
2,126023,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,6500,15500,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,250,0,0,0,62.67,0,62.67
2,126027,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,1100,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,0,2256,0,4480,0,565.53,0,1123.05,0,557.51
2,126027,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,400,400,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,250,0,0,0,62.67,0,62.67
2,126037,0,01,Trabajo secundario,Actividades de pesca,Sí,No,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,180,1130,0,26,45.12,283.27,0,6.52,321.87,0
2,126051,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,No,,,,,1000,Junio,,,2,0,2,0,,,2,0,2,0,,,Ninguno,No,No,0,600,0,300,0,150.41,0,75.2,75.2,0
2,126055,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,3,2,1,2,2,0,1,0,1,0,,,Ninguno,No,No,6750,1315,0,2340,1692.09,329.64,0,586.59,1435.14,0
2,126067,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,8800,No,,,,,2000,Junio,,,3,3,0,1,1,0,0,,,2,2,0,Ninguno,No,No,0,1680,0,775,0,421.14,0,194.28,226.87,0
2,126069,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,3000,No,,,,,0,,,,3,2,1,2,2,0,1,0,1,0,,,Ninguno,No,No,1600,3150,1500,2710,401.09,789.64,376.02,679.34,887.41,0
2,126072,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,4,2,2,0,,,4,2,2,0,,,Ninguno,No,No,0,1972,0,2690,0,494.34,0,674.33,0,179.99
2,126073,0,01,Trabajo principal,Actividades agrícolas,Sí,,3200,300,No,,,,,0,,,,9,9,0,9,9,0,0,,,0,,,Ninguno,No,No,0,2000,400,3480,0,501.36,100.27,872.37,0,270.73
2,126074,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,28,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,600,760,80,2560,150.41,190.52,20.05,641.74,0,280.76
2,126075,0,01,Trabajo principal,Actividades agrícolas,Sí,,2500,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,2000,0,1150,0,501.36,0,288.28,213.08,0
2,126081,0,01,Trabajo principal,Actividades agrícolas,Sí,,12500,4000,No,,,,,7000,Junio,,,3,3,0,0,,,3,3,0,0,,,Ninguno,No,No,0,36000,0,4000,0,9024.48,0,1002.72,8021.76,0
2,126083,0,01,Trabajo principal,Actividades agrícolas,Sí,,17500,0,No,,,,,4400,Junio,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,10000,37000,0,5200,2506.8,9275.16,0,1303.54,10478.42,0
2,126085,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,16200,0,2500,0,4061.02,0,626.7000000000001,3434.32,0
2,126086,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,3000,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,32000,0,4500,0,8021.76,0,1128.06,6893.7,0
2,126086,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,100000,180000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,7200,0,0,0,1804.9,0,1804.9
2,126087,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,10000,0,5270,0,2506.8,0,1321.08,1185.72,0
2,126088,0,01,Trabajo principal,Actividades agrícolas,Sí,,12500,2000,No,,,,,4600,Junio,,,3,1,2,0,,,3,1,2,0,,,Ninguno,No,No,0,42000,0,5000,0,10528.56,0,1253.4,9275.16,0
2,126099,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,2000,656,0,955,501.36,164.45,0,239.4,426.41,0
2,126100,0,01,Trabajo secundario,Actividades agrícolas,Sí,,1000,0,No,,,,,0,,,,2,2,0,1,1,0,1,1,0,0,,,Ninguno,No,No,15,1264,0,621,3.76,316.86,0,155.67,164.95,0
2,126101,0,01,Trabajo principal,Actividades agrícolas,Sí,,1800,0,Sí,,,,1140,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,1400,980,0,465,350.95,245.67,0,116.57,480.05,0
2,126102,0,01,Trabajo principal,Actividades agrícolas,Sí,,1500,0,No,,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,4000,2040,0,975,1002.72,511.39,0,244.41,1269.69,0
2,126103,0,01,Trabajo principal,Actividades agrícolas,Sí,,1800,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,1000,1400,0,1071,250.68,350.95,0,268.48,333.15,0
2,126104,0,01,Trabajo secundario,Actividades agrícolas,Sí,,4200,320,No,,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,0,3784,0,2320,0,948.5700000000001,0,581.58,367,0
2,126105,0,01,Trabajo secundario,Actividades agrícolas,Sí,,14400,1104,No,,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,1800,11304,0,3150,451.22,2833.69,0,789.64,2495.27,0
2,126106,0,01,Trabajo secundario,Actividades agrícolas,Sí,,4800,240,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,4464,0,990,0,1119.04,0,248.17,870.86,0
2,126107,0,01,Trabajo secundario,Actividades agrícolas,Sí,,2500,544,No,,,,,0,,,,,,,,,,,,,,,,Ninguno,No,No,0,5200,0,1060,0,1303.54,0,265.72,1037.82,0
2,127032,0,02,Trabajo principal,Actividades agrícolas,Sí,,600,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,1196,0,950,0,299.81,0,238.15,61.67,0
2,127032,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,225,1600,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
2,127035,0,02,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,2,2,0,0,,,0,,,2,2,0,Ninguno,No,No,0,2200,0,4050,0,551.5,0,1015.25,0,463.76
2,127035,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,3000,170,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
2,127047,0,01,Trabajo principal,Actividades agrícolas,Sí,,7000,1500,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,1200,2625,0,2600,300.82,658.04,0,651.77,307.08,0
2,127048,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,370,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,2500,3950,400,2245,626.7000000000001,990.1900000000001,100.27,562.78,1154.38,0
2,127050,0,01,Trabajo principal,Actividades agrícolas,Sí,,6000,1000,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,4379,0,2650,0,1097.73,0,664.3,433.43,0
2,127051,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,900,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,6400,3600,1800,4800,1604.35,902.4500000000001,451.22,1203.26,1754.76,0
2,127052,0,01,Trabajo secundario,Actividades agrícolas,Sí,,0,4000,No,,,,,0,,,,5,5,0,5,5,0,0,,,0,,,Ninguno,No,No,0,6375,0,1500,0,1598.09,0,376.02,1222.07,0
2,127053,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,2710,No,,,,,0,,,,3,3,0,2,2,0,1,1,0,0,,,Ninguno,No,No,4100,5370,0,4125,1027.79,1346.15,0,1034.06,1339.88,0
2,127054,0,01,Trabajo principal,Actividades agrícolas,Sí,,15000,8000,No,,,,,0,,,,6,6,0,5,5,0,1,1,0,0,,,Ninguno,No,No,3000,11455,4500,8050,752.04,2871.54,1128.06,2017.97,2733.67,0
2,127055,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,1710,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,4535,0,2225,0,1136.83,0,557.76,579.0700000000001,0
