proyecto,folioviv,foliohog,numren,numtrab,tipoact,cose_cria,prep_deriv,valproc,valrema,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,procampo,mesproc,progan,mesprogan,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,com_fis,reg_cont,reg_not,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
1,107120,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,3750,1000,1100,16100,940.05,250.68,275.75,4035.95,0,2569.47
1,107129,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,1500,No,,,,,8000,Julio,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,9000,600,0,2300,2256.12,150.41,0,576.56,1829.96,0
1,107134,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,100000,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,2800,0,0,18700,701.9,0,0,4687.72,0,3985.81
1,108081,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,0,No,,,,,2000,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,1800,0,6400,0,453.69,0,1613.12,0,1159.43
1,108081,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,2500,35000,No,,,,,0,,0,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,1750,3150,0,3000,441.09,793.96,0,756.15,478.9,0
1,108082,0,01,Trabajo secundario,Actividades agrícolas,Sí,,0,0,No,,,,,2000,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,14200,0,0,0,3579.11,0,3579.11
1,108082,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,5000,120000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,100,0,0,3600,25.21,0,0,907.38,0,882.18
1,108084,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,0,No,,,,,5000,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,1500,0,0,5300,378.08,0,0,1335.87,0,957.79
1,108084,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,10000,65000,No,,,,,0,,0,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,260,0,0,5400,65.53,0,0,1361.07,0,1295.54
1,108085,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,0,No,,,,,1000,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,4800,0,0,0,1209.84,0,1209.84
1,108085,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,15000,45000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,5600,0,0,0,1411.48,0,1411.48
1,108089,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,5000,Mayo,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,0,0,0,9400,0,0,0,2369.27,0,2369.27
1,108090,0,01,Trabajo secundario,Actividades agrícolas,Sí,,0,0,No,,,,,3600,Mayo,,,2,2,0,1,1,0,1,1,0,0,,,Ninguno,No,No,0,4500,0,19000,0,1134.23,0,4788.95,0,3654.73
1,108090,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,5000,60000,No,,,,,0,,0,,2,2,0,1,1,0,1,1,0,0,,,Ninguno,No,No,480,0,0,9600,120.98,0,0,2419.68,0,2298.7
1,108096,0,01,Trabajo principal,Actividades agrícolas,Sí,,0,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,21900,0,0,0,5519.9,0,5519.9
1,108096,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,10000,25000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,650,0,0,150,163.83,0,0,37.81,126.03,0
1,108103,0,01,Trabajo principal,Actividades agrícolas,Sí,,40000,2000,No,,,,,25000,Junio,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,147000,0,0,38000,37051.35,0,0,9577.9,27473.45,0
1,108104,0,01,Trabajo principal,Actividades agrícolas,Sí,,80000,2000,No,,,,,50000,Septiembre,,,4,4,0,3,3,0,1,1,0,0,,,Ninguno,No,No,48000,0,0,21800,12098.4,0,0,5494.69,6603.71,0
1,108105,0,01,Trabajo principal,Actividades agrícolas,Sí,,150000,0,No,,,,,60000,Mayo,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,100000,0,0,81500,25205,0,0,20542.08,4662.93,0
1,108105,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,80000,10000,No,,,,,0,,0,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,10000,0,0,8000,2520.5,0,0,2016.4,504.1,0
1,108120,0,01,Trabajo principal,Actividades agrícolas,Sí,,40000,5000,No,,,,,20000,Agosto,,,0,,,,,,,,,,,,Ninguno,No,No,83000,0,0,78600,20920.15,0,0,19811.13,1109.02,0
1,108121,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,10000,5000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,1440,420,0,11500,362.95,105.86,0,2898.58,0,2429.76
1,108126,0,01,Trabajo principal,Actividades agrícolas,Sí,,18000,0,No,,,,,8000,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,7500,300,6000,1000,1890.38,75.62000000000001,1512.3,252.05,3226.24,0
1,108128,0,01,Trabajo principal,Actividades agrícolas,Sí,,22000,0,No,,,,,12000,Mayo,,,6,6,0,6,6,0,0,,,0,,,Ninguno,No,No,0,0,0,22180,0,0,0,5590.47,0,5590.47
1,108128,0,01,Trabajo secundario,Actividades de cría y explotación de animales,Sí,No,30000,10000,No,,,,,0,,0,,1,1,0,0,,,0,,,1,1,0,Ninguno,No,No,60000,4000,40000,25900,15123,1008.2,10082,6528.1,19685.11,0
1,108131,0,01,Trabajo principal,Actividades agrícolas,Sí,,18000,0,No,,,,,15000,Abril,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,18300,0,0,0,4612.52,0,4612.52
1,108133,0,01,Trabajo principal,Actividades agrícolas,Sí,,25000,0,No,,,,,5000,Abril,,,1,1,0,1,1,0,0,,,0,,,Ninguno,No,No,0,0,0,16400,0,0,0,4133.62,0,4133.62
1,108135,0,01,Trabajo principal,Actividades agrícolas,Sí,,18000,0,No,,,,,6000,Abril,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,0,0,7400,0,0,0,1865.17,0,1865.17
1,108137,0,01,Trabajo secundario,Actividades agrícolas,Sí,,50000,0,No,,,,,9630,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,23630,0,0,0,5955.94,0,5955.94
1,109102,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,No,,,,,0,,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,6900,0,0,4880,1739.15,0,0,1230,509.14,0
1,109106,0,01,Trabajo principal,Actividades agrícolas,Sí,,12000,0,No,,,,,5100,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,5050,0,0,0,1272.85,0,1272.85
1,109114,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,2000,Mayo,,,8,8,0,8,8,0,0,,,0,,,Ninguno,No,No,5400,2900,520,2750,1361.07,730.9500000000001,131.07,693.14,1529.94,0
1,109123,0,01,Trabajo principal,Actividades agrícolas,Sí,,1700,300,No,,,,,2000,Mayo,,,4,2,2,0,,,2,1,1,2,1,1,Ninguno,No,No,1632,993,0,1750,411.35,250.29,0,441.09,220.54,0
1,109136,0,02,Trabajo secundario,Actividades agrícolas,Sí,,7000,1200,No,,,,,3400,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,896,7604,0,5010,225.84,1916.59,0,1262.77,879.65,0
1,109136,0,02,Trabajo secundario,Actividades de cría y explotación de animales,Sí,Sí,5700,20000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,40,640,0,4830,10.08,161.31,0,1217.4,0,1046.01
1,109142,0,01,Trabajo principal,Actividades agrícolas,Sí,,20000,0,No,,,,,6000,Mayo,,,8,8,0,8,8,0,0,,,0,,,Ninguno,No,No,15000,0,9000,27550,3780.75,0,2268.45,6943.98,0,894.78
1,109156,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,5800,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,1000,980,0,3600,252.05,247.01,0,907.38,0,408.32
1,121036,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,Sí,0,0,0,4000,4600,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1215,0,0,0,302.75,0,302.75
1,121046,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,Sí,350,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,1250,0,0,0,311.48,0,311.48
1,121050,0,01,Trabajo principal,Actividades agrícolas,Sí,,1500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,780,0,0,0,194.36,0,194.36
1,121063,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,0,0,2700,0,0,0,672.79,0,672.79
1,121067,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,710,0,0,0,176.92,0,176.92
1,121071,0,01,Trabajo principal,Actividades agrícolas,Sí,,30000,0,No,,,,,0,,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,6000,24,0,5780,1495.08,5.98,0,1440.26,60.8,0
1,121072,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,3,3,0,0,,,3,3,0,0,,,Ninguno,No,No,0,0,0,530,0,0,0,132.07,0,132.07
1,121073,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1510,0,0,0,376.26,0,376.26
1,121074,0,01,Trabajo principal,Actividades agrícolas,Sí,,30000,0,No,,,,,0,,,,10,10,0,10,10,0,0,,,0,,,Ninguno,No,No,0,0,0,3500,0,0,0,872.13,0,872.13
1,121075,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,0,0,0,2550,0,0,0,635.41,0,635.41
1,121076,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,3,3,0,0,,,3,3,0,0,,,Ninguno,No,No,0,0,0,1480,0,0,0,368.79,0,368.79
1,121077,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,600,0,0,0,149.51,0,149.51
1,121078,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,4,4,0,4,4,0,0,,,0,,,Ninguno,No,No,0,600,0,3410,0,149.51,0,849.7000000000001,0,700.2000000000001
1,121079,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,35,0,0,0,8.720000000000001,0,8.720000000000001
1,121086,0,01,Trabajo principal,Actividades agrícolas,Sí,,6500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,4034,0,0,0,1005.19,0,1005.19
1,121093,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2100,0,0,0,523.28,0,523.28
1,122042,0,01,Trabajo principal,Actividades agrícolas,Sí,,7000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2670,0,0,0,672.97,0,672.97
1,122043,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1900,0,0,0,478.9,0,478.9
1,122044,0,01,Trabajo principal,Actividades agrícolas,Sí,,6000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2800,0,0,0,705.74,0,705.74
1,122046,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1200,0,0,0,302.46,0,302.46
1,122047,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,950,0,0,0,239.45,0,239.45
1,122048,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,950,0,0,0,239.45,0,239.45
1,122050,0,01,Trabajo principal,Actividades agrícolas,Sí,,3600,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1890,0,0,0,476.37,0,476.37
1,122051,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,2,0,2,2,0,2,0,,,0,,,Ninguno,No,No,0,0,0,2050,0,0,0,516.7000000000001,0,516.7000000000001
1,122053,0,04,Trabajo principal,Actividades agrícolas,Sí,,6000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,4000,0,0,0,1008.2,0,1008.2
1,122054,0,01,Trabajo secundario,Actividades agrícolas,Sí,,7000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,4950,0,0,0,1247.65,0,1247.65
1,122056,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,420,0,0,0,105.86,0,105.86
1,122057,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,700,Agosto,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,2700,0,0,0,680.54,0,680.54
1,122059,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2850,0,0,0,718.34,0,718.34
1,122124,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,0,0,2660,0,0,0,670.4500000000001,0,670.4500000000001
1,122129,0,01,Trabajo principal,Actividades agrícolas,Sí,,6000,0,No,,,,,0,,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,0,0,4260,0,0,0,1073.73,0,1073.73
1,122132,0,03,Trabajo principal,Actividades agrícolas,Sí,,17000,0,No,,,,,3000,Mayo,,,4,4,0,0,,,0,,,4,4,0,Ninguno,No,No,0,0,0,20810,0,0,0,5245.16,0,5245.16
1,122135,0,01,Trabajo principal,Actividades agrícolas,Sí,,9600,0,No,,,,,0,,,,3,3,0,0,,,0,,,3,3,0,Ninguno,No,No,0,0,0,10810,0,0,0,2724.66,0,2724.66
1,122138,0,02,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,0,0,0,3560,0,0,0,897.3,0,897.3
1,123041,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,1400,Mayo,,,2,1,1,0,,,2,1,1,0,,,Ninguno,No,No,0,0,0,2220,0,0,0,559.55,0,559.55
1,123041,1,01,Trabajo principal,Actividades agrícolas,Sí,,6000,0,No,,,,,0,,,,2,0,2,0,,,0,,,2,0,2,Ninguno,No,No,0,0,0,700,0,0,0,176.44,0,176.44
1,123042,0,01,Trabajo principal,Actividades agrícolas,Sí,,15000,0,No,,,,,2340,Junio,,,4,1,3,0,,,4,1,3,0,,,Ninguno,No,No,0,0,0,1570,0,0,0,395.72,0,395.72
1,123043,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,2,1,1,1,1,0,1,0,1,0,,,Ninguno,No,No,0,0,0,4060,0,0,0,1023.32,0,1023.32
1,123046,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2400,0,0,0,604.92,0,604.92
1,123047,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1000,0,0,0,252.05,0,252.05
1,123048,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,960,0,0,0,241.97,0,241.97
1,123049,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,670,0,0,0,168.87,0,168.87
1,123050,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,1780,0,0,0,448.65,0,448.65
1,123051,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,4,4,0,0,,,4,4,0,0,,,Ninguno,No,No,0,0,0,875,0,0,0,220.54,0,220.54
1,123056,0,01,Trabajo principal,Actividades agrícolas,Sí,,15000,0,No,,,,,0,,,,15,15,0,15,15,0,0,,,0,,,Ninguno,No,No,0,0,0,2300,0,0,0,579.72,0,579.72
1,123058,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,2300,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1320,0,0,0,332.71,0,332.71
1,123061,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,4,4,0,4,4,0,0,,,0,,,Ninguno,No,No,0,0,0,2240,0,0,0,564.59,0,564.59
1,123065,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,9600,9600,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,3200,0,0,10300,806.56,0,0,2596.12,0,1789.56
1,123071,0,01,Trabajo principal,Actividades de pesca,Sí,Sí,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,40,3000,0,400,10.08,756.15,0,100.82,665.41,0
1,123077,0,01,Trabajo principal,Actividades de pesca,Sí,No,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,180,180,0,0,45.37,45.37,0,0,90.74,0
1,124043,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
1,124044,0,01,Trabajo principal,Actividades agrícolas,Sí,,6000,0,No,,,,,0,,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,0,0,0,1500,0,0,0,378.08,0,378.08
1,124046,0,01,Trabajo principal,Actividades agrícolas,Sí,,7000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,700,0,0,0,176.44,0,176.44
1,124052,0,02,Trabajo principal,Actividades agrícolas,Sí,,15000,0,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,0,0,13900,0,0,0,3503.5,0,3503.5
1,124053,0,01,Trabajo secundario,Actividades agrícolas,Sí,,8000,0,No,,,,,0,,,,2,2,0,0,,,0,,,2,2,0,Ninguno,No,No,0,0,0,4100,0,0,0,1033.41,0,1033.41
1,124054,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,0,,,,1,1,0,0,,,0,,,1,1,0,Ninguno,No,No,0,0,0,2650,0,0,0,667.93,0,667.93
1,124055,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
1,124057,0,01,Trabajo principal,Actividades agrícolas,Sí,,7000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1400,0,0,0,352.87,0,352.87
1,124084,0,01,Trabajo principal,Actividades agrícolas,Sí,,15000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,4400,0,0,0,1109.02,0,1109.02
1,124084,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,30000,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,16500,0,0,19800,4158.83,0,0,4990.59,0,831.77
1,124086,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,3223,0,0,0,812.36,0,812.36
1,124087,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,1200,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,3000,0,0,0,756.15,0,756.15
1,124087,0,01,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,15000,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2600,0,0,0,655.33,0,655.33
1,124090,0,03,Trabajo principal,Actividades agrícolas,Sí,,9000,0,No,,,,,0,,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,0,0,800,0,0,0,201.64,0,201.64
1,124092,0,04,Trabajo principal,Actividades agrícolas,Sí,,7000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2080,0,0,0,524.26,0,524.26
1,124095,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,2,2,0,0,,,2,2,0,0,,,Ninguno,No,No,0,0,0,3340,0,0,0,841.85,0,841.85
1,124098,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2860,0,0,0,720.86,0,720.86
1,124099,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,1,1,0,0,,,0,,,1,1,0,Ninguno,No,No,0,0,0,850,0,0,0,214.24,0,214.24
1,125048,0,03,Trabajo principal,Actividades agrícolas,Sí,,4000,,No,,,,,0,,,,2,2,0,2,2,0,0,,,0,,,Ninguno,No,No,0,0,0,1670,0,0,0,418.64,0,418.64
1,125051,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,4,3,1,0,,,0,,,4,3,1,Ninguno,No,No,0,0,0,1150,0,0,0,288.28,0,288.28
1,125084,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,1,1,0,0,,,1,1,0,0,,,Ninguno,No,No,0,0,0,4540,0,0,0,1138.09,0,1138.09
1,125088,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2755,0,0,0,690.62,0,690.62
1,125095,0,01,Trabajo principal,Actividades agrícolas,Sí,,15000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,2500,0,0,0,626.7000000000001,0,626.7000000000001
1,125097,0,01,Trabajo principal,Actividades agrícolas,Sí,,4000,0,No,,,,,0,,,,4,2,2,0,,,4,2,2,0,,,Ninguno,No,No,0,0,0,3070,0,0,0,769.59,0,769.59
1,126041,0,01,Trabajo principal,Actividades agrícolas,Sí,,3000,0,No,,,,,1000,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1490,0,0,0,373.51,0,373.51
1,126046,0,01,Trabajo principal,Actividades agrícolas,Sí,,3500,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,920,0,0,0,230.63,0,230.63
1,126061,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,0,0,0,0,0,0,0
1,126063,0,01,Trabajo principal,Actividades agrícolas,Sí,,2500,0,No,,,,,1000,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1015,0,0,0,254.44,0,254.44
1,126066,0,01,Trabajo principal,Actividades agrícolas,Sí,,8000,0,No,,,,,3000,Junio,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,1428,0,0,0,357.97,0,357.97
1,126069,0,01,Trabajo principal,Actividades agrícolas,Sí,,7000,0,No,,,,,870,Mayo,,,0,,,,,,,,,,,,Ninguno,No,No,28000,0,0,1040,7019.04,0,0,260.71,6758.33,0
1,126082,0,01,Trabajo principal,Actividades agrícolas,Sí,,5000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,3660,0,0,0,917.49,0,917.49
1,126087,0,01,Trabajo principal,Actividades agrícolas,Sí,,20000,0,No,,,,,0,,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,120000,150,15000,12150,30081.6,37.6,3760.2,3045.76,30833.64,0
1,126088,0,01,Trabajo principal,Actividades agrícolas,Sí,,500000,150000,No,,,,,0,,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,63000,220,0,38000,15792.84,55.15,0,9525.84,6322.15,0
1,126093,0,01,Trabajo secundario,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,4,4,0,0,,,4,4,0,0,,,Ninguno,No,No,0,0,0,400,0,0,0,100.27,0,100.27
1,126097,0,01,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,1,0,1,0,,,1,0,1,0,,,Ninguno,No,No,0,0,0,600,0,0,0,150.41,0,150.41
1,126100,0,01,Trabajo principal,Actividades agrícolas,Sí,,1000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,370,0,0,0,92.75,0,92.75
1,126103,0,01,Trabajo principal,Actividades agrícolas,Sí,,30000,0,No,,,,,0,,,,3,3,0,3,3,0,0,,,0,,,Ninguno,No,No,30000,0,0,4500,7520.4,0,0,1128.06,6392.34,0
1,126109,0,01,Trabajo principal,Actividades agrícolas,Sí,,12000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,3240,0,0,0,812.2000000000001,0,812.2000000000001
1,126110,0,01,Trabajo principal,Actividades agrícolas,Sí,,19000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,11700,0,0,0,2932.96,0,2932.96
1,127051,0,01,Trabajo principal,Actividades de pesca,Sí,No,0,0,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,9000,500,0,4000,2256.12,125.34,0,1002.72,1378.74,0
1,127052,0,01,Trabajo principal,Actividades agrícolas,Sí,,2000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,520,0,0,0,130.35,0,130.35
1,127059,0,02,Trabajo principal,Actividades de cría y explotación de animales,Sí,No,10000,50000,No,,,,,0,,0,,0,,,,,,,,,,,,Ninguno,No,No,8400,0,0,37000,2105.71,0,0,9275.16,0,7169.45
1,127097,0,04,Trabajo principal,Actividades agrícolas,Sí,,10000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,8000,0,0,0,2005.44,0,2005.44
1,127099,0,01,Trabajo principal,Actividades agrícolas,Sí,,11000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,6800,0,0,0,1704.62,0,1704.62
1,127104,0,02,Trabajo principal,Actividades agrícolas,Sí,,40000,0,No,,,,,0,,,,0,,,,,,,,,,,,Ninguno,No,No,0,0,0,12000,0,0,0,3008.16,0,3008.16
