geo_mun_s,cohort,eng_exp,hrs_exp
13047,1997,0,0
13047,1998,0,0
13047,1999,0,0
13047,2000,0,0
13047,2001,0,0
13047,2002,0,0
13048,1997,.17039464,.83612984
13048,1998,.16113169,.7482506
13048,1999,.19076137,.7632187
13048,2000,.2396659,.78691381
13048,2001,.28046668,.77888793
13048,2002,.34257641,.83238679
13049,1997,0,0
13049,1998,0,0
13049,1999,0,0
13049,2000,0,0
13049,2001,0,0
13049,2002,0,0
13050,1997,.21743281,.71277815
13050,1998,.23220505,.74731272
13050,1999,.21322693,.72848445
13050,2000,.22467858,.73264861
13050,2001,.26502034,.74778473
13050,2002,.27903011,.77917737
13051,1997,.13572133,.24261874
13051,1998,.14262177,.31301507
13051,1999,.14311159,.3471716
13051,2000,.13919488,.32415444
13051,2001,.14192271,.34047389
13051,2002,.15693678,.37046626
13052,1997,0,0
13052,1998,0,0
13052,1999,0,0
13052,2000,0,0
13052,2001,0,0
13052,2002,0,0
13053,1997,0,0
13053,1998,0,0
13053,1999,.044692736,.081249997
13053,2000,.073661961,.13570622
13053,2001,.10825316,.19078165
13053,2002,.14355029,.24699394
13054,1997,.054212276,.041772101
13054,1998,.0606566,.042096905
13054,1999,.070450827,.047971986
13054,2000,.081610762,.064329252
13054,2001,.1050622,.097212248
13054,2002,.12333512,.10314535
13055,1997,.059331175,.059331175
13055,1998,.04449838,.04449838
13055,1999,.035598703,.035598703
13055,2000,.029665587,.029665587
13055,2001,.045406807,.031914331
13055,2002,.015741222,.0022487461
13056,1997,.15750536,.24472225
13056,1998,.14361656,.24417487
13056,1999,.13401946,.24306643
13056,2000,.12758452,.24290356
13056,2001,.11136904,.23187953
13056,2002,.10175916,.21246716
13057,1997,.11004712,.10544795
13057,1998,.10058786,.10616474
13057,1999,.09452948,.10602058
13057,2000,.090037011,.10524414
13057,2001,.085691534,.10544333
13057,2002,.08439678,.10535098
13058,1997,.01806155,.027092326
13058,1998,.018767446,.028151169
13058,1999,.038365204,.045334809
13058,2000,.035042454,.04033855
13058,2001,.034918413,.038119297
13058,2002,.035420112,.036644056
13059,1997,.025324484,.019740537
13059,1998,.056547243,.057477817
13059,1999,.075484574,.072432369
13059,2000,.087352484,.08421009
13059,2001,.107903,.1056972
13059,2002,.1284928,.13033865
13060,1997,0,0
13060,1998,0,0
13060,1999,0,0
13060,2000,0,0
13060,2001,0,0
13060,2002,0,0
13061,1997,.38336912,.52772272
13061,1998,.39252532,.53528672
13061,1999,.41878217,.67648393
13061,2000,.44467843,.78817666
13061,2001,.46997178,.93550736
13061,2002,.507043,1.0504228
13062,1997,.017046949,.034093898
13062,1998,.012785211,.025570422
13062,1999,.014363416,.028726833
13062,2000,.015808284,.031616569
13062,2001,.017302699,.034605399
13062,2002,.018377384,.040883355
13063,1997,.054821722,.21856166
13063,1998,.051427156,.21972474
13063,1999,.056643244,.2197535
13063,2000,.060091503,.22126511
13063,2001,.066709578,.23772942
13063,2002,.069174945,.22462445
13064,1997,0,0
13064,1998,0,0
13064,1999,0,0
13064,2000,0,0
13064,2001,.048953298,.004079442
13064,2002,.048953298,.004079442
13065,1997,0,0
13065,1998,0,0
13065,1999,0,0
13065,2000,.024283439,.024283439
13065,2001,.024283439,.024283439
13065,2002,.024283439,.024283439
13066,1997,.13981175,.32777363
13066,1998,.13802984,.35142973
13066,1999,.1371232,.39737159
13066,2000,.13438946,.39090273
13066,2001,.1584326,.45322099
13066,2002,.15314756,.46297801
13067,1997,.21022728,.15034017
13067,1998,.22007591,.14940628
13067,1999,.23573948,.18837063
13067,2000,.24841586,.21568431
13067,2001,.29173636,.26876339
13067,2002,.3305631,.30197543
13068,1997,0,0
13068,1998,0,0
13068,1999,0,0
13068,2000,0,0
13068,2001,0,0
13068,2002,0,0
13069,1997,.074464031,.087952189
13069,1998,.076102138,.097997859
13069,1999,.10937718,.19128563
13069,2000,.14303294,.24873212
13069,2001,.17960596,.32713753
13069,2002,.22554389,.43399137
13070,1997,.075430773,.1448492
13070,1998,.077892751,.1556831
13070,1999,.10859596,.17224471
13070,2000,.14027624,.22523119
13070,2001,.17517228,.27434179
13070,2002,.2195833,.30088422
13071,1997,0,0
13071,1998,0,0
13071,1999,0,0
13071,2000,0,0
13071,2001,0,0
13071,2002,0,0
13072,1997,0,0
13072,1998,.09884306,.09884306
13072,1999,.15878902,.15878902
13072,2000,.19667892,.19667892
13072,2001,.25585258,.25585258
13072,2002,.31577146,.31577146
13073,1997,0,0
13073,1998,0,0
13073,1999,0,0
13073,2000,0,0
13073,2001,0,0
13073,2002,0,0
13074,1997,.045884579,.14140071
13074,1998,.046591677,.15365641
13074,1999,.046791911,.15962389
13074,2000,.086326227,.2012431
13074,2001,.093256615,.22054529
13074,2002,.18419042,.32659289
13075,1997,.044458583,.10721696
13075,1998,.045568455,.10681309
13075,1999,.043895431,.10137948
13075,2000,.040783923,.087717056
13075,2001,.037611332,.080185145
13075,2002,.034578823,.063126214
13076,1997,.29853103,.44009343
13076,1998,.31211579,.46716434
13076,1999,.35359329,.56709933
13076,2000,.36551085,.72009742
13076,2001,.40343362,.85020185
13076,2002,.42405021,.97178948
13077,1997,.20365401,.73531973
13077,1998,.20962441,.7363714
13077,1999,.22782846,.74840152
13077,2000,.25506359,.79734343
13077,2001,.28355864,.86222255
13077,2002,.3121669,.92136407
13078,1997,0,0
13078,1998,0,0
13078,1999,0,0
13078,2000,0,0
13078,2001,0,0
13078,2002,0,0
13079,1997,0,0
13079,1998,0,0
13079,1999,0,0
13079,2000,0,0
13079,2001,0,0
13079,2002,0,0
13080,1997,0,0
13080,1998,0,0
13080,1999,0,0
13080,2000,0,0
13080,2001,0,0
13080,2002,0,0
13081,1997,0,0
13081,1998,0,0
13081,1999,0,0
13081,2000,0,0
13081,2001,0,0
13081,2002,0,0
13082,1997,.10278632,.12330727
13082,1998,.14569491,.17844516
13082,1999,.16943362,.2063053
13082,2000,.14671543,.18296255
13082,2001,.14688209,.17090505
13082,2002,.16908129,.20716554
13083,1997,0,0
13083,1998,0,0
13083,1999,0,0
13083,2000,.035393056,.09428405
13083,2001,.092410602,.2135549
13083,2002,.11254911,.26093963
13084,1997,0,0
13084,1998,0,0
13084,1999,.028412122,.071030304
13084,2000,.060503732,.12983002
13084,2001,.11118243,.25236112
13084,2002,.18108542,.35421887
14001,1997,0,0
14001,1998,0,0
14001,1999,0,0
14001,2000,0,0
14001,2001,0,0
14001,2002,0,0
14002,1997,.06708055,.06708055
14002,1998,.065656111,.065656111
14002,1999,.063406065,.063406065
14002,2000,.06216358,.06216358
14002,2001,.058697365,.051678918
14002,2002,.056559578,.049541127
14003,1997,.080355026,.089207068
14003,1998,.078135744,.084774777
14003,1999,.076799341,.082110561
14003,2000,.075879373,.070405453
14003,2001,.073449545,.067975625
14003,2002,.071756847,.05662154
14004,1997,0,0
14004,1998,0,0
14004,1999,0,0
14004,2000,0,0
14004,2001,0,0
14004,2002,0,0
14005,1997,.27933273,.27933273
14005,1998,.27878091,.27878091
14005,1999,.27889064,.27889064
14005,2000,.27988863,.24757288
14005,2001,.28009483,.25886437
14005,2002,.24353164,.23270249
14006,1997,.089152351,.089152351
14006,1998,.10660005,.084758043
14006,1999,.1083139,.096195281
14006,2000,.1104384,.088688567
14006,2001,.10938391,.083646938
14006,2002,.11034685,.080397964
14007,1997,0,0
14007,1998,0,0
14007,1999,0,0
14007,2000,0,0
14007,2001,0,0
14007,2002,0,0
14008,1997,.091799855,.14923099
14008,1998,.093999475,.14976838
14008,1999,.094995059,.1474846
14008,2000,.09495531,.139213
14008,2001,.099585578,.13600481
14008,2002,.098091885,.13075182
14009,1997,0,0
14009,1998,.010651896,.024854423
14009,1999,.015182632,.026544655
14009,2000,.012652193,.022120545
14009,2001,.012652193,.022120545
14009,2002,.012652193,.022120545
14010,1997,0,0
14010,1998,.036549706,.036549706
14010,1999,.053361323,.033260025
14010,2000,.04446777,.027716687
14010,2001,.04446777,.027716687
14010,2002,.04446777,.027716687
14011,1997,0,0
14011,1998,0,0
14011,1999,0,0
14011,2000,0,0
14011,2001,0,0
14011,2002,0,0
14012,1997,0,0
14012,1998,0,0
14012,1999,0,0
14012,2000,0,0
14012,2001,0,0
14012,2002,0,0
14013,1997,.0314091,.0314091
14013,1998,.030167624,.027334424
14013,1999,.03222343,.02995687
14013,2000,.033643603,.034710035
14013,2001,.031988733,.029863572
14013,2002,.029754682,.027629523
14014,1997,0,0
14014,1998,0,0
14014,1999,0,0
14014,2000,0,0
14014,2001,0,0
14014,2002,0,0
14015,1997,.048449025,.082678869
14015,1998,.051562019,.09083458
14015,1999,.053486709,.094104432
14015,2000,.055637263,.090069845
14015,2001,.059374627,.087887011
14015,2002,.062861979,.082234159
14016,1997,.047411092,.034797993
14016,1998,.048372634,.033593658
14016,1999,.044043656,.032220479
14016,2000,.044202253,.031648617
14016,2001,.04556907,.029024931
14016,2002,.042643957,.027003892
14017,1997,.028715312,.038162839
14017,1998,.033055786,.034381781
14017,1999,.026444629,.027505424
14017,2000,.030518955,.029989323
14017,2001,.034588486,.026497824
14017,2002,.046333451,.028455319
14018,1997,.050882977,.076378748
14018,1998,.05022002,.078378327
14018,1999,.042063627,.064590275
14018,2000,.036673069,.055445272
14018,2001,.029687047,.04845925
14018,2002,.023017369,.035025716
14019,1997,0,0
14019,1998,0,0
14019,1999,0,0
14019,2000,0,0
14019,2001,0,0
14019,2002,0,0
14020,1997,0,0
14020,1998,0,0
14020,1999,0,0
14020,2000,0,0
14020,2001,0,0
14020,2002,0,0
14021,1997,0,0
14021,1998,0,0
14021,1999,0,0
14021,2000,0,0
14021,2001,0,0
14021,2002,0,0
14022,1997,.028676186,.029486459
14022,1998,.027423762,.03240066
14022,1999,.026883159,.035454802
14022,2000,.025902115,.030712163
14022,2001,.024813641,.029127246
14022,2002,.024570074,.028883679
14023,1997,.070648275,.16016643
14023,1998,.071574725,.14495896
14023,1999,.079576537,.15574685
14023,2000,.078543328,.15348901
14023,2001,.084701382,.17213137
14023,2002,.09674681,.19039799
14024,1997,.012632437,.012632437
14024,1998,.02489087,.022000268
14024,1999,.050901901,.04858942
14024,2000,.042418249,.040491182
14024,2001,.042418249,.040491182
14024,2002,.046613198,.044686127
14025,1997,.046137359,.078245535
14025,1998,.043305211,.061584882
14025,1999,.041163072,.062305715
14025,2000,.039855681,.063027672
14025,2001,.036800824,.056917958
14025,2002,.034755871,.052828051
14026,1997,0,0
14026,1998,0,0
14026,1999,0,0
14026,2000,0,0
14026,2001,0,0
14026,2002,0,0
14027,1997,0,0
14027,1998,0,0
14027,1999,0,0
14027,2000,0,0
14027,2001,0,0
14027,2002,0,0
14028,1997,0,0
14028,1998,0,0
14028,1999,0,0
14028,2000,0,0
14028,2001,0,0
14028,2002,0,0
14029,1997,0,0
14029,1998,0,0
14029,1999,0,0
14029,2000,0,0
14029,2001,0,0
14029,2002,0,0
14030,1997,.10251128,.23319148
14030,1998,.12971096,.26397237
14030,1999,.13800892,.27984628
14030,2000,.15082398,.3163327
14030,2001,.1673398,.35933056
14030,2002,.18544587,.39868125
14031,1997,0,0
14031,1998,0,0
14031,1999,0,0
14031,2000,0,0
14031,2001,0,0
14031,2002,0,0
14032,1997,0,0
14032,1998,0,0
14032,1999,0,0
14032,2000,0,0
14032,2001,0,0
14032,2002,0,0
14033,1997,0,0
14033,1998,0,0
14033,1999,0,0
14033,2000,0,0
14033,2001,0,0
14033,2002,0,0
14034,1997,0,0
14034,1998,0,0
14034,1999,0,0
14034,2000,0,0
14034,2001,0,0
14034,2002,0,0
14035,1997,.096100189,.11861981
14035,1998,.099162757,.12560849
14035,1999,.099572301,.13496251
14035,2000,.099679999,.14053382
14035,2001,.10098526,.14850549
14035,2002,.10366025,.15870051
14036,1997,.047335822,.015778609
14036,1998,.045660339,.015220113
14036,1999,.043775827,.014591943
14036,2000,.041904323,.01306403
14036,2001,.039206844,.01216487
14036,2002,.035749182,.011012318
14037,1997,.011501954,.057509769
14037,1998,.017772807,.088864036
14037,1999,.021967571,.10983786
14037,2000,.025199383,.12599692
14037,2001,.032601651,.16300826
14037,2002,.040201139,.2010057
14038,1997,0,0
14038,1998,0,0
14038,1999,0,0
14038,2000,0,0
14038,2001,.029661017,.0049435031
14038,2002,.029661017,.0049435031
14039,1997,.1509435,.39411584
14039,1998,.1521136,.39554679
14039,1999,.16204125,.41776374
14039,2000,.17245363,.42164341
14039,2001,.18334234,.43358198
14039,2002,.19453205,.43859124
14040,1997,0,0
14040,1998,0,0
14040,1999,0,0
14040,2000,0,0
14040,2001,0,0
14040,2002,0,0
14041,1997,0,0
14041,1998,0,0
14041,1999,0,0
14041,2000,0,0
14041,2001,0,0
14041,2002,0,0
14042,1997,0,0
14042,1998,0,0
14042,1999,0,0
14042,2000,0,0
14042,2001,0,0
14042,2002,0,0
14043,1997,.02824147,.02824147
14043,1998,.021181103,.021181103
14043,1999,.016944882,.016944882
14043,2000,.014120735,.014120735
14043,2001,.014120735,.014120735
14043,2002,.014120735,.014120735
14044,1997,0,0
14044,1998,0,0
14044,1999,0,0
14044,2000,0,0
14044,2001,0,0
14044,2002,0,0
14045,1997,0,0
14045,1998,0,0
14045,1999,0,0
14045,2000,0,0
14045,2001,0,0
14045,2002,0,0
14046,1997,.14420079,.52394176
14046,1998,.14330769,.52930516
14046,1999,.14188184,.52985632
14046,2000,.14003515,.50694776
14046,2001,.13444495,.50500876
14046,2002,.12702186,.46093521
14047,1997,.046658922,.034336962
14047,1998,.034994192,.025752719
14047,1999,.035123523,.021790205
14047,2000,.033617429,.018883141
14047,2001,.029547354,.011179484
14047,2002,.026385697,.0065697427
14048,1997,0,0
14048,1998,0,0
14048,1999,0,0
14048,2000,.0072595277,.0072595277
14048,2001,.014562606,.014562606
14048,2002,.021489903,.021489903
14049,1997,0,0
14049,1998,0,0
14049,1999,0,0
14049,2000,0,0
14049,2001,0,0
14049,2002,0,0
14050,1997,.094651677,.07102523
14050,1998,.091225058,.07134752
14050,1999,.088076264,.067921855
14050,2000,.086293064,.06476184
14050,2001,.082562871,.054145388
14050,2002,.079310074,.051849008
14051,1997,0,0
14051,1998,.013896242,.013896242
14051,1999,.011116994,.011116994
14051,2000,.0092641609,.0092641609
14051,2001,.0092641609,.0092641609
14051,2002,.0092641609,.0092641609
14052,1997,0,0
14052,1998,0,0
14052,1999,0,0
14052,2000,0,0
14052,2001,0,0
14052,2002,0,0
14053,1997,.054499179,.17048368
14053,1998,.054640505,.17808323
14053,1999,.054597944,.17089047
14053,2000,.056325745,.17070517
14053,2001,.05702468,.17338768
14053,2002,.060419235,.18385378
14054,1997,0,0
14054,1998,0,0
14054,1999,0,0
14054,2000,0,0
14054,2001,0,0
14054,2002,0,0
14055,1997,0,0
14055,1998,0,0
14055,1999,0,0
14055,2000,0,0
14055,2001,0,0
14055,2002,0,0
14056,1997,0,0
14056,1998,0,0
14056,1999,0,0
14056,2000,0,0
14056,2001,0,0
14056,2002,0,0
14057,1997,0,0
14057,1998,0,0
14057,1999,0,0
14057,2000,0,0
14057,2001,0,0
14057,2002,0,0
14058,1997,.044141881,.049625415
14058,1998,.044768218,.046937235
14058,1999,.046037842,.047773056
14058,2000,.047785595,.041381001
14058,2001,.049846571,.044632223
14058,2002,.050458409,.046448253
14059,1997,0,0
14059,1998,0,0
14059,1999,0,0
14059,2000,0,0
14059,2001,0,0
14059,2002,0,0
14060,1997,0,0
14060,1998,0,0
14060,1999,0,0
14060,2000,0,0
14060,2001,0,0
14060,2002,0,0
14061,1997,0,0
14061,1998,0,0
14061,1999,0,0
14061,2000,0,0
14061,2001,0,0
14061,2002,0,0
14062,1997,0,0
14062,1998,0,0
14062,1999,0,0
14062,2000,0,0
14062,2001,0,0
14062,2002,0,0
14063,1997,.091042735,.21595651
14063,1998,.092680529,.21718055
14063,1999,.094335422,.21806572
14063,2000,.092895679,.2090991
14063,2001,.097607501,.20351721
14063,2002,.099855483,.19964547
14064,1997,.032361854,.03698498
14064,1998,.036445856,.041652411
14064,1999,.038434155,.051876865
14064,2000,.040310256,.055653412
14064,2001,.04847946,.063822612
14064,2002,.048401389,.065250665
14065,1997,0,0
14065,1998,0,0
14065,1999,0,0
14065,2000,0,0
14065,2001,0,0
14065,2002,0,0
14066,1997,.011813428,.011813428
14066,1998,.011391967,.012235932
14066,1999,.0091135735,.0097887451
14066,2000,.0075946446,.0081572877
14066,2001,.0051234365,.0056860796
14066,2002,.0034054534,.0039680968
14067,1997,.11587611,.35749626
14067,1998,.12866232,.37305164
14067,1999,.14591339,.40723506
14067,2000,.15759294,.43042061
14067,2001,.17841181,.46386224
14067,2002,.18953562,.4809432
14068,1997,.037497275,.018748637
14068,1998,.028122956,.014061478
14068,1999,.022498365,.011249183
14068,2000,.018748637,.0093743186
14068,2001,0,0
14068,2002,0,0
14069,1997,0,0
14069,1998,0,0
14069,1999,0,0
14069,2000,.0024319065,.00040531778
14069,2001,.0024319065,.00040531778
14069,2002,.0024319065,.00040531778
14070,1997,.040719435,.087824203
14070,1998,.040904973,.094322838
14070,1999,.040671714,.094343469
14070,2000,.041255698,.09594699
14070,2001,.042428434,.092795357
14070,2002,.042363636,.085762709
14071,1997,0,0
14071,1998,0,0
14071,1999,0,0
14071,2000,0,0
14071,2001,0,0
14071,2002,0,0
14072,1997,.098138086,.098138086
14072,1998,.10770562,.10770562
14072,1999,.086164504,.086164504
14072,2000,.071803749,.071803749
14072,2001,.048414979,.048414979
14072,2002,.048414979,.048414979
14073,1997,.13743374,.23397799
14073,1998,.13754383,.23303424
14073,1999,.13642366,.23568477
14073,2000,.13559633,.25516626
14073,2001,.13451628,.29572541
14073,2002,.13273579,.33648875
14074,1997,.050510306,.10102061
14074,1998,.058618255,.11723651
14074,1999,.062254772,.12450954
14074,2000,.064274199,.1285484
14074,2001,.051597662,.10319532
14074,2002,.039019044,.078038089
14075,1997,.12307692,.12307692
14075,1998,.092307694,.092307694
14075,1999,.073846154,.073846154
14075,2000,.061538462,.061538462
14075,2001,0,0
14075,2002,0,0
14076,1997,0,0
14076,1998,0,0
14076,1999,0,0
14076,2000,0,0
14076,2001,0,0
14076,2002,0,0
14077,1997,0,0
14077,1998,0,0
14077,1999,0,0
14077,2000,0,0
14077,2001,0,0
14077,2002,.003638536,.0030321132
14078,1997,.042710338,.091281995
14078,1998,.059962533,.12188907
14078,1999,.066739812,.14097576
14078,2000,.0705055,.13604832
14078,2001,.081356332,.15608135
14078,2002,.09333238,.17145061
14079,1997,0,0
14079,1998,0,0
14079,1999,0,0
14079,2000,0,0
14079,2001,0,0
14079,2002,0,0
14080,1997,0,0
14080,1998,0,0
14080,1999,0,0
14080,2000,0,0
14080,2001,0,0
14080,2002,0,0
14081,1997,0,0
14081,1998,0,0
14081,1999,0,0
14081,2000,0,0
14081,2001,0,0
14081,2002,0,0
14082,1997,.082826845,.082826845
14082,1998,.080793492,.080793492
14082,1999,.079105541,.079105541
14082,2000,.07792069,.07792069
14082,2001,.075259119,.075259119
14082,2002,.07301157,.080172285
14083,1997,0,0
14083,1998,.0081370575,.0081370575
14083,1999,.0065096458,.0065096458
14083,2000,.012150812,.012150812
14083,2001,.018884616,.018884616
14083,2002,.025389858,.025389858
14084,1997,0,0
14084,1998,0,0
14084,1999,0,0
14084,2000,0,0
14084,2001,0,0
14084,2002,0,0
14085,1997,.029941553,.059883106
14085,1998,.030025225,.06005045
14085,1999,.030083429,.060166858
14085,2000,.031025751,.062051501
14085,2001,.032014847,.064029694
14085,2002,.033939846,.074643634
14086,1997,.011567164,.0019278607
14086,1998,.016977957,.0028296593
14086,1999,.01995316,.0033255266
14086,2000,.022113161,.0036855268
14086,2001,.027572829,.0055054165
14086,2002,.032966193,.0064043105
14087,1997,0,0
14087,1998,0,0
14087,1999,.012632696,.012632696
14087,2000,.021512095,.021512095
14087,2001,.031552255,.031552255
14087,2002,.042281423,.042281423
14088,1997,0,0
14088,1998,0,0
14088,1999,0,0
14088,2000,0,0
14088,2001,0,0
14088,2002,0,0
14089,1997,0,0
14089,1998,0,0
14089,1999,0,0
14089,2000,0,0
14089,2001,0,0
14089,2002,0,0
14090,1997,0,0
14090,1998,0,0
14090,1999,0,0
14090,2000,0,0
14090,2001,0,0
14090,2002,0,0
14091,1997,.056502532,.078515455
14091,1998,.053372789,.069882482
14091,1999,.050859351,.056926124
14091,2000,.048381381,.053437024
14091,2001,.044000279,.051840726
14091,2002,.039233658,.03235361
14092,1997,0,0
14092,1998,0,0
14092,1999,0,0
14092,2000,0,0
14092,2001,0,0
14092,2002,0,0
14093,1997,.12509674,.1999352
14093,1998,.12305768,.19747636
14093,1999,.12266655,.19676764
14093,2000,.1198885,.18964602
14093,2001,.11250626,.17728779
14093,2002,.10648252,.1668331
14094,1997,.047320165,.047320165
14094,1998,.047455937,.059421748
14094,1999,.046713229,.048412245
14094,2000,.046119414,.041062713
14094,2001,.045969248,.034307215
14094,2002,.044778105,.026874736
14095,1997,.065137617,.065137617
14095,1998,.048853211,.048853211
14095,1999,.039082568,.039082568
14095,2000,.032568809,.032568809
14095,2001,.032568809,.032568809
14095,2002,0,0
14096,1997,0,0
14096,1998,0,0
14096,1999,0,0
14096,2000,0,0
14096,2001,0,0
14096,2002,0,0
14097,1997,.025832618,.038471803
14097,1998,.028504152,.043410171
14097,1999,.030295204,.050819699
14097,2000,.028814672,.04595555
14097,2001,.03041607,.048647877
14097,2002,.032050181,.050804839
14098,1997,.026566703,.078518614
14098,1998,.0342003,.087217472
14098,1999,.044902895,.10267981
14098,2000,.054480087,.12265792
14098,2001,.069354996,.14617047
14098,2002,.085108742,.1714634
14099,1997,0,0
14099,1998,0,0
14099,1999,0,0
14099,2000,0,0
14099,2001,0,0
14099,2002,0,0
14100,1997,0,0
14100,1998,0,0
14100,1999,0,0
14100,2000,0,0
14100,2001,0,0
14100,2002,0,0
14101,1997,.052827336,.086800672
14101,1998,.054721173,.099869922
14101,1999,.055962287,.10951041
14101,2000,.057273604,.12229233
14101,2001,.061526131,.12106711
14101,2002,.060008198,.12822868
14102,1997,0,0
14102,1998,0,0
14102,1999,0,0
14102,2000,0,0
14102,2001,0,0
14102,2002,0,0
14103,1997,0,0
14103,1998,0,0
14103,1999,0,0
14103,2000,0,0
14103,2001,0,0
14103,2002,0,0
14104,1997,0,0
14104,1998,0,0
14104,1999,0,0
14104,2000,0,0
14104,2001,0,0
14104,2002,0,0
14105,1997,0,0
14105,1998,0,0
14105,1999,0,0
14105,2000,0,0
14105,2001,0,0
14105,2002,0,0
14106,1997,0,0
14106,1998,0,0
14106,1999,0,0
14106,2000,0,0
14106,2001,0,0
14106,2002,0,0
14107,1997,0,0
14107,1998,0,0
14107,1999,0,0
14107,2000,0,0
14107,2001,0,0
14107,2002,0,0
14108,1997,.023064116,.023064116
14108,1998,.026098838,.026098838
14108,1999,.027718639,.022018999
14108,2000,.028961323,.041798998
14108,2001,.034704436,.04754211
14108,2002,.034660786,.0428067
14109,1997,0,0
14109,1998,0,0
14109,1999,0,0
14109,2000,0,0
14109,2001,0,0
14109,2002,0,0
14110,1997,.019995606,.019995606
14110,1998,.028545091,.026287027
14110,1999,.034173653,.0323672
14110,2000,.038182683,.028590107
14110,2001,.038182683,.028590107
14110,2002,.048121069,.048466872
14111,1997,0,0
14111,1998,.01953125,.016276041
14111,1999,.028648255,.017361918
14111,2000,.032235384,.015861904
14111,2001,.042615332,.017591896
14111,2002,.052662611,.019266443
14112,1997,0,0
14112,1998,0,0
14112,1999,0,0
14112,2000,0,0
14112,2001,0,0
14112,2002,0,0
14113,1997,0,0
14113,1998,0,0
14113,1999,0,0
14113,2000,0,0
14113,2001,0,0
14113,2002,0,0
14114,1997,.061588563,.061588563
14114,1998,.058747929,.050376926
14114,1999,.058347274,.062999398
14114,2000,.056129515,.067513078
14114,2001,.053802542,.073630974
14114,2002,.051332124,.064107098
14115,1997,0,0
14115,1998,0,0
14115,1999,0,0
14115,2000,0,0
14115,2001,0,0
14115,2002,0,0
14116,1997,.072575942,.16324323
14116,1998,.073045097,.16817452
14116,1999,.06410262,.14398386
14116,2000,.058646634,.12869951
14116,2001,.053499438,.10323364
14116,2002,.057783384,.10796697
14117,1997,0,0
14117,1998,0,0
14117,1999,0,0
14117,2000,0,0
14117,2001,0,0
14117,2002,0,0
14118,1997,0,0
14118,1998,0,0
14118,1999,0,0
14118,2000,0,0
14118,2001,0,0
14118,2002,0,0
14119,1997,.042301301,.037549943
14119,1998,.04206486,.036778197
14119,1999,.041029178,.035570297
14119,2000,.039995752,.035446689
14119,2001,.038521364,.033972301
14119,2002,.036332257,.03178319
14120,1997,.16629063,.5191865
14120,1998,.1723215,.50136441
14120,1999,.18410701,.52724737
14120,2000,.19582312,.52955472
14120,2001,.20923169,.54484266
14120,2002,.22069728,.55175567
14121,1997,.019099874,.038199749
14121,1998,.021341465,.063732609
14121,1999,.021899801,.071097039
14121,2000,.022246527,.075900421
14121,2001,.026626227,.076630369
14121,2002,.026021391,.088653482
14122,1997,0,0
14122,1998,0,0
14122,1999,0,0
14122,2000,0,0
14122,2001,0,0
14122,2002,0,0
14123,1997,0,0
14123,1998,0,0
14123,1999,0,0
14123,2000,0,0
14123,2001,0,0
14123,2002,0,0
14124,1997,.037319835,.050729059
14124,1998,.037301958,.049355518
14124,1999,.037028491,.050608754
14124,2000,.036734175,.042855754
14124,2001,.038504422,.035009954
14124,2002,.038259398,.031296913
14125,1997,0,0
14125,1998,.018671969,.018671969
14125,1999,.014003977,.014003977
14125,2000,.022916991,.034630802
14125,2001,.027615763,.037377272
14125,2002,.035504255,.03869202
15001,1997,0,0
15001,1998,0,0
15001,1999,.0027400288,.00045667146
15001,2000,.0022833573,.00038055956
15001,2001,.011046511,.014072988
15001,2002,.01989991,.027906425
15002,1997,.035031296,.13834149
15002,1998,.035993569,.14695062
15002,1999,.03682116,.13115728
15002,2000,.037349842,.14538756
15002,2001,.038440622,.13914402
15002,2002,.040125888,.12022169
15003,1997,0,0
15003,1998,0,0
15003,1999,0,0
15003,2000,0,0
15003,2001,.0072847349,.015176531
15003,2002,.014190671,.029563896
15004,1997,.0029228113,.00048713523
15004,1998,.0021921084,.00036535141
15004,1999,.0017536867,.00029228113
15004,2000,.0014614057,.00024356761
15004,2001,0,0
15004,2002,0,0
15005,1997,.0021590358,.0038713096
15005,1998,.0038001433,.0040484369
15005,1999,.0077289012,.0095195277
15005,2000,.0094858082,.015372842
15005,2001,.01213637,.022540154
15005,2002,.014949358,.030034604
15006,1997,0,0
15006,1998,0,0
15006,1999,0,0
15006,2000,0,0
15006,2001,0,0
15006,2002,0,0
15007,1997,0,0
15007,1998,0,0
15007,1999,0,0
15007,2000,0,0
15007,2001,.012039128,.033233006
15007,2002,.017540293,.05615453
15008,1997,0,0
15008,1998,0,0
15008,1999,0,0
15008,2000,0,0
15008,2001,0,0
15008,2002,0,0
15009,1997,.068630271,.2414785
15009,1998,.067556567,.23250213
15009,1999,.072175182,.24213108
15009,2000,.075663619,.24204515
15009,2001,.084072933,.26695958
15009,2002,.089120768,.27781102
15010,1997,.069224782,.12192541
15010,1998,.06941925,.13256253
15010,1999,.069839969,.13361667
15010,2000,.070171207,.13237092
15010,2001,.062717326,.11559451
15010,2002,.054465711,.11280823
15011,1997,.038754862,.034337528
15011,1998,.030612271,.030391525
15011,1999,.035979036,.035356775
15011,2000,.030745182,.031243501
15011,2001,.015499483,.022317005
15011,2002,.014636146,.01797949
15012,1997,0,0
15012,1998,0,0
15012,1999,0,0
15012,2000,0,0
15012,2001,0,0
15012,2002,.027282728,.051155116
15013,1997,.18078564,.47047162
15013,1998,.18124019,.46981218
15013,1999,.17555444,.44477773
15013,2000,.172401,.43065166
15013,2001,.17375541,.4273361
15013,2002,.17230755,.42889369
