proyecto,folioviv,foliohog,numren,fecha_nac,selecc
1,1260860608,1,03,28071987,2
1,1260860608,1,01,23071959,2
1,1260860609,1,02,02021974,1
1,1260860609,1,01,26061976,2
1,1260860610,1,02,04061976,1
1,1260860610,1,01,08011935,2
1,1260860611,1,03,11111969,2
1,1260860611,1,01,13011962,2
1,1260860611,1,02,11111935,1
1,1260860612,1,03,31031990,2
1,1260860612,1,04,30111988,1
1,1260860612,1,02,10061962,2
1,1260860612,1,01,24061960,2
1,1260860613,1,02,12101985,1
1,1260860613,1,01,27091974,2
1,1260860613,2,01,17061935,1
1,1260860614,1,05,25061986,2
1,1260860614,1,01,28031966,2
1,1260860614,1,02,02061964,2
1,1260860614,1,03,26061986,2
1,1260860614,1,04,16121989,1
1,1260860615,1,01,23041953,2
1,1260860615,1,02,21101953,1
1,1260860616,1,01,10091932,1
1,1260860617,1,01,13041967,1
1,1260860617,1,03,28081995,2
1,1260860617,1,02,09051969,2
1,1260860617,2,01,26121992,1
1,1260860618,1,01,22111974,1
1,1260922701,1,02,25031994,2
1,1260922701,1,01,25021959,1
1,1260922704,1,01,19081960,2
1,1260922704,1,02,10011993,1
1,1260922708,1,04,27071992,2
1,1260922708,1,05,02071995,2
1,1260922708,1,03,04111984,2
1,1260922708,1,02,01121958,1
1,1260922708,1,01,01121980,2
1,1260922709,1,01,31011960,1
1,1260922709,1,03,26021995,2
1,1260922709,1,02,24071965,2
1,1260922710,1,02,16061984,1
1,1260922710,1,01,11101981,2
1,1260922711,1,01,20061937,2
1,1260922711,1,02,06111944,1
1,1260922712,1,02,25051975,1
1,1260922712,1,01,08061970,2
1,1260922713,1,02,04121978,1
1,1260922713,1,03,24091993,2
1,1260922713,1,04,19021995,2
1,1260922713,1,01,04071974,2
1,1260922714,1,02,29111988,1
1,1260922714,1,01,19041982,2
1,1260922715,1,01,14111946,1
1,1260922715,1,02,13081948,2
1,1260922715,1,03,20051975,2
1,1260922716,1,01,23111978,1
1,1260922716,1,02,23021981,2
1,1260922717,1,01,14071971,1
1,1260922718,1,02,08121935,1
1,1260922718,1,01,27091926,2
1,1260922719,1,01,06091964,1
1,1260922720,1,02,21021958,2
1,1260922720,1,01,13111962,1
1,1260922721,1,01,16031981,2
1,1260922721,1,02,10021985,1
1,1260991201,1,01,26081936,1
1,1260991201,1,02,30081937,2
1,1260991202,1,01,19071981,2
1,1260991202,1,02,27061976,1
1,1260991204,1,01,05061938,1
1,1260991205,1,02,28121972,1
1,1260991205,1,01,01051967,2
1,1260991206,1,03,02101980,1
1,1260991206,1,07,25101991,2
1,1260991206,1,01,07011939,2
1,1260991206,1,02,17061976,2
1,1260991207,1,01,25011962,2
1,1260991207,1,02,28101968,1
1,1260991207,1,03,22021991,2
1,1260991208,1,01,05051960,2
1,1260991208,1,02,12031969,1
1,1260991208,1,03,21081995,2
1,1260991209,1,03,16061996,2
1,1260991209,1,02,14071977,2
1,1260991209,1,01,10091975,1
1,1260991210,1,01,23121974,2
1,1260991210,1,02,06091983,1
1,1260991211,1,01,30111964,2
1,1260991211,1,09,01101988,1
1,1260991211,1,03,08051993,2
1,1260991211,1,02,29061970,2
1,1260991212,1,02,13031977,2
1,1260991212,1,01,12031941,1
1,1260991213,1,01,12081958,2
1,1260991213,1,02,12091935,1
1,1260991214,1,02,09071969,2
1,1260991214,1,01,28011969,2
1,1260991214,1,03,01121983,1
1,1260991215,1,04,22061981,2
1,1260991215,1,05,31011988,2
1,1260991215,1,03,21011985,2
1,1260991215,1,02,14011981,1
1,1260991215,1,01,16021948,2
1,1260991216,1,03,08071995,2
1,1260991216,1,02,13041960,2
1,1260991216,1,01,27101955,1
1,1260991217,1,05,99999999,2
1,1260991217,1,04,99999999,2
1,1260991217,1,03,27091972,1
1,1260991217,1,02,12121956,2
1,1260991217,1,01,14061918,2
1,1260991218,1,01,27031975,2
1,1260991218,1,02,16031982,1
1,1260991219,1,02,06081968,2
1,1260991219,1,01,13021966,1
1,1260991219,1,03,06041965,2
1,1260991220,1,01,30011947,1
1,1260991220,1,02,17071934,2
1,1261024301,1,01,14061966,1
1,1261024302,1,01,17011967,1
1,1261024303,1,01,15061939,1
1,1261024304,1,01,22121965,1
1,1261024305,1,02,05121983,1
1,1261024305,1,01,28071954,2
1,1261024306,1,02,24111966,2
1,1261024306,1,01,22111988,1
1,1261024307,1,01,09101953,1
1,1261024308,1,02,12071979,1
1,1261024308,1,01,25081975,2
1,1261024310,1,02,02071973,2
1,1261024310,1,01,05051971,1
1,1261024311,1,03,19031995,2
1,1261024311,1,02,16011956,1
1,1261024311,1,01,23081963,2
1,1261024312,1,01,12031965,1
1,1261024313,1,01,07101944,2
1,1261024313,1,02,29091992,2
1,1261024313,1,03,28091996,1
1,1261024314,1,01,02081961,2
1,1261024314,1,02,19061971,1
1,1261024315,1,03,25071975,2
1,1261024315,1,02,31011955,2
1,1261024315,1,01,01121942,1
1,1261024317,1,02,07101959,2
1,1261024317,1,03,26011994,2
1,1261024317,1,01,07111954,1
1,1261024318,1,02,11021932,1
1,1261024318,1,03,24061991,2
1,1261024318,1,01,02061931,2
1,1261024319,1,01,15081977,2
1,1261024319,1,02,19111987,1
1,1261024320,1,01,30041946,1
1,1261071902,1,01,16031985,2
1,1261071902,1,02,07031987,1
1,1261071904,1,02,25071984,1
1,1261071904,1,01,17091984,2
1,1261071906,1,01,08071960,2
1,1261071906,1,02,24041982,1
1,1261071907,1,01,16031970,1
1,1261071907,1,02,31031981,2
1,1261071908,1,02,16071968,1
1,1261071908,1,01,01111967,2
1,1261071909,1,02,13101981,2
1,1261071909,1,01,03011980,1
1,1261071910,1,01,12121972,1
1,1261071911,1,01,17101975,1
1,1261071912,1,02,17051995,1
1,1261071912,1,01,08101955,2
1,1261071914,1,02,20111970,1
1,1261071914,1,01,05081980,2
1,1261071915,1,01,15051947,1
1,1261071917,1,01,18011942,1
1,1261071919,1,01,24101931,1
1,1261071920,1,03,03081995,1
1,1261071920,1,02,12091955,2
1,1261071920,1,01,29091953,2
1,1261071921,1,01,03021976,1
1,1261071921,1,02,22031982,2
1,1261083101,1,03,01021993,1
1,1261083101,1,04,15031996,2
1,1261083101,1,02,20101957,2
1,1261083101,1,01,25071956,2
1,1261083103,1,03,25051996,2
1,1261083103,1,02,10081969,2
1,1261083103,1,01,14011977,1
1,1261083104,1,03,13121994,1
1,1261083104,1,01,25071954,2
1,1261083104,1,02,20031964,2
1,1261083105,1,02,26011969,2
1,1261083105,1,01,30111945,1
1,1261083105,1,03,25061961,2
1,1261083106,1,02,14091977,2
1,1261083106,1,01,15011975,1
1,1261083107,1,02,04041985,1
1,1261083107,1,01,05041981,2
1,1261083108,1,01,23051949,1
1,1261083108,1,02,05101944,2
1,1261083110,1,01,05031968,1
1,1261083111,1,03,08071981,2
1,1261083111,1,01,02041947,1
1,1261083111,1,02,08101950,2
1,1261083112,1,05,01051995,2
1,1261083112,1,06,05051996,2
1,1261083112,1,04,23041989,2
1,1261083112,1,03,18061981,2
1,1261083112,1,02,10011961,1
1,1261083112,1,01,12011960,2
1,1261083113,1,02,01121962,1
1,1261083113,1,01,01121947,2
1,1261083114,1,01,03061951,1
1,1261083115,1,01,07081980,2
1,1261083115,1,02,27021979,1
1,1261083116,1,01,07111992,1
1,1261083116,1,02,18041991,2
1,1261083117,1,08,12011994,2
1,1261083117,1,01,15051980,2
1,1261083117,1,03,13071996,2
1,1261083117,1,02,07121971,1
1,1261083118,1,06,05111990,1
1,1261083118,1,01,16041973,2
1,1261083118,1,02,10101991,2
1,1261083119,1,01,15061989,2
1,1261083119,1,02,18041994,1
1,1261083120,1,01,03031960,2
1,1261083120,1,02,22021968,1
1,1261095801,1,01,23121957,1
1,1261095801,1,02,04021967,2
1,1261095801,1,03,04021993,2
1,1261095801,1,04,18021995,2
1,1261095802,1,02,24091937,2
1,1261095802,1,03,03091995,2
1,1261095802,1,01,06021936,1
1,1261095803,1,03,28031994,2
1,1261095803,1,01,23071974,2
1,1261095803,1,02,02021978,1
1,1261095804,1,02,05011980,2
1,1261095804,1,01,28121968,1
1,1261095805,1,02,29011985,2
1,1261095805,1,01,10111935,1
1,1261095806,1,02,11101997,2
1,1261095806,1,03,10121995,1
1,1261095806,1,01,20061972,2
1,1261095807,1,02,01031978,1
1,1261095807,1,03,21041995,2
1,1261095807,1,01,05091974,2
1,1261095809,1,01,21061980,1
1,1261095810,1,01,13121946,1
1,1261095811,1,01,15041976,1
1,1261095811,1,02,30101975,2
1,1261095812,1,01,19031952,1
1,1261095813,1,02,15061986,2
1,1261095813,1,01,08041960,1
1,1261095814,1,03,01081980,2
1,1261095814,1,02,02031959,2
1,1261095814,1,01,12011958,1
1,1261095815,1,01,24021969,1
1,1261095815,1,02,03101989,2
1,1261095816,1,02,19101985,2
1,1261095816,1,01,06041956,1
1,1261095817,1,01,12101967,2
1,1261095817,1,02,25071970,2
1,1261095817,1,03,02031996,1
1,1261095818,1,01,22081942,2
1,1261095818,1,02,14091985,2
1,1261095818,1,03,18111995,1
1,1261095819,1,01,22091977,2
1,1261095819,1,02,21041989,1
1,1261098401,1,01,23041974,2
1,1261098401,1,03,12041994,2
1,1261098401,1,02,10111974,1
1,1261098402,1,02,06081943,2
1,1261098402,1,01,06011948,1
1,1261098403,1,01,12071987,2
1,1261098403,1,02,24051994,1
1,1261098404,1,01,30081935,1
1,1261098405,1,01,28021921,1
1,1261098406,1,02,15091991,2
1,1261098406,1,01,30121984,1
1,1261098407,1,01,01051951,2
1,1261098407,1,02,13121976,1
1,1261098408,1,01,01121949,1
1,1261098408,1,02,26011955,2
1,1261098409,1,02,26081992,1
1,1261098409,1,01,29091943,2
1,1261098410,1,02,30081995,2
1,1261098410,1,01,27021974,1
1,1261098411,1,01,01121951,1
1,1261098412,1,03,23091993,2
1,1261098412,1,04,28081995,2
1,1261098412,1,02,10071977,2
1,1261098412,1,01,22011974,1
1,1261098413,1,01,13111941,1
1,1261098414,1,03,18101996,2
1,1261098414,1,01,24031961,2
1,1261098414,1,02,08011977,1
1,1261098415,1,01,08061941,2
1,1261098415,1,05,07061928,2
1,1261098415,1,03,09111995,1
1,1261098415,1,02,18101956,2
1,1261098416,1,02,28051974,1
1,1261098416,1,01,04101966,2
1,1261098417,1,01,26111928,1
1,1261098417,1,02,14101951,2
1,1261098418,1,03,28021993,2
1,1261098418,1,01,08101972,2
1,1261098418,1,02,18091977,2
1,1261098418,1,04,04111994,1
1,1261098419,1,01,15071935,2
1,1261098419,1,02,30031936,1
1,1261153501,1,01,21091971,1
1,1261153501,1,02,27111972,2
1,1261153501,1,03,13081995,2
1,1261153502,1,01,14101983,1
1,1261153503,1,01,14081953,2
1,1261153503,1,03,31071994,2
1,1261153503,1,02,02021963,1
1,1261153504,1,02,28011971,1
1,1261153504,1,01,09051961,2
1,1261153505,1,01,18071934,1
1,1261153506,1,03,02031993,2
1,1261153506,1,01,25121947,1
1,1261153506,1,02,10011952,2
1,1261153506,2,01,30081972,1
1,1261153506,3,01,29031987,1
1,1261153506,3,02,18081986,2
1,1261153508,1,01,28031982,2
1,1261153508,1,02,27021986,1
1,1261153509,1,02,09051990,2
1,1261153509,1,01,07121982,1
1,1261153510,1,02,15041982,1
1,1261153510,1,01,19041980,2
1,1261153511,1,02,28121949,2
1,1261153511,1,03,24121983,1
1,1261153511,1,04,09081996,2
1,1261153511,1,01,09081939,2
1,1261153512,1,01,22051985,2
1,1261153512,1,02,22091985,1
1,1261153513,1,01,27051933,1
1,1261153513,1,02,13071936,2
1,1261153514,1,02,12121978,1
1,1261153514,1,01,23071977,2
1,1261153515,1,01,29111991,2
1,1261153515,1,02,26111990,1
1,1261153516,1,01,11051989,2
1,1261153516,1,02,08081989,1
1,1261153517,1,02,17081968,2
1,1261153517,1,01,09041969,1
1,1261153518,1,02,22031990,1
1,1261153518,1,01,22031989,2
1,1261153519,1,01,02021940,1
1,1261153520,1,03,10061995,2
1,1261153520,1,02,07121969,1
1,1261153520,1,01,03021970,2
1,1261169601,1,02,19091974,2
1,1261169601,1,01,28021973,1
1,1261169602,1,01,21011957,1
1,1261169602,1,02,28061961,2
1,1261169602,2,01,11071989,1
1,1261169602,3,01,01091984,1
1,1261169603,1,01,09041991,1
1,1261169604,1,02,15051963,1
1,1261169604,1,01,17081962,2
1,1261169606,1,02,22071993,2
1,1261169606,1,01,27051950,1
1,1261169608,1,01,19081975,2
1,1261169608,1,02,07061976,2
1,1261169608,1,03,19011994,1
1,1261169609,1,02,21091961,1
1,1261169609,1,01,21111975,2
1,1261169610,1,02,03071960,2
1,1261169610,1,01,10061959,1
1,1261169611,1,02,09121961,1
1,1261169611,1,01,19061956,2
1,1261169612,1,01,10071950,2
1,1261169612,1,02,07111984,1
1,1261169614,1,01,30011989,1
1,1261169615,1,02,15011970,2
1,1261169615,1,01,28031967,2
1,1261169615,1,03,14121995,1
1,1261169616,1,02,16051973,1
1,1261169616,1,01,10081967,2
1,1261169617,1,02,21061976,2
1,1261169617,1,01,07021970,1
1,1261169618,1,02,03011963,1
1,1261169618,1,01,07031965,2
1,1261169619,1,02,19071961,2
1,1261169619,1,01,10051958,1
1,1261169620,1,02,10021994,1
1,1261169620,1,01,07071993,2
1,1261211301,1,01,19111953,1
1,1261211301,1,02,20071953,2
1,1261211301,1,03,10091990,2
1,1261211302,1,02,30061981,2
1,1261211302,1,01,14041954,1
1,1261211303,1,02,17081945,1
1,1261211303,1,01,11101944,2
1,1261211304,1,02,22071968,2
1,1261211304,1,03,15031988,1
1,1261211304,1,01,06081961,2
1,1261211305,1,03,06081979,2
1,1261211305,1,02,01021953,1
1,1261211305,1,01,24071946,2
1,1261211306,1,02,14111991,1
1,1261211306,1,01,19031990,2
1,1261211307,1,01,17121986,1
1,1261211307,1,02,23031985,2
1,1261211308,1,01,22011974,1
1,1261211308,1,02,05051977,2
1,1261211309,1,01,03081988,2
1,1261211309,1,02,24111986,1
1,1261211310,1,01,05031972,1
1,1261211310,1,02,10081984,2
1,1261211311,1,02,15081960,2
1,1261211311,1,01,06081941,2
1,1261211311,1,03,10011996,1
1,1261211312,1,01,16011965,1
1,1261211312,1,02,26081992,2
1,1261211313,1,03,30051996,2
1,1261211313,1,02,02041972,2
1,1261211313,1,01,21021960,1
1,1261211314,1,01,05041963,1
1,1261211316,1,01,29101975,1
1,1261211316,1,02,28061973,2
1,1261211317,1,03,28101994,2
1,1261211317,1,04,03121992,2
1,1261211317,1,01,04061969,2
1,1261211317,1,02,20101967,1
1,1261211318,1,02,09011986,1
1,1261211318,1,01,12071985,2
1,1261211319,1,02,31011977,2
1,1261211319,1,01,15011972,1
1,1261211320,1,01,17051937,2
1,1261211320,1,02,29081949,2
1,1261211320,1,03,05071975,2
1,1261211320,1,04,12041981,1
1,1261255201,1,01,30071975,2
1,1261255201,1,02,26021976,1
1,1261255202,1,04,08041992,2
1,1261255202,1,03,19021988,1
1,1261255202,1,02,10061953,2
1,1261255202,1,01,15051948,2
1,1261255203,1,01,09031977,1
1,1261255203,1,02,21031974,2
1,1261255205,1,01,25051945,1
1,1261255206,1,01,10051975,1
1,1261255208,1,01,15061939,2
1,1261255208,1,02,24121942,1
1,1261255209,1,02,18071989,1
1,1261255209,1,01,25071988,2
1,1261255210,1,01,11051953,1
1,1261255211,1,01,01101979,2
1,1261255211,1,02,21111977,1
1,1261255212,1,01,13011932,2
1,1261255212,1,02,20121939,1
1,1261255213,1,03,07021995,1
1,1261255213,1,04,21091994,2
1,1261255213,1,02,02071962,2
1,1261255213,1,01,22071960,2
1,1261255214,1,03,17071990,2
1,1261255214,1,01,14061962,2
1,1261255214,1,02,23121964,1
1,1261255215,1,04,25081924,2
1,1261255215,1,02,09071959,2
1,1261255215,1,01,29061957,1
1,1261255218,1,01,12111978,1
1,1261255218,1,02,11101990,2
1,1261255219,1,05,26111990,1
1,1261255219,1,03,19121985,2
1,1261255219,1,06,14031992,2
1,1261255219,1,04,19021989,2
1,1261255219,1,01,21061961,2
1,1261255219,1,02,02011960,2
1,1261255220,1,02,22071985,1
1,1261255220,1,01,30071981,2
1,1261255221,1,04,02051994,2
1,1261255221,1,02,13011963,2
1,1261255221,1,03,31121990,1
1,1261255221,1,01,29041957,2
1,1261297702,1,01,26021980,2
1,1261297702,1,02,10021972,1
1,1261297702,2,01,23051946,1
1,1261297703,1,02,14061937,1
1,1261297703,1,01,11081916,2
1,1261297704,1,01,08101965,2
1,1261297704,1,02,11021962,1
1,1261297705,1,01,29051971,2
1,1261297705,1,02,27101973,1
1,1261297706,1,03,11091969,2
1,1261297706,1,04,11091972,2
1,1261297706,1,05,23031960,2
1,1261297706,1,06,05031996,1
1,1261297706,1,01,04031936,2
1,1261297706,1,02,19091943,2
1,1261297707,1,01,07101932,2
1,1261297707,1,02,16051938,1
1,1261297708,1,01,04101959,2
1,1261297708,1,02,13011965,1
1,1261297709,1,02,14031990,1
1,1261297709,1,01,15091987,2
1,1261297710,1,02,11061993,2
1,1261297710,1,01,17051965,1
1,1261297711,1,01,07011937,1
1,1261297712,1,02,29051955,1
1,1261297712,1,01,25091951,2
1,1261297713,1,02,02021995,2
1,1261297713,1,01,24111959,1
1,1261297714,1,02,08091977,2
1,1261297714,1,06,11041928,2
1,1261297714,1,01,25081970,1
1,1261297715,1,01,27111941,1
1,1261297715,1,02,18011948,2
1,1261297716,1,02,12051992,2
1,1261297716,1,01,17041970,1
1,1261297717,1,02,14041946,1
1,1261297717,1,01,19051942,2
1,1261297718,1,01,08071953,1
1,1261297718,1,02,01081979,2
1,1261297719,1,02,30051992,2
1,1261297719,1,01,30101968,1
1,1261297721,1,01,19091942,2
1,1261297721,1,03,01091983,2
1,1261297721,1,02,03051985,1
1,1261348901,1,02,14081983,2
1,1261348901,1,01,08031960,1
1,1261348902,1,01,16041944,2
1,1261348902,1,02,16021950,1
1,1261348903,1,01,16011964,1
1,1261348903,1,02,16091965,2
1,1261348903,1,03,13031993,2
1,1261348905,1,01,26011962,2
1,1261348905,1,03,26061991,2
1,1261348905,1,02,24121970,1
1,1261348906,1,01,21061970,2
1,1261348906,1,02,21031972,1
1,1261348907,1,02,20061988,1
1,1261348907,1,01,15121992,2
1,1261348908,1,02,30101991,1
1,1261348908,1,01,02111988,2
1,1261348909,1,01,09061955,1
1,1261348910,1,02,13081976,2
1,1261348910,1,01,19021977,1
1,1261348910,1,03,01031996,2
1,1261348911,1,02,14071993,2
1,1261348911,1,01,20031991,2
1,1261348911,1,03,02021994,1
1,1261348912,1,01,14061967,1
1,1261348913,1,04,03011993,2
1,1261348913,1,03,03011993,2
1,1261348913,1,02,25051975,2
1,1261348913,1,01,21111972,1
1,1261348914,1,02,18091946,1
1,1261348914,1,01,03061947,2
1,1261348915,1,03,02081988,2
1,1261348915,1,01,24101975,2
1,1261348915,1,02,07031995,1
1,1261348916,1,02,22101939,2
1,1261348916,1,01,22061956,1
1,1261348917,1,03,29031990,2
1,1261348917,1,02,06011970,2
1,1261348917,1,01,23111968,1
1,1261348917,1,05,26111995,2
1,1261348917,1,04,05051991,2
1,1261348920,1,01,20011944,1
1,1261348921,1,02,15081939,1
1,1261348921,1,01,09111935,2
1,1261348922,1,01,22041975,2
1,1261348922,1,03,02031996,2
1,1261348922,1,02,05121974,1
1,1261411101,1,01,14071941,1
1,1261411102,1,01,05011956,1
1,1261411102,1,02,30051992,2
1,1261411102,1,03,24061987,2
1,1261411103,1,03,30071967,2
1,1261411103,1,02,25061922,2
1,1261411103,1,01,19061942,1
1,1261411104,1,01,02091977,2
1,1261411104,1,02,01121978,1
1,1261411105,1,01,09031982,2
1,1261411105,1,03,03091922,2
1,1261411105,1,02,04031980,1
1,1261411106,1,03,10031989,2
1,1261411106,1,05,20081996,2
1,1261411106,1,04,29011995,2
1,1261411106,1,02,20051973,2
1,1261411106,1,01,15121971,1
1,1261411107,1,02,27101992,1
1,1261411107,1,03,15071963,2
1,1261411107,1,01,29051985,2
1,1261411108,1,01,28071991,2
1,1261411108,1,02,23071987,1
1,1261411109,1,02,11051993,1
1,1261411109,1,01,28091990,2
1,1261411110,1,01,20041960,1
1,1261411110,1,02,20081959,2
1,1261411111,1,01,04081940,1
1,1261411112,1,01,08121940,1
1,1261411113,1,04,14051994,2
1,1261411113,1,01,17111957,1
1,1261411113,1,03,31091993,2
1,1261411113,1,02,06091958,2
1,1261411115,1,02,18081973,2
1,1261411115,1,03,02111992,2
1,1261411115,1,01,13101968,1
1,1261411116,1,03,28091994,2
1,1261411116,1,01,19091964,2
1,1261411116,1,02,22011974,1
1,1261411118,1,05,20071976,2
1,1261411118,1,03,13041971,1
1,1261411118,1,02,22051965,2
1,1261411118,1,04,25091978,2
1,1261411118,1,01,21071943,2
1,1261490801,1,02,10031982,2
1,1261490801,1,01,06021941,1
1,1261490802,1,01,30111950,1
1,1261490802,1,03,31121977,2
1,1261490802,1,02,22081942,2
1,1261490803,1,01,01011977,2
1,1261490803,1,02,15111976,1
1,1261490804,1,01,20111969,1
1,1261490804,1,02,26011974,2
1,1261490805,1,01,14121978,1
1,1261490805,1,02,08051982,2
1,1261490806,1,01,20111979,1
1,1261490806,1,02,19011980,2
1,1261490807,1,01,15061977,2
1,1261490807,1,02,25041980,1
1,1261490808,1,01,19091952,1
1,1261490808,1,02,24091956,2
1,1261490809,1,01,07091996,1
1,1261490810,1,02,19011988,1
1,1261490810,1,01,09021987,2
1,1261490811,1,01,23091980,1
1,1261490811,1,02,24091979,2
1,1261490812,1,01,08081981,2
1,1261490812,1,02,03061974,2
1,1261490812,1,05,31121955,1
1,1261490813,1,02,26041995,2
1,1261490813,1,01,12111994,1
1,1261490814,1,01,21111942,1
1,1261490815,1,02,15011983,1
1,1261490815,1,01,01051980,2
1,1261490816,1,01,15051986,2
1,1261490816,1,02,25031987,1
1,1261490817,1,01,16091972,2
1,1261490817,1,03,25091996,2
1,1261490817,1,02,14061974,1
1,1261490818,1,02,25071987,2
1,1261490818,1,01,01051990,1
1,1261586401,1,01,23011934,1
1,1261586402,1,03,04031984,2
1,1261586402,1,02,19061962,2
1,1261586402,1,01,04121944,1
1,1261586404,1,01,29061984,2
1,1261586404,1,02,31031984,1
1,1261586406,1,02,14041983,1
1,1261586406,1,01,10071949,2
1,1261586408,1,02,02041980,2
1,1261586408,1,01,08101985,1
1,1261586409,1,01,15101972,1
1,1261586409,1,02,15021973,2
1,1261586409,1,03,19041996,2
1,1261586410,1,01,04071982,2
1,1261586410,1,02,26041989,1
1,1261586411,1,03,30011995,1
1,1261586411,1,02,25041960,2
1,1261586411,1,01,29081956,2
1,1261586412,1,02,13011989,2
1,1261586412,1,01,18121982,1
1,1261586413,1,01,01101983,1
1,1261586413,1,02,17101983,2
1,1261586414,1,01,01011931,2
1,1261586414,1,02,15101951,1
1,1261586416,1,03,09021994,1
1,1261586416,1,01,24061970,2
1,1261586416,1,02,08091976,2
1,1261586417,1,01,30091959,1
1,1261586417,1,02,18051963,2
1,1261586417,1,03,29101990,2
1,1261586417,1,04,06101995,2
1,1261586417,1,05,14041984,2
1,1261586419,1,01,09051948,2
1,1261586419,1,02,26071957,1
1,1261586420,1,02,02121986,1
1,1261586420,1,01,05091972,2
1,1261607501,1,02,22031975,2
1,1261607501,1,01,18021973,1
1,1261607502,1,02,20091982,2
1,1261607502,1,01,18091985,1
1,1261607503,1,02,18051978,1
1,1261607503,1,01,14071977,2
1,1261607504,1,01,16061975,2
1,1261607504,1,03,24101933,2
1,1261607504,1,04,15061993,2
1,1261607504,1,05,26031993,2
1,1261607504,1,02,07111983,1
1,1261607505,1,01,15051967,2
1,1261607505,1,02,10121970,1
1,1261607505,1,03,26071989,2
1,1261607505,1,04,08091994,2
1,1261607506,1,02,07041990,2
1,1261607506,1,01,08011990,1
1,1261607507,1,01,15021968,1
1,1261607507,1,02,10061978,2
1,1261607508,1,10,09091993,2
1,1261607508,1,01,03061976,2
1,1261607508,1,03,06081992,2
1,1261607508,1,04,07121995,1
1,1261607508,1,02,04081978,2
1,1261607509,1,01,24051964,2
1,1261607509,1,02,05111994,1
1,1261607510,1,01,01021963,1
1,1261607510,1,02,01021965,2
1,1261607510,1,03,25051986,2
1,1261607511,1,01,19041976,1
1,1261607511,1,02,30041979,2
1,1261607512,1,02,14031974,2
1,1261607512,1,01,16011975,1
1,1261607512,1,03,10091992,2
1,1261607512,1,07,21011991,2
1,1261607513,1,02,02021970,1
1,1261607513,1,01,03071969,2
1,1261607514,1,01,15081966,2
1,1261607514,1,02,05031968,1
1,1261607516,1,01,10031970,2
1,1261607516,1,02,14121969,1
1,1261607516,1,03,06091994,2
1,1261607516,2,02,16071997,1
1,1261607516,2,01,14081990,2
1,1261607518,1,01,15041964,2
1,1261607518,1,03,21091986,2
1,1261607518,1,04,09071996,2
1,1261607518,1,02,02041969,1
1,1261607519,1,01,06081960,2
1,1261607519,1,02,25041961,1
1,1261607520,1,01,22101930,1
1,1261607520,1,05,21081984,2
1,1261607520,1,04,29051980,2
1,1261607520,1,03,06111978,2
1,1261607520,1,02,25091962,2
1,1300083701,1,01,10050000,1
1,1300083702,1,02,09040000,2
1,1300083702,1,01,22080000,2
1,1300083702,1,03,24120000,1
1,1300083703,1,01,12020000,1
1,1300083704,1,01,03120000,2
1,1300083704,1,02,28100000,1
1,1300083705,1,03,10080000,2
1,1300083705,1,04,01080000,2
1,1300083705,1,02,04030000,2
1,1300083705,1,01,24060000,1
1,1300088701,1,02,18080000,1
1,1300088701,1,01,21110000,2
1,1300088702,1,02,24060000,1
1,1300088702,1,01,12070000,2
1,1300088703,1,01,23030000,1
1,1300088704,1,01,20050000,2
1,1300088704,1,02,27100000,1
1,1300096701,1,04,18120000,1
1,1300096701,1,01,28040000,2
1,1300096701,1,02,05040000,2
1,1300096701,1,03,05030000,2
1,1300096703,1,02,16020000,1
1,1300096703,1,01,27080000,2
1,1300096704,1,07,19090000,1
1,1300096704,1,06,04010000,2
1,1300096704,1,05,10040000,2
1,1300096704,1,03,07040000,2
1,1300096704,1,02,01020000,2
1,1300096704,1,01,16060000,2
1,1300096705,1,01,15100000,1
1,1300125101,1,01,10050000,2
1,1300125101,1,02,16090000,1
1,1300125102,1,01,13050000,1
1,1300125103,1,03,23040000,2
1,1300125103,1,02,27040000,2
1,1300125103,1,01,24110000,1
1,1300125104,1,01,28110000,1
1,1300125105,1,02,27040000,2
1,1300125105,1,01,11040000,2
1,1300125105,1,03,05100000,1
1,1300125105,1,06,18030000,2
1,1300125105,1,05,20120000,2
1,1300127101,1,01,04120000,1
1,1300127102,1,01,17050000,2
1,1300127102,1,02,24110000,1
1,1300127103,1,01,18100000,1
1,1300127103,1,02,25040000,2
1,1300127103,1,03,17060000,2
1,1300127105,1,02,16070000,2
1,1300127105,1,01,17040000,1
1,1300155101,1,01,25111971,1
1,1300155102,1,06,15010000,2
1,1300155102,1,05,18010000,2
1,1300155102,1,04,28010000,2
1,1300155102,1,03,10110000,2
1,1300155102,1,02,20080000,2
1,1300155102,1,01,19100000,1
1,1300155102,2,01,28100000,1
1,1300155102,2,02,02040000,2
1,1300155102,2,04,19050000,2
1,1300155102,2,03,09070000,2
1,1300155104,1,01,14071980,1
1,1300155105,1,01,15040000,1
1,1300155105,1,02,04060000,2
1,1300155105,1,03,07070000,2
1,1300164301,1,02,23120000,1
1,1300164301,1,03,02060000,2
1,1300164301,1,01,30040000,2
1,1300164302,1,02,21010000,2
1,1300164302,1,03,27060000,2
1,1300164302,1,01,12110000,1
1,1300164303,1,03,18060000,2
1,1300164303,1,01,10070000,2
1,1300164303,1,02,10060000,1
1,1300164304,1,01,11080000,2
1,1300164304,1,02,03030000,1
1,1300164305,1,03,11110000,1
1,1300164305,1,02,06070000,2
1,1300164305,1,04,09010000,2
1,1300164305,1,01,29010000,2
