proyecto,folioviv,foliohog,numren,fecha_nac,selecc
1,0600310503,1,04,25091985,1
1,0600310503,1,03,25031923,2
1,0600310503,1,05,27121993,2
1,0600310503,1,01,13071966,2
1,0600310503,1,02,18061971,2
1,0600310504,1,03,10010000,2
1,0600310504,1,02,18051986,2
1,0600310504,1,01,27091986,1
1,0600310505,1,01,30081986,1
1,0600310505,1,02,15061989,2
1,0600321501,1,02,10060000,2
1,0600321501,1,01,11121973,1
1,0600321502,1,02,08080000,2
1,0600321502,1,01,05050000,2
1,0600321502,1,03,04050000,1
1,0600321503,1,01,28031982,1
1,0600321504,1,04,11040000,2
1,0600321504,1,03,06030000,2
1,0600321504,1,02,08010000,1
1,0600321504,1,01,10100000,2
1,0600321505,1,01,12110000,1
1,0600321505,1,02,22010000,2
1,0600333301,1,02,25090000,1
1,0600333301,1,01,18020000,2
1,0600333302,1,02,18120000,1
1,0600333302,1,01,13050000,2
1,0600333303,1,03,12050000,2
1,0600333303,1,02,27110000,1
1,0600333303,1,01,09010000,2
1,0600333304,1,01,27090000,1
1,0600333305,1,01,14120000,1
1,0600333305,1,02,12070000,2
1,0600336302,1,01,01100000,1
1,0600336303,1,03,29080000,1
1,0600336303,1,02,26070000,2
1,0600336303,1,01,07010000,2
1,0600336304,1,01,13090000,1
1,0600336305,1,02,24100000,1
1,0600336305,1,01,29120000,2
1,0600337302,1,01,08011970,1
1,0600337303,1,03,21031978,2
1,0600337303,1,01,20011946,1
1,0600337303,1,02,12091948,2
1,0600337304,1,01,16101973,1
1,0600337304,1,02,22101974,2
1,0600337305,1,02,29011957,1
1,0600337305,1,01,12021953,2
1,0600337305,1,03,31071992,2
1,0600338601,1,01,10021938,1
1,0600338605,1,01,29091985,2
1,0600338605,1,02,07021989,1
1,0600348601,1,02,03060000,2
1,0600348601,1,01,28020000,1
1,0600348602,1,01,23100000,1
1,0600348602,1,02,19080000,2
1,0600348602,1,03,14020000,2
1,0600348603,1,02,27010000,1
1,0600348603,1,01,11020000,2
1,0600348604,1,01,05030000,1
1,0600348605,1,01,13090000,1
1,0600348605,1,02,25110000,2
1,0600374601,1,02,16051969,1
1,0600374601,1,01,28071969,2
1,0600374601,1,03,19091992,2
1,0600374602,1,01,21040000,2
1,0600374602,1,02,17090000,1
1,0600374604,1,01,05060000,2
1,0600374604,1,02,30050000,1
1,0600374605,1,04,25020000,2
1,0600374605,1,03,30010000,2
1,0600374605,1,01,16080000,2
1,0600374605,1,02,16120000,1
1,0600383901,1,01,06010000,1
1,0600383904,1,01,25010000,1
1,0600383904,1,02,31030000,2
1,0600383905,1,01,27050000,1
1,0600384901,1,01,22050000,2
1,0600384901,1,02,04110000,1
1,0600384902,1,01,11020000,2
1,0600384902,1,02,07010000,1
1,0600384903,1,01,16080000,1
1,0600384904,1,02,01100000,1
1,0600384904,1,01,23040000,2
1,0600384905,1,01,22080000,1
1,0600385901,1,01,24020000,2
1,0600385901,1,02,25030000,2
1,0600385901,1,03,10020000,1
1,0600385902,1,02,02010000,2
1,0600385902,1,01,17110000,1
1,0600385903,1,01,27090000,1
1,0600385903,1,02,27040000,2
1,0600385904,1,01,26040000,1
1,0600385905,1,03,17030000,2
1,0600385905,1,02,24070000,2
1,0600385905,1,01,07110000,1
1,0600396701,1,02,10120000,2
1,0600396701,1,01,20110000,1
1,0600396702,1,01,19040000,1
1,0600396703,1,03,26110000,1
1,0600396703,1,02,03010000,2
1,0600396703,1,01,20060000,2
1,0600396705,1,01,06060000,1
1,0600403702,1,01,26010000,1
1,0600403702,1,02,28010000,2
1,0600403703,1,02,20110000,1
1,0600403703,1,01,13030000,2
1,0600403704,1,02,20040000,2
1,0600403704,1,03,21120000,1
1,0600403704,1,01,23010000,2
1,0600403705,1,02,10110000,1
1,0600403705,1,01,16080000,2
1,0600406702,1,07,05050000,2
1,0600406702,1,11,09020000,1
1,0600406702,1,02,30050000,2
1,0600406702,1,03,10100000,2
1,0600406702,1,01,26020000,2
1,0600406702,1,04,15050000,2
1,0600406702,1,05,04100000,2
1,0600406702,1,06,24080000,2
1,0600406703,1,01,07070000,2
1,0600406703,1,02,30050000,1
1,0600406703,1,03,11100000,2
1,0600406704,1,02,08040000,2
1,0600406704,1,01,14010000,1
1,0600406705,1,01,15110000,1
1,0600413401,1,01,16041952,1
1,0600413402,1,02,29121983,1
1,0600413402,1,01,22021979,2
1,0600413403,1,02,12091964,2
1,0600413403,1,01,02081952,1
1,0600413404,1,01,19091975,1
1,0600413404,1,02,20111975,2
1,0600413405,1,03,20101996,2
1,0600413405,1,01,02061976,2
1,0600413405,1,02,16011975,1
1,0600417401,1,02,28071972,2
1,0600417401,1,01,12051968,1
1,0600417402,1,01,03071942,1
1,0600417404,1,01,15011966,2
1,0600417404,1,02,03121968,1
1,0600419401,1,01,27030000,2
1,0600419401,1,03,14010000,1
1,0600419401,1,02,30010000,2
1,0600419402,1,02,08060000,2
1,0600419402,1,01,20031948,1
1,0600419403,1,01,10011951,1
1,0600419404,1,01,06051981,1
1,0600419405,1,03,22051972,2
1,0600419405,1,02,28091952,2
1,0600419405,1,01,07091945,2
1,0600419405,1,04,05051974,1
1,0600424802,1,02,04030000,1
1,0600424802,1,01,17040000,2
1,0600424803,1,01,16021972,1
1,0600424803,1,02,16021994,2
1,0600424804,1,01,12050000,2
1,0600424804,1,03,02010000,1
1,0600424804,1,02,04100000,2
1,0600424805,1,01,09051992,1
1,0600424805,1,02,08091993,2
1,0600436801,1,01,05050000,2
1,0600436801,1,02,05040000,1
1,0600436801,1,03,01110000,2
1,0600436802,1,05,17051984,2
1,0600436802,1,04,21061980,2
1,0600436802,1,01,18111938,2
1,0600436802,1,02,20121949,1
1,0600436802,1,03,31071977,2
1,0600436803,1,01,08090000,2
1,0600436803,1,07,13060000,2
1,0600436803,1,04,30050000,2
1,0600436803,1,02,11050000,1
1,0600436803,1,03,11060000,2
1,0600436804,1,01,22080000,1
1,0600436805,1,03,06040000,1
1,0600436805,1,01,19050000,2
1,0600436805,1,02,03060000,2
1,0600445801,1,02,22071961,2
1,0600445801,1,04,15121988,2
1,0600445801,1,01,09121958,1
1,0600445801,1,03,09081981,2
1,0600445802,1,01,31031967,1
1,0600445803,1,01,29100000,1
1,0600445805,1,02,20041964,2
1,0600445805,1,03,28011969,1
1,0600445805,1,01,11021936,2
1,0600445805,1,04,09091985,2
1,0600447101,1,01,18051987,2
1,0600447101,1,02,10031993,1
1,0600447102,1,01,20091985,2
1,0600447102,1,02,09061984,1
1,0600447103,1,03,11101967,2
1,0600447103,1,01,24061939,1
1,0600447103,1,02,09091932,2
1,0600447104,1,01,17011974,1
1,0600447104,1,02,28021989,2
1,0600447105,1,02,04070000,1
1,0600447105,1,01,08071964,2
1,0600449101,1,02,20050000,2
1,0600449101,1,01,13020000,1
1,0600449102,1,01,07041987,1
1,0600449104,1,01,01040000,1
1,0600449104,1,02,01050000,2
1,0600474102,1,05,14061958,2
1,0600474102,1,02,23081976,2
1,0600474102,1,01,04011983,1
1,0600474103,1,03,01091994,2
1,0600474103,1,01,10031970,2
1,0600474103,1,02,15111969,1
1,0600474104,1,02,11010000,1
1,0600474104,1,03,24030000,2
1,0600474104,1,01,12030000,2
1,0600474105,1,02,10120000,1
1,0600474105,1,01,16020000,2
1,0600494301,1,01,14010000,1
1,0600494301,1,02,07020000,2
1,0600494302,1,01,15050000,2
1,0600494302,1,02,05120000,1
1,0600494303,1,02,09040000,2
1,0600494303,1,01,16120000,1
1,0600494304,1,01,21020000,1
1,0600512301,1,02,08120000,1
1,0600512301,1,01,27040000,2
1,0600512301,1,03,24030000,2
1,0600512302,1,01,13100000,2
1,0600512302,1,02,31050000,1
1,0600512304,1,01,03050000,1
1,0600512305,1,01,19011958,1
1,0600515602,1,01,20090000,2
1,0600515602,1,02,23010000,1
1,0600515603,1,01,08120000,1
1,0600515603,1,02,23030000,2
1,0600515605,1,02,07051967,2
1,0600515605,1,03,31101995,1
1,0600515605,1,01,27111964,2
1,0600518601,1,02,24020000,2
1,0600518601,1,04,26070000,2
1,0600518601,1,01,02020000,1
1,0600518601,1,03,21090000,2
1,0600518602,1,05,07101991,2
1,0600518602,1,04,06031995,2
1,0600518602,1,02,22120000,1
1,0600518602,1,01,13020000,2
1,0600518602,1,03,24090000,2
1,0600518603,1,02,27080000,2
1,0600518603,1,01,25070000,1
1,0600518604,1,01,30101974,1
1,0600518604,1,02,05121979,2
1,0600518605,1,02,11080000,2
1,0600518605,1,01,27110000,1
1,0600522601,1,01,29091985,2
1,0600522601,1,02,07061984,1
1,0600522602,1,04,01010000,2
1,0600522602,1,03,02110000,1
1,0600522602,1,01,28020000,2
1,0600522602,1,02,03030000,2
1,0600522603,1,03,23120000,1
1,0600522603,1,01,24070000,2
1,0600522603,1,02,09070000,2
1,0600522605,1,01,18071971,1
1,0600534902,1,03,25110000,1
1,0600534902,1,02,17120000,2
1,0600534902,1,01,26061968,2
1,0600534903,1,02,06030000,1
1,0600534903,1,01,09060000,2
1,0600534904,1,01,24010000,1
1,0600534904,1,02,19030000,2
1,0600534905,1,01,23101950,1
1,0600537901,1,01,01051959,2
1,0600537901,1,03,05040000,2
1,0600537901,1,02,11031965,1
1,0600537901,2,02,13080000,2
1,0600537901,2,01,15040000,1
1,0600537904,1,02,25101986,1
1,0600537904,1,01,24081983,2
1,0600537905,1,01,07071981,1
1,0600539903,1,01,08021967,1
1,0600539904,1,01,02021986,1
1,0600539904,1,02,05081992,2
1,0600550702,1,01,12040000,1
1,0600550702,1,02,15100000,2
1,0600550703,1,01,08051980,1
1,0600550703,2,01,12021974,1
1,0600550704,1,01,19110000,1
1,0600550704,1,02,01120000,2
1,0600550704,1,03,26050000,2
1,0600550704,1,04,30060000,2
1,0600550705,1,02,11010000,1
1,0600550705,1,01,10080000,2
1,0600554701,1,02,26081964,2
1,0600554701,1,01,05081968,1
1,0600554702,1,01,09051986,1
1,0600554703,1,01,10081958,2
1,0600554703,1,02,20021960,2
1,0600554703,1,04,18121985,2
1,0600554703,1,05,15041981,2
1,0600554703,1,03,10121979,1
1,0600554704,1,02,16081983,2
1,0600554704,1,01,29111980,1
1,0600554705,1,01,22081984,2
1,0600554705,1,02,08081989,1
1,0600555701,1,03,14030000,2
1,0600555701,1,02,02110000,1
1,0600555701,1,01,29070000,2
1,0600555702,1,01,28111948,1
1,0600555703,1,01,15040000,1
1,0600555704,1,01,15081946,1
1,0600555705,1,03,20040000,2
1,0600555705,1,02,15100000,1
1,0600555705,1,01,15060000,2
1,0600555705,2,02,01030000,2
1,0600555705,2,01,30100000,1
1,0600556401,1,01,25060000,2
1,0600556401,1,02,14120000,1
1,0600556402,1,01,10090000,2
1,0600556402,1,02,31100000,1
1,0600556402,1,03,14010000,2
1,0600556403,1,02,06070000,2
1,0600556403,1,01,19010000,1
1,0600556404,1,01,03011973,1
1,0600556404,1,02,20060000,2
1,0600556405,1,01,23050000,1
1,0600559401,1,01,16011996,1
1,0600559402,1,01,17031944,1
1,0600559403,1,02,14120000,1
1,0600559403,1,01,02020000,2
1,0600559405,1,01,11090000,1
1,0600559405,1,02,07120000,2
1,0600575401,1,01,09030000,2
1,0600575401,1,02,05120000,1
1,0600575402,1,02,28110000,1
1,0600575402,1,04,19050000,2
1,0600575402,1,03,18040000,2
1,0600575402,1,01,15050000,2
1,0600575404,1,01,02071953,1
1,0600575404,1,02,02101951,2
1,0600575405,1,01,08101932,1
1,0600590801,1,02,26110000,1
1,0600590801,1,01,21040000,2
1,0600590801,1,03,10010000,2
1,0600590802,1,04,29080000,2
1,0600590802,1,05,29040000,2
1,0600590802,1,02,15060000,2
1,0600590802,1,03,06060000,2
1,0600590802,1,01,29120000,1
1,0600590803,1,02,16090000,2
1,0600590803,1,01,25110000,2
1,0600590803,1,03,17100000,1
1,0600590804,1,02,29060000,2
1,0600590804,1,03,19040000,1
1,0600590804,1,01,25060000,2
1,0600598801,1,02,20011965,1
1,0600598801,1,01,01081968,2
1,0600598802,1,04,17080000,2
1,0600598802,1,03,22050000,2
1,0600598802,1,01,04080000,2
1,0600598802,1,02,15100000,1
1,0600598803,1,02,01050000,1
1,0600598803,1,01,11060000,2
1,0600598803,2,02,10071992,2
1,0600598803,2,01,12061988,1
1,0600598803,3,01,27110000,1
1,0600598803,3,02,26020000,2
1,0600598804,1,02,15081942,2
1,0600598804,1,01,20061942,1
1,0600598805,1,02,03071967,2
1,0600598805,1,03,11061991,2
1,0600598805,1,01,12011976,1
1,0600598805,1,04,06071996,2
1,0600600801,1,03,11041994,2
1,0600600801,1,02,06091952,2
1,0600600801,1,01,01011948,1
1,0600600802,1,02,01121993,1
1,0600600802,1,01,15051970,2
1,0600600803,1,04,22010000,2
1,0600600803,1,01,29111991,1
1,0600600803,1,02,28091993,2
1,0600600804,1,05,14091994,2
1,0600600804,1,04,11081992,2
1,0600600804,1,03,06011987,2
1,0600600804,1,02,19101960,1
1,0600600804,1,01,27051955,2
1,0600600805,1,02,18101962,1
1,0600600805,1,01,11081946,2
1,0600608101,1,03,15110000,1
1,0600608101,1,02,21030000,2
1,0600608101,1,01,11010000,2
1,0600608101,1,04,13060000,2
1,0600608102,1,02,31080000,2
1,0600608102,1,01,03100000,1
1,0600608102,1,03,28020000,2
1,0600608103,1,01,08090000,1
1,0600608103,2,02,13040000,1
1,0600608103,2,01,01090000,2
1,0600608105,1,02,25110000,1
1,0600608105,1,01,24120000,2
1,0600608105,1,03,04120000,2
1,0600610101,1,01,18020000,1
1,0600610102,1,03,27050000,2
1,0600610102,1,02,12100000,1
1,0600610102,1,01,16060000,2
1,0600610105,1,01,18110000,1
1,0600613102,1,01,15081966,1
1,0600613102,1,02,04101968,2
1,0600613105,1,03,20110000,2
1,0600613105,1,01,24070000,2
1,0600613105,1,02,09110000,1
1,0600618201,1,02,30080000,1
1,0600618201,1,01,19030000,2
1,0600618203,1,03,01100000,2
1,0600618203,1,01,05110000,1
1,0600618203,1,02,19030000,2
1,0600618204,1,01,21031919,1
1,0600618205,1,02,06050000,1
1,0600618205,1,01,02080000,2
1,0600620201,1,01,24071932,2
1,0600620201,1,02,28121972,1
1,0600620201,1,04,28081992,2
1,0600620201,1,03,27041991,2
1,0600620202,1,01,17041940,1
1,0600620203,1,04,03120000,1
1,0600620203,1,03,25100000,2
1,0600620203,1,01,05020000,2
1,0600620203,1,02,08040000,2
1,0600620204,1,01,27090000,1
1,0600620205,1,01,04091959,2
1,0600620205,1,03,23061979,2
1,0600620205,1,02,06041970,1
1,0600650201,1,02,07101985,1
1,0600650201,1,01,07071948,2
1,0600650202,1,03,24121994,2
1,0600650202,1,04,04101996,1
1,0600650202,1,01,16071984,2
1,0600650202,1,02,01041986,2
1,0600650203,1,02,19091988,2
1,0600650203,1,01,27031984,1
1,0600650204,1,03,15011993,2
1,0600650204,1,01,10011979,1
1,0600650204,1,02,23081973,2
1,0600650205,1,01,26060000,1
1,0600661501,1,01,09061964,2
1,0600661501,1,02,06011975,1
1,0600661502,1,02,08081953,2
1,0600661502,1,03,19031976,2
1,0600661502,1,04,24101994,1
1,0600661502,1,01,30051950,2
1,0600661503,1,02,12031957,2
1,0600661503,1,03,23091993,2
1,0600661503,1,01,28011963,1
1,0600661505,1,02,29111980,1
1,0600661505,1,01,28051981,2
1,0600672501,1,01,27030000,1
1,0600672501,1,02,02050000,2
1,0600672503,1,01,14040000,1
1,0600672504,1,02,03120000,1
1,0600672504,1,01,06050000,2
1,0600677501,1,01,04041978,2
1,0600677501,1,02,03021985,1
1,0600677502,1,01,20110000,1
1,0600677502,1,02,27070000,2
1,0600677503,1,02,15120000,1
1,0600677503,1,01,28120000,2
1,0600677504,1,01,14110000,1
1,0600677505,1,01,21030000,1
1,0600685302,1,02,06120000,2
1,0600685302,1,01,15110000,1
1,0600685304,1,01,20120000,1
1,0600685304,1,02,14030000,2
1,0600687301,1,01,30111959,1
1,0600687303,1,02,01060000,1
1,0600687303,1,01,12070000,2
1,0600687304,1,01,12121984,1
1,0600687304,2,02,25081989,2
1,0600687304,2,01,24021989,1
1,0600687305,1,01,17080000,2
1,0600687305,1,02,23010000,1
1,0600688302,1,01,22100000,1
1,0600688302,1,02,18110000,2
1,0600688303,1,01,21111963,2
1,0600688303,1,02,29101995,1
1,0600688304,1,02,07080000,2
1,0600688304,1,04,07070000,2
1,0600688304,1,03,05020000,1
1,0600688304,1,01,27080000,2
1,0600688305,1,01,03051966,2
1,0600688305,1,02,21011972,1
1,0600688305,1,03,23041994,2
1,0600689601,1,01,03110000,1
1,0600689601,1,02,01030000,2
1,0600689602,1,01,20030000,1
1,0600689602,1,02,07050000,2
1,0600689604,1,01,22110000,2
1,0600689604,1,02,26100000,1
1,0600689605,1,02,29050000,2
1,0600689605,1,01,15010000,1
1,0600694601,1,01,10050000,1
1,0600694602,1,02,31070000,2
1,0600694602,1,01,25120000,1
1,0600694603,1,01,16020000,1
1,0600694603,1,04,29080000,2
1,0600694603,1,03,03040000,2
1,0600694603,1,02,24080000,2
1,0600694604,1,01,29030000,2
1,0600694604,1,02,16100000,1
1,0600694604,1,04,06010000,2
1,0600694605,1,04,09050000,2
1,0600694605,1,02,08110000,1
1,0600694605,1,01,28110000,2
1,0600694605,1,03,29060000,2
1,0600712601,1,02,29050000,2
1,0600712601,1,03,03010000,2
1,0600712601,1,01,14110000,1
1,0600712602,1,01,12110000,1
1,0600712602,1,02,19010000,2
1,0600712603,1,01,19100000,2
1,0600712603,1,02,23020000,1
1,0600712604,1,01,18080000,1
1,0600712605,1,01,10110000,1
1,0600712605,1,02,03050000,2
1,0600717901,1,01,21071960,1
1,0600717901,1,02,13091981,2
1,0600717902,1,01,19091981,1
1,0600717904,1,01,09021983,2
1,0600717904,1,02,31011984,1
1,0600717905,1,01,10071981,2
1,0600717905,1,02,10021989,1
1,0600724902,1,01,28020000,2
1,0600724902,1,02,07020000,1
1,0600724903,1,02,18120000,1
1,0600724903,1,01,24010000,2
1,0600724905,1,02,10020000,2
1,0600724905,1,01,12100000,1
1,0600728901,1,03,18010000,2
1,0600728901,1,04,12020000,2
1,0600728901,1,02,16110000,1
1,0600728901,1,01,17040000,2
1,0600728902,1,03,09080000,2
1,0600728902,1,01,09120000,1
1,0600728902,1,02,24030000,2
1,0600728903,1,01,30120000,1
1,0600728904,1,03,04050000,2
1,0600728904,1,02,05010000,1
1,0600728904,1,01,06070000,2
1,0600728905,1,01,21100000,1
1,0600731701,1,02,03081983,2
1,0600731701,1,01,26031974,1
1,0600731702,1,01,16031986,1
1,0600731703,1,02,16080000,2
1,0600731703,1,01,01071922,1
1,0600731704,1,02,03081974,2
1,0600731704,1,01,21071978,1
1,0600731705,1,01,03061940,2
1,0600731705,1,03,14121975,1
1,0600731705,1,02,05061962,2
1,0600732702,1,04,03040000,1
1,0600732702,1,02,23040000,2
1,0600732702,1,05,10040000,2
1,0600732702,1,01,12040000,2
1,0600732702,1,03,30100000,2
1,0600732703,1,01,10040000,1
1,0600732705,1,01,27040000,2
1,0600732705,1,02,14120000,1
1,0600737701,1,03,03070000,2
1,0600737701,1,01,03030000,2
1,0600737701,1,02,03020000,1
1,0600737702,1,01,02070000,2
1,0600737702,1,02,02110000,1
1,0600737703,1,02,27031982,2
1,0600737703,1,01,07011985,1
1,0600737704,1,01,10010000,1
1,0600761401,1,02,20010000,2
1,0600761401,1,03,18100000,1
1,0600761401,1,04,01070000,2
1,0600761401,1,06,05050000,2
1,0600761401,1,01,14100000,2
1,0600761402,1,02,01040000,2
1,0600761402,1,01,12110000,1
1,0600761403,1,02,03020000,1
1,0600761403,1,01,28080000,2
1,0600761404,1,01,28010000,1
1,0600761404,1,02,03060000,2
1,0600761405,1,01,01060000,2
1,0600761405,1,02,01120000,1
1,0600766401,1,01,15090000,2
1,0600766401,1,02,03110000,1
1,0600766402,1,01,02030000,1
1,0600766402,1,02,14090000,2
1,0600766403,1,01,07050000,2
1,0600766403,1,02,11120000,1
1,0600766403,1,03,25070000,2
1,0600766405,1,02,23090000,2
1,0600766405,1,01,31120000,1
1,0600772402,1,01,13051990,2
1,0600772402,1,02,31031980,1
1,0600773801,1,02,08050000,1
1,0600773801,1,01,10080000,2
1,0600773802,1,02,09090000,2
1,0600773802,1,01,07060000,1
1,0600773803,1,01,07080000,2
1,0600773803,1,02,17050000,1
1,0600777803,1,02,06080000,2
1,0600777803,1,01,10100000,1
1,0600777803,1,03,27030000,2
1,0600781801,1,01,14100000,1
1,0600781802,1,01,25050000,1
1,0600781803,1,01,10090000,1
1,0600781804,1,01,28080000,2
1,0600781804,1,02,27090000,1
1,0600781805,1,01,06120000,1
1,0600785102,1,02,24020000,2
1,0600785102,1,01,13110000,1
1,0600785103,1,02,09070000,2
1,0600785103,1,01,22010000,1
1,0600785104,1,01,01010000,1
1,0600785104,1,02,05060000,2
1,0600785105,1,02,24120000,1
1,0600785105,1,01,10060000,2
1,0600787101,1,01,30061980,2
1,0600787101,1,02,15011983,1
1,0600787102,1,02,14120000,1
1,0600787102,1,01,22010000,2
1,0600787104,1,02,10030000,1
1,0600787104,1,01,10090000,2
1,0600787105,1,02,16040000,2
1,0600787105,1,01,25020000,1
1,0600793101,1,02,20120000,1
1,0600793101,1,01,20120000,2
1,0600793102,1,02,13041968,2
1,0600793102,1,01,05011960,1
1,0600793103,1,02,01100000,2
1,0600793103,1,03,05090000,2
1,0600793103,1,01,20070000,1
1,0600793104,1,01,24091979,2
1,0600793104,1,02,13031977,1
1,0600793105,1,01,14020000,1
1,0600793105,1,02,28080000,2
1,0600796201,1,01,04080000,1
1,0600796202,1,01,15010000,2
1,0600796202,1,02,07110000,1
1,0600796203,1,01,25060000,1
1,0600796203,1,02,20100000,2
1,0600796204,1,01,28010000,2
1,0600796204,1,02,06120000,1
1,0600796204,2,02,22010000,1
1,0600796204,2,01,24060000,2
1,0600796205,1,02,15110000,1
1,0600796205,1,01,15090000,2
1,0600800201,1,02,15111982,1
1,0600800201,1,01,01091981,2
1,0600800205,1,01,12050000,2
1,0600800205,1,02,30010000,1
1,0600811201,1,01,11080000,1
1,0600811202,1,02,12050000,2
1,0600811202,1,01,21090000,1
1,0600811203,1,02,17070000,2
1,0600811203,1,01,18120000,1
1,0600811204,1,01,15010000,1
1,0600811205,1,02,05010000,2
1,0600811205,1,03,25110000,2
1,0600811205,1,01,03110000,1
1,0600816501,1,01,29070000,2
1,0600816501,1,02,19010000,1
1,0600816502,1,01,31100000,1
1,0600816502,1,02,10110000,2
1,0600816503,1,02,28020000,2
1,0600816503,1,01,29090000,1
1,0600816504,1,01,13030000,1
1,0600816505,1,01,18060000,1
1,0600826501,1,02,11100000,2
1,0600826501,1,01,10010000,1
1,0600826504,1,02,26070000,2
1,0600826504,1,01,30050000,1
1,0600826505,1,03,01100000,2
1,0600826505,1,02,24120000,2
1,0600826505,1,01,08120000,1
1,0600832501,1,04,23050000,2
1,0600832501,1,01,27120000,1
1,0600832501,1,02,05080000,2
1,0600832501,1,03,04020000,2
1,0600832501,1,05,09050000,2
1,0600832502,1,02,29090000,1
1,0600832502,1,01,11090000,2
1,0600832503,1,01,27080000,2
1,0600832503,1,02,16040000,1
1,0600832504,1,02,11030000,2
1,0600832504,1,01,12060000,2
1,0600832504,1,03,27100000,1
1,0600832504,2,02,02080000,2
1,0600832504,2,01,24090000,1
1,0600832505,1,02,02070000,1
1,0600832505,1,01,21080000,2
1,0600836302,1,03,22010000,2
1,0600836302,1,02,20050000,2
1,0600836302,1,01,22010000,1
1,0600836303,1,01,03110000,1
1,0600836305,1,01,23070000,1
1,0600837301,1,01,31121951,1
1,0600837301,1,02,19061960,2
1,0600837302,1,01,07021977,2
1,0600837302,1,02,04101984,1
1,0600837303,1,01,09111992,1
1,0600837303,1,02,03040000,2
1,0600837304,1,02,07110000,1
1,0600837304,1,01,19060000,2
1,0600837305,1,01,01121989,2
1,0600837305,1,02,17101991,1
1,0600841301,1,01,29070000,2
1,0600841301,1,03,16010000,2
1,0600841301,1,02,04050000,1
1,0600841302,1,01,12041972,2
1,0600841302,1,02,05121975,1
1,0600841303,1,01,02020000,2
1,0600841303,1,04,24080000,2
1,0600841303,1,03,13120000,2
1,0600841303,1,02,09110000,1
1,0600841304,1,02,02050000,2
1,0600841304,1,01,08020000,1
1,0600841305,1,01,26110000,1
1,0600847601,1,02,12011985,1
1,0600847601,1,01,12041974,2
1,0600847602,1,01,13050000,2
1,0600847602,1,03,09050000,2
1,0600847602,1,02,03020000,1
1,0600847604,1,01,02030000,2
1,0600847604,1,02,07110000,1
1,0600847605,1,01,28080000,1
1,0600851601,1,01,20050000,2
1,0600851601,1,02,05030000,1
1,0600851603,1,01,13021959,2
1,0600851603,1,02,16121971,1
1,0600851604,1,01,28020000,2
1,0600851604,1,02,24110000,1
1,0600851605,1,02,16071979,1
1,0600851605,1,01,11081977,2
1,0600852601,1,01,20050000,2
1,0600852601,1,02,02110000,1
1,0600852602,1,03,13070000,2
1,0600852602,1,02,06110000,1
1,0600852602,1,01,17070000,2
1,0600852603,1,02,04120000,1
1,0600852603,1,01,23070000,2
1,0600872901,1,02,02011945,2
1,0600872901,1,01,18031951,2
1,0600872901,1,03,02121972,1
1,0600872901,1,04,03031983,2
1,0600872901,1,05,27061995,2
1,0600872902,1,02,28091993,2
1,0600872902,1,01,01091989,2
1,0600872902,1,03,07061995,1
1,0600872903,1,01,11101981,1
1,0600872904,1,01,24121967,1
1,0600872904,1,02,11031992,2
1,0600877902,1,01,08100000,2
1,0600877902,1,02,31120000,1
1,0600877903,1,01,09101968,2
1,0600877903,1,02,16011969,1
1,0600877904,1,01,24040000,1
1,0600877905,1,03,15050000,1
1,0600877905,1,02,26060000,2
1,0600877905,1,01,23100000,2
1,0600900901,1,02,19090000,1
1,0600900901,1,01,20100000,2
1,0600900902,1,02,02060000,2
1,0600900902,1,01,20120000,1
1,0600900904,1,02,03050000,1
1,0600900904,1,01,03110000,2
1,0600901701,1,01,24101936,2
1,0600901701,1,02,18031977,1
1,0600901702,1,01,21011969,1
1,0600901702,1,02,01061977,2
1,0600901703,1,01,03011958,1
1,0600901704,1,01,23061957,1
1,0600901705,1,01,04071948,2
1,0600901705,1,03,12121971,1
1,0600901705,1,04,04041992,2
1,0600901705,1,02,29081977,2
1,0600904701,1,03,24011996,2
1,0600904701,1,02,20071986,2
1,0600904701,1,01,14011962,1
1,0600904702,1,04,18121993,2
1,0600904702,1,01,29081960,2
1,0600904702,1,02,21031966,2
1,0600904702,1,03,30111989,1
1,0600904704,1,02,06091949,2
1,0600904704,1,03,27031974,2
1,0600904704,1,07,15101915,2
1,0600904704,1,05,22081986,2
1,0600904704,1,04,08031984,1
1,0600904704,1,01,08091949,2
1,0600904705,1,01,25091921,2
1,0600904705,1,02,02031951,1
1,0600905601,1,01,07101972,2
1,0600905601,1,02,01071977,1
1,0600905602,1,01,04111961,1
1,0600905602,1,03,06041987,2
1,0600905602,1,02,03021964,2
1,0600905603,1,02,12051976,1
1,0600905603,1,01,22101971,2
1,0600905604,1,01,26011957,1
1,0600905604,1,02,12081980,2
1,0600905605,1,02,06071958,1
1,0600905605,1,01,05081932,2
1,0600906601,1,03,28090000,2
1,0600906601,1,04,17070000,2
1,0600906601,1,05,24090000,2
1,0600906601,1,02,14030000,2
1,0600906601,1,01,14030000,2
1,0600906601,1,06,25020000,1
1,0600906602,1,03,10020000,1
1,0600906602,1,02,09030000,2
1,0600906602,1,01,18100000,2
1,0600906604,1,01,17110000,1
1,0600906605,1,02,19100000,2
1,0600906605,1,01,05120000,1
1,0600912601,1,02,11030000,2
1,0600912601,1,04,17010000,2
1,0600912601,1,03,24120000,2
1,0600912601,1,01,20120000,1
1,0600912602,1,01,15040000,1
1,0600912603,1,01,13060000,1
1,0600912605,1,01,17120000,1
